Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2014  ,中鴻            ,"9,837,000",0,"9,837,000"
 ,1409  ,新纖            ,"8,360,000",0,"8,360,000"
 ,3189  ,景碩            ,"1,434,000","56,000","1,378,000"
 ,2317  ,鴻海            ,"1,150,960","80,000","1,070,960"
 ,2606  ,裕民            ,"1,040,000","185,000","855,000"
 ,2455  ,全新            ,"743,000",0,"743,000"
 ,2006  ,東和鋼鐵        ,"900,000","183,000","717,000"
 ,2351  ,順德            ,"909,000","249,000","660,000"
 ,1309  ,台達化          ,"500,000",0,"500,000"
 ,6443  ,元晶            ,"602,000","160,000","442,000"
 ,2393  ,億光            ,"414,000",0,"414,000"
 ,3661  ,世芯-KY         ,"367,000",0,"367,000"
 ,6285  ,啟��            ,"620,000","286,000","334,000"
 ,6278  ,台表科          ,"338,000","15,000","323,000"
 ,2454  ,聯發科          ,"306,980","15,000","291,980"
 ,8046  ,南電            ,"289,000","10,000","279,000"
 ,1305  ,華夏            ,"225,000",0,"225,000"
 ,2239  ,英利-KY         ,"205,000",0,"205,000"
 ,2002  ,中鋼            ,"196,490",0,"196,490"
 ,2231  ,為升            ,"185,000",0,"185,000"
 ,6116  ,彩晶            ,"170,000",0,"170,000"
 ,3037  ,欣興            ,"175,000","12,000","163,000"
 ,1210  ,大成            ,"272,000","161,000","111,000"
 ,4961  ,天鈺            ,"107,000",0,"107,000"
 ,2377  ,微星            ,"150,000","44,000","106,000"
 ,3443  ,創意            ,"106,000",0,"106,000"
 ,3533  ,嘉澤            ,"104,000",0,"104,000"
 ,3665  ,貿聯-KY         ,"118,000","14,000","104,000"
 ,6698  ,旭暉應材        ,"102,000",0,"102,000"
 ,2342  ,茂矽            ,"100,000",0,"100,000"
 ,2408  ,南亞科          ,"96,090","9,000","87,090"
 ,1736  ,喬山            ,"80,000",0,"80,000"
 ,1802  ,台玻            ,"79,000",0,"79,000"
 ,3003  ,健和興          ,"100,000","30,000","70,000"
 ,9914  ,美利達          ,"50,000",0,"50,000"
 ,2375  ,凱美            ,"39,000",0,"39,000"
 ,6505  ,台塑化          ,"36,830","6,000","30,830"
 ,"=""0052  """,富邦科技        ,"30,000",0,"30,000"
 ,2884  ,玉山金          ,"15,950",0,"15,950"
 ,5269  ,祥碩            ,"15,000",0,"15,000"
 ,6456  ,GIS-KY          ,"15,000",0,"15,000"
 ,2477  ,美隆電          ,"14,000",0,"14,000"
 ,2892  ,第一金          ,"13,530",0,"13,530"
 ,5880  ,合庫金          ,"12,850",0,"12,850"
 ,2880  ,華南金          ,"12,800",0,"12,800"
 ,6415  ,矽力*-KY        ,"10,080",0,"10,080"
 ,2727  ,王品            ,"9,000",0,"9,000"
 ,2801  ,彰銀            ,"8,690",0,"8,690"
 ,1402  ,遠東新          ,"5,250",0,"5,250"
 ,2049  ,上銀            ,"5,000",0,"5,000"
 ,9921  ,巨大            ,"17,000","12,000","5,000"
 ,5876  ,上海商銀        ,"4,380",0,"4,380"
 ,9910  ,豐泰            ,"12,590","9,000","3,590"
 ,2412  ,中華電          ,"5,080","2,000","3,080"
 ,2633  ,台灣高鐵        ,"2,790",0,"2,790"
 ,5871  ,中租-KY         ,"1,690",0,"1,690"
 ,2912  ,統一超          ,750,0,750
 ,2207  ,和泰車          ,420,0,420
 ,2303  ,聯電            ,"1,507,580","15,230,000","-13,722,420"
 ,2409  ,友達            ,"240,000","8,118,000","-7,878,000"
 ,3481  ,群創            ,"2,950,000","8,440,000","-5,490,000"
 ,2610  ,華航            ,0,"3,399,000","-3,399,000"
 ,2337  ,旺宏            ,"440,000","3,034,000","-2,594,000"
 ,1513  ,中興電          ,0,"2,303,000","-2,303,000"
 ,3017  ,奇鋐            ,0,"2,153,000","-2,153,000"
 ,2344  ,華邦電          ,"25,000","2,151,000","-2,126,000"
 ,3545  ,敦泰            ,"500,000","2,336,000","-1,836,000"
