Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2881  ,富邦金          ,"9,242,591","174,472","9,068,119"
 ,2882  ,國泰金          ,"3,042,000","209,607","2,832,393"
 ,2353  ,宏��            ,"2,417,000","34,810","2,382,190"
 ,2618  ,長榮航          ,"1,486,000","3,358","1,482,642"
 ,2382  ,廣達            ,"1,501,500","32,598","1,468,902"
 ,6177  ,達麗            ,"993,000",0,"993,000"
 ,2603  ,長榮            ,"915,495","88,386","827,109"
 ,5534  ,長虹            ,"873,000","81,000","792,000"
 ,8112  ,至上            ,"671,695",0,"671,695"
 ,3231  ,緯創            ,"931,000","273,290","657,710"
 ,2357  ,華碩            ,"462,335","3,088","459,247"
 ,3661  ,世芯-KY         ,"448,900","6,000","442,900"
 ,2324  ,仁寶            ,"408,922","8,423","400,499"
 ,3036  ,文曄            ,"490,000","155,000","335,000"
 ,3406  ,玉晶光          ,"332,000",0,"332,000"
 ,"=""00701 """,國泰股利精選30  ,"330,000",0,"330,000"
 ,"=""0050  """,元大台灣50      ,"324,000",0,"324,000"
 ,2845  ,遠東銀          ,"322,000",0,"322,000"
 ,3376  ,新日興          ,"307,226",0,"307,226"
 ,2608  ,嘉里大榮        ,"300,000",0,"300,000"
 ,2027  ,大成鋼          ,"300,000","9,936","290,064"
 ,2345  ,智邦            ,"293,000","3,665","289,335"
 ,"=""00713 """,元大台灣高息低波,"240,000",0,"240,000"
 ,2903  ,遠百            ,"228,000",0,"228,000"
 ,6189  ,豐藝            ,"220,000","2,000","218,000"
 ,2645  ,長榮航太        ,"211,000",0,"211,000"
 ,9914  ,美利達          ,"200,000",0,"200,000"
 ,2337  ,旺宏            ,"198,000",0,"198,000"
 ,2739  ,寒舍            ,"190,000",0,"190,000"
 ,1216  ,統一            ,"275,054","88,084","186,970"
 ,"=""00731 """,復華富時高息低波,"180,000",0,"180,000"
 ,6669  ,緯穎            ,"212,500","49,017","163,483"
 ,2404  ,漢唐            ,"202,000","44,000","158,000"
 ,2313  ,華通            ,"156,148",0,"156,148"
 ,6269  ,台郡            ,"152,948",0,"152,948"
 ,3033  ,威健            ,"155,818","6,000","149,818"
 ,4906  ,正文            ,"142,843",0,"142,843"
 ,2352  ,佳世達          ,"259,683","121,000","138,683"
 ,4958  ,臻鼎-KY         ,"143,443","5,912","137,531"
 ,2607  ,榮運            ,"131,000",0,"131,000"
 ,9904  ,寶成            ,"178,000","50,095","127,905"
 ,6914  ,阜爾運通        ,"125,000",0,"125,000"
 ,3702  ,大聯大          ,"236,154","115,000","121,154"
 ,8163  ,達方            ,"118,625",0,"118,625"
 ,2351  ,順德            ,"118,000",0,"118,000"
 ,6257  ,矽格            ,"114,772",0,"114,772"
 ,2474  ,可成            ,"119,379","11,105","108,274"
 ,2606  ,裕民            ,"142,598","35,000","107,598"
 ,"=""00885 """,富邦越南        ,"105,000",0,"105,000"
 ,4938  ,和碩            ,"222,096","120,000","102,096"
 ,2301  ,光寶科          ,"117,000","15,754","101,246"
 ,2206  ,三陽工業        ,"101,000",0,"101,000"
 ,6472  ,保瑞            ,"100,000",0,"100,000"
 ,8210  ,勤誠            ,"100,000",0,"100,000"
 ,6412  ,群電            ,"109,521","11,000","98,521"
 ,8150  ,南茂            ,"107,895","10,000","97,895"
 ,3045  ,台灣大          ,"189,579","101,781","87,798"
 ,5469  ,瀚宇博          ,"87,000",0,"87,000"
 ,2006  ,東和鋼鐵        ,"86,157",0,"86,157"
 ,2731  ,雄獅            ,"84,000",0,"84,000"
 ,3443  ,創意            ,"83,470","1,016","82,454"
 ,2441  ,超豐            ,"80,033","1,000","79,033"
 ,6191  ,精成科          ,"79,000",0,"79,000"
 ,2454  ,聯發科          ,"104,752","27,218","77,534"
 ,4904  ,遠傳            ,"173,042","95,994","77,048"
 ,4915  ,致伸            ,"168,348","93,000","75,348"
 ,6278  ,台表科          ,"69,335",0,"69,335"
 ,3533  ,嘉澤            ,"120,505","51,343","69,162"
 ,3711  ,日月光投控      ,"157,759","88,693","69,066"
 ,6024  ,群益期          ,"62,833",0,"62,833"
 ,2211  ,長榮鋼          ,"63,000","1,000","62,000"
 ,3209  ,全科            ,"57,000",0,"57,000"
 ,6790  ,永豐實          ,"55,982",0,"55,982"
 ,6214  ,精誠            ,"51,000",0,"51,000"
 ,2855  ,統一證          ,"50,000",0,"50,000"
 ,3450  ,聯鈞            ,"50,000",0,"50,000"
 ,3545  ,敦泰            ,"49,947",0,"49,947"
 ,9938  ,百和            ,"49,328",0,"49,328"
 ,2393  ,億光            ,"49,196",0,"49,196"
 ,5876  ,上海商銀        ,"63,409","16,287","47,122"
 ,6456  ,GIS-KY          ,"47,063",0,"47,063"
 ,6491  ,晶碩            ,"45,000",0,"45,000"
 ,2392  ,正崴            ,"44,000",0,"44,000"
 ,4919  ,新唐            ,"45,000","2,000","43,000"
 ,3042  ,晶技            ,"72,368","31,000","41,368"
 ,1215  ,卜蜂            ,"40,000",0,"40,000"
 ,2451  ,創見            ,"40,000",0,"40,000"
 ,1722  ,台肥            ,"41,000","3,000","38,000"
 ,6768  ,志強-KY         ,"37,529",0,"37,529"
 ,2387  ,精元            ,"37,000",0,"37,000"
 ,2501  ,國建            ,"37,000",0,"37,000"
 ,2059  ,川湖            ,"49,000","12,277","36,723"
 ,2201  ,裕隆            ,"36,000",0,"36,000"
 ,1102  ,亞泥            ,"82,053","46,818","35,235"
 ,2609  ,陽明            ,"135,000","100,000","35,000"
 ,8271  ,宇瞻            ,"34,000",0,"34,000"
 ,1712  ,興農            ,"33,625",0,"33,625"
 ,3090  ,日電貿          ,"36,000","3,000","33,000"
 ,3029  ,零壹            ,"32,000",0,"32,000"
 ,2015  ,豐興            ,"29,000",0,"29,000"
 ,3014  ,聯陽            ,"30,000","1,000","29,000"
 ,6202  ,盛群            ,"32,000","3,000","29,000"
 ,9907  ,統一實          ,"28,148",0,"28,148"
 ,3189  ,景碩            ,"49,000","21,000","28,000"
 ,2912  ,統一超          ,"31,000","3,240","27,760"
