Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2618  ,長榮航          ,"2,000,000",0,"2,000,000"
 ,2886  ,兆豐金          ,"1,867,000","67,000","1,800,000"
 ,2313  ,華通            ,"1,309,000",0,"1,309,000"
 ,2449  ,京元電子        ,"1,150,000",0,"1,150,000"
 ,4919  ,新唐            ,"987,000",0,"987,000"
 ,2031  ,新光鋼          ,"931,000",0,"931,000"
 ,3189  ,景碩            ,"1,186,000","280,000","906,000"
 ,8046  ,南電            ,"889,000",0,"889,000"
 ,2368  ,金像電          ,"855,000",0,"855,000"
 ,3481  ,群創            ,"801,000","2,000","799,000"
 ,2891  ,中信金          ,"901,000","110,000","791,000"
 ,2014  ,中鴻            ,"751,000",0,"751,000"
 ,3037  ,欣興            ,"760,000","40,000","720,000"
 ,2409  ,友達            ,"706,000","2,000","704,000"
 ,3017  ,奇鋐            ,"675,000",0,"675,000"
 ,2324  ,仁寶            ,"560,000","24,000","536,000"
 ,2027  ,大成鋼          ,"500,000",0,"500,000"
 ,6271  ,同欣電          ,"490,000",0,"490,000"
 ,8028  ,昇陽半導體      ,"481,000",0,"481,000"
 ,8112  ,至上            ,"419,000",0,"419,000"
 ,"=""00637L""",元大滬深300正2  ,"400,000",0,"400,000"
 ,3443  ,創意            ,"384,000",0,"384,000"
 ,2356  ,英業達          ,"397,000","18,000","379,000"
 ,3231  ,緯創            ,"350,000","17,000","333,000"
 ,1102  ,亞泥            ,"326,000","15,000","311,000"
 ,1560  ,中砂            ,"302,000",0,"302,000"
 ,2351  ,順德            ,"273,000",0,"273,000"
 ,"=""00633L""",富邦上証正2     ,"259,000",0,"259,000"
 ,3006  ,晶豪科          ,"238,000",0,"238,000"
 ,2347  ,聯強            ,"228,000","8,000","220,000"
 ,1101  ,台泥            ,"248,000","33,000","215,000"
 ,3702  ,大聯大          ,"222,000","9,000","213,000"
 ,2603  ,長榮            ,"201,000",0,"201,000"
 ,2301  ,光寶科          ,"194,000","12,000","182,000"
 ,2542  ,興富發          ,"182,000","6,000","176,000"
 ,2303  ,聯電            ,"172,000","2,000","170,000"
 ,4938  ,和碩            ,"159,000","12,000","147,000"
 ,3653  ,健策            ,"146,000",0,"146,000"
 ,2382  ,廣達            ,"159,000","16,000","143,000"
 ,1305  ,華夏            ,"142,000",0,"142,000"
 ,3661  ,世芯-KY         ,"141,000",0,"141,000"
 ,4958  ,臻鼎-KY         ,"135,000",0,"135,000"
 ,2883  ,凱基金          ,"115,000",0,"115,000"
 ,6438  ,迅得            ,"103,000",0,"103,000"
 ,2606  ,裕民            ,"102,000",0,"102,000"
 ,4927  ,泰鼎-KY         ,"100,000",0,"100,000"
 ,6491  ,晶碩            ,"95,000",0,"95,000"
 ,2884  ,玉山金          ,"94,000","3,000","91,000"
 ,9938  ,百和            ,"90,000",0,"90,000"
 ,2385  ,群光            ,"90,000","3,000","87,000"
 ,5522  ,遠雄            ,"87,000","2,000","85,000"
 ,6719  ,力智            ,"107,000","29,000","78,000"
 ,2441  ,超豐            ,"73,000",0,"73,000"
 ,2377  ,微星            ,"70,000",0,"70,000"
 ,2015  ,豐興            ,"69,000",0,"69,000"
 ,6592  ,和潤企業        ,"69,000",0,"69,000"
 ,3044  ,健鼎            ,"64,000","3,000","61,000"
 ,6176  ,瑞儀            ,"64,000","3,000","61,000"
 ,6781  ,AES-KY          ,"61,000",0,"61,000"
 ,2353  ,宏��            ,"59,000",0,"59,000"
 ,2458  ,義隆            ,"52,000",0,"52,000"
 ,3413  ,京鼎            ,"46,000",0,"46,000"
 ,6116  ,彩晶            ,"45,000",0,"45,000"
 ,2357  ,華碩            ,"48,000","4,000","44,000"
 ,3533  ,嘉澤            ,"40,000",0,"40,000"
 ,3711  ,日月光投控      ,"41,000","1,000","40,000"
 ,1440  ,南紡            ,"38,000",0,"38,000"
