Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2880  ,華南金          ,"6,957,000","19,000","6,938,000"
 ,2344  ,華邦電          ,"4,511,000","8,269","4,502,731"
 ,2303  ,聯電            ,"3,679,000","426,518","3,252,482"
 ,2353  ,宏��            ,"2,700,000","7,574","2,692,426"
 ,2504  ,國產            ,"2,343,000","71,000","2,272,000"
 ,2809  ,京城銀          ,"2,239,000","75,000","2,164,000"
 ,4938  ,和碩            ,"1,923,000","84,479","1,838,521"
 ,2206  ,三陽工業        ,"1,621,000",0,"1,621,000"
 ,2455  ,全新            ,"1,367,000","2,000","1,365,000"
 ,1402  ,遠東新          ,"1,392,000","44,085","1,347,915"
 ,2385  ,群光            ,"1,317,000","18,222","1,298,778"
 ,4915  ,致伸            ,"1,220,000","42,568","1,177,432"
 ,3665  ,貿聯-KY         ,"1,357,000","182,000","1,175,000"
 ,4968  ,立積            ,"1,170,000",0,"1,170,000"
 ,2324  ,仁寶            ,"1,167,000","14,192","1,152,808"
 ,5871  ,中租-KY         ,"1,121,000","20,817","1,100,183"
 ,2855  ,統一證          ,"1,006,000",0,"1,006,000"
 ,2393  ,億光            ,"905,000","5,605","899,395"
 ,1503  ,士電            ,"870,000",0,"870,000"
 ,1802  ,台玻            ,"850,000",0,"850,000"
 ,3035  ,智原            ,"849,000","2,000","847,000"
 ,3703  ,欣陸            ,"813,000","7,437","805,563"
 ,4958  ,臻鼎-KY         ,"749,000","21,558","727,442"
 ,2618  ,長榮航          ,"1,280,000","574,374","705,626"
 ,9933  ,中鼎            ,"701,000",0,"701,000"
 ,2317  ,鴻海            ,"1,320,000","654,391","665,609"
 ,6176  ,瑞儀            ,"695,000","43,118","651,882"
 ,2027  ,大成鋼          ,"1,166,000","523,000","643,000"
 ,9941  ,裕融            ,"578,000",0,"578,000"
 ,2474  ,可成            ,"542,000","11,203","530,797"
 ,2548  ,華固            ,"520,000",0,"520,000"
 ,2449  ,京元電子        ,"588,000","101,920","486,080"
 ,1504  ,東元            ,"531,000","54,189","476,811"
 ,1514  ,亞力            ,"471,000",0,"471,000"
 ,8112  ,至上            ,"458,000","5,890","452,110"
 ,4961  ,天鈺            ,"412,000",0,"412,000"
 ,2337  ,旺宏            ,"420,000","22,000","398,000"
 ,2451  ,創見            ,"380,000",0,"380,000"
 ,2105  ,正新            ,"500,000","175,617","324,383"
 ,3017  ,奇鋐            ,"541,000","229,141","311,859"
 ,6526  ,達發            ,"307,000",0,"307,000"
 ,2347  ,聯強            ,"400,000","112,000","288,000"
 ,9958  ,世紀鋼          ,"294,000","22,000","272,000"
 ,2850  ,新產            ,"238,000",0,"238,000"
 ,2330  ,台積電          ,"312,000","76,773","235,227"
 ,3406  ,玉晶光          ,"228,000",122,"227,878"
 ,8467  ,波力-KY         ,"225,000",0,"225,000"
 ,2603  ,長榮            ,"563,000","349,296","213,704"
 ,6285  ,啟��            ,"223,000","16,565","206,435"
 ,3034  ,聯詠            ,"505,000","301,330","203,670"
 ,2404  ,漢唐            ,"236,000","34,741","201,259"
 ,6278  ,台表科          ,"202,000","4,465","197,535"
 ,3008  ,大立光          ,"273,000","77,415","195,585"
 ,2383  ,台光電          ,"189,000","1,290","187,710"
 ,8028  ,昇陽半導體      ,"186,000",0,"186,000"
 ,2454  ,聯發科          ,"538,000","366,411","171,589"
 ,2615  ,萬海            ,"160,000",0,"160,000"
 ,2006  ,東和鋼鐵        ,"160,000","11,766","148,234"
 ,4766  ,南寶            ,"147,000",0,"147,000"
 ,2308  ,台達電          ,"198,000","51,728","146,272"
 ,2883  ,凱基金          ,"133,000",641,"132,359"
 ,2327  ,國巨*           ,"175,000","44,616","130,384"
 ,8081  ,致新            ,"124,000","1,499","122,501"
 ,2313  ,華通            ,"135,000","15,296","119,704"
 ,2360  ,致茂            ,"117,000","4,557","112,443"
 ,3013  ,晟銘電          ,"110,000",0,"110,000"
 ,6805  ,富世達          ,"108,000",0,"108,000"
 ,3044  ,健鼎            ,"210,000","111,000","99,000"
 ,6451  ,訊芯-KY         ,"91,000",0,"91,000"
 ,3450  ,聯鈞            ,"90,000",0,"90,000"
