Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,3037  ,欣興            ,"4,622,000","20,000","4,602,000"
 ,2303  ,聯電            ,"2,650,000","11,000","2,639,000"
 ,3189  ,景碩            ,"1,750,000",0,"1,750,000"
 ,4919  ,新唐            ,"2,003,000","502,000","1,501,000"
 ,3711  ,日月光投控      ,"1,492,000","3,000","1,489,000"
 ,8150  ,南茂            ,"1,246,000",0,"1,246,000"
 ,2337  ,旺宏            ,"1,140,000",0,"1,140,000"
 ,6505  ,台塑化          ,"1,130,000",0,"1,130,000"
 ,3532  ,台勝科          ,"926,000",0,"926,000"
 ,2330  ,台積電          ,"909,000","16,000","893,000"
 ,2338  ,光罩            ,"789,000","50,000","739,000"
 ,3017  ,奇鋐            ,"650,000",0,"650,000"
 ,9910  ,豐泰            ,"627,000",0,"627,000"
 ,2383  ,台光電          ,"603,000",0,"603,000"
 ,"=""0056  """,元大高股息      ,"532,000",0,"532,000"
 ,2481  ,強茂            ,"528,000",0,"528,000"
 ,1904  ,正隆            ,"444,000",0,"444,000"
 ,2504  ,國產            ,"400,000",0,"400,000"
 ,8046  ,南電            ,"394,000","28,000","366,000"
 ,2458  ,義隆            ,"404,000","52,000","352,000"
 ,6278  ,台表科          ,"276,000",0,"276,000"
 ,2441  ,超豐            ,"264,000",0,"264,000"
 ,"=""0050  """,元大台灣50      ,"250,000",0,"250,000"
 ,2379  ,瑞昱            ,"250,000",0,"250,000"
 ,2233  ,宇隆            ,"244,000",0,"244,000"
 ,9938  ,百和            ,"205,000",0,"205,000"
 ,3034  ,聯詠            ,"203,000",0,"203,000"
 ,3653  ,健策            ,"202,000",0,"202,000"
 ,"=""00632R""",元大台灣50反1   ,"198,000",0,"198,000"
 ,3443  ,創意            ,"170,000",0,"170,000"
 ,6202  ,盛群            ,"168,000",0,"168,000"
 ,2006  ,東和鋼鐵        ,"163,000",0,"163,000"
 ,2455  ,全新            ,"155,000",0,"155,000"
 ,5434  ,崇越            ,"155,000",0,"155,000"
 ,5471  ,松翰            ,"145,000",0,"145,000"
 ,3014  ,聯陽            ,"141,000",0,"141,000"
 ,6491  ,晶碩            ,"111,000",0,"111,000"
 ,1802  ,台玻            ,"105,000",0,"105,000"
 ,2344  ,華邦電          ,"105,000",0,"105,000"
 ,3596  ,智易            ,"105,000",0,"105,000"
 ,3530  ,晶相光          ,"92,000",0,"92,000"
 ,8016  ,矽創            ,"101,000","10,000","91,000"
 ,6706  ,惠特            ,"87,000",0,"87,000"
 ,6670  ,復盛應用        ,"81,000",0,"81,000"
 ,8081  ,致新            ,"65,000",0,"65,000"
 ,3413  ,京鼎            ,"63,000",0,"63,000"
 ,9914  ,美利達          ,"73,000","15,000","58,000"
 ,9911  ,櫻花            ,"50,000",0,"50,000"
 ,6116  ,彩晶            ,"46,000",0,"46,000"
 ,2454  ,聯發科          ,"129,000","84,000","45,000"
 ,4968  ,立積            ,"52,000","13,000","39,000"
 ,6781  ,AES-KY          ,"37,000",0,"37,000"
 ,2723  ,美食-KY         ,"34,000",0,"34,000"
 ,2891  ,中信金          ,"25,000",0,"25,000"
 ,1409  ,新纖            ,"24,000",0,"24,000"
 ,2609  ,陽明            ,"22,000",0,"22,000"
 ,4961  ,天鈺            ,"281,000","259,000","22,000"
 ,3533  ,嘉澤            ,"21,000",0,"21,000"
 ,1440  ,南紡            ,"19,000",0,"19,000"
 ,2308  ,台達電          ,"19,000",0,"19,000"
 ,5269  ,祥碩            ,"19,000",0,"19,000"
 ,9945  ,潤泰新          ,"19,000",0,"19,000"
 ,2323  ,中環            ,"18,000",0,"18,000"
 ,2317  ,鴻海            ,"16,000",0,"16,000"
 ,2885  ,元大金          ,"16,000",0,"16,000"
 ,2887  ,台新新光金      ,"14,000",0,"14,000"
 ,2880  ,華南金          ,"13,000",0,"13,000"
 ,5880  ,合庫金          ,"13,000",0,"13,000"
 ,2489  ,瑞軒            ,"12,000",0,"12,000"
 ,2882  ,國泰金          ,"11,000",0,"11,000"
 ,2009  ,第一銅          ,"10,000",0,"10,000"
 ,2106  ,建大            ,"10,000",0,"10,000"
 ,2881  ,富邦金          ,"10,000",0,"10,000"
 ,4551  ,智伸科          ,"10,000",0,"10,000"
 ,1227  ,佳格            ,"9,000",0,"9,000"
 ,1477  ,聚陽            ,"9,000",0,"9,000"
 ,2801  ,彰銀            ,"9,000",0,"9,000"
 ,1103  ,嘉泥            ,"8,000",0,"8,000"
 ,2401  ,凌陽            ,"8,000",0,"8,000"
 ,2231  ,為升            ,"6,000",0,"6,000"
 ,1402  ,遠東新          ,"5,000",0,"5,000"
 ,2108  ,南帝            ,"5,000",0,"5,000"
 ,2204  ,中華            ,"5,000",0,"5,000"
 ,2405  ,輔信            ,"5,000",0,"5,000"
 ,2412  ,中華電          ,"5,000",0,"5,000"
 ,2457  ,飛宏            ,"5,000",0,"5,000"
 ,2535  ,達欣工          ,"5,000",0,"5,000"
 ,5876  ,上海商銀        ,"5,000",0,"5,000"
 ,1326  ,台化            ,"4,000",0,"4,000"
 ,2548  ,華固            ,"4,000",0,"4,000"
 ,5534  ,長虹            ,"4,000",0,"4,000"
 ,8454  ,富邦媒          ,"4,000",0,"4,000"
 ,2105  ,正新            ,"3,000",0,"3,000"
 ,3048  ,益登            ,"3,000",0,"3,000"
 ,6152  ,百一            ,"3,000",0,"3,000"
 ,9941  ,裕融            ,"3,000",0,"3,000"
 ,3045  ,台灣大          ,"2,000",0,"2,000"
 ,3591  ,艾笛森          ,"2,000",0,"2,000"
 ,4904  ,遠傳            ,"2,000",0,"2,000"
 ,5871  ,中租-KY         ,"2,000",0,"2,000"
 ,8112  ,至上            ,"2,000",0,"2,000"
 ,1325  ,恆大            ,"1,000",0,"1,000"
 ,2460  ,建通            ,"1,000",0,"1,000"
 ,2474  ,可成            ,"1,000",0,"1,000"
 ,2912  ,統一超          ,"1,000",0,"1,000"
 ,3094  ,聯傑            ,"1,000",0,"1,000"
 ,3167  ,大量            ,"1,000",0,"1,000"
 ,3550  ,聯穎            ,"1,000",0,"1,000"
 ,3588  ,通嘉            ,"1,000",0,"1,000"
 ,4137  ,麗豐-KY         ,"1,000",0,"1,000"
 ,4930  ,燦星網          ,"1,000",0,"1,000"
 ,4952  ,凌通            ,"1,000",0,"1,000"
 ,5288  ,豐祥-KY         ,"1,000",0,"1,000"
 ,6214  ,精誠            ,"1,000",0,"1,000"
 ,6416  ,瑞祺電通        ,"1,000",0,"1,000"
 ,6533  ,晶心科          ,"1,000",0,"1,000"
 ,6582  ,申豐            ,"1,000",0,"1,000"
 ,6669  ,緯穎            ,"1,000",0,"1,000"
 ,8422  ,可寧衛*         ,"1,000",0,"1,000"
 ,3481  ,群創            ,0,"10,458,300","-10,458,300"
 ,2606  ,裕民            ,0,"5,315,000","-5,315,000"
 ,2408  ,南亞科          ,"1,000","2,548,000","-2,547,000"
 ,2886  ,兆豐金          ,"16,000","2,320,000","-2,304,000"
 ,3006  ,晶豪科          ,0,"1,571,000","-1,571,000"
 ,2520  ,冠德            ,0,"1,500,000","-1,500,000"
