Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2014.0,中鴻            ,"8,014,000","174,000","7,840,000"
 ,2002.0,中鋼            ,"4,964,000","479,038","4,484,962"
 ,2027.0,大成鋼          ,"3,856,000","23,000","3,833,000"
 ,5388.0,中磊            ,"1,034,000","2,000","1,032,000"
 ,2201.0,裕隆            ,"1,009,000",0,"1,009,000"
 ,4958.0,臻鼎-KY         ,"899,000","60,007","838,993"
 ,1308.0,亞聚            ,"702,000",0,"702,000"
 ,2376.0,技嘉            ,"1,058,000","394,000","664,000"
 ,1605.0,華新            ,"569,000","7,032","561,968"
 ,2408.0,南亞科          ,"550,000","21,015","528,985"
 ,9802.0,鈺齊-KY         ,"448,000","41,000","407,000"
 ,3045.0,台灣大          ,"411,000","12,022","398,978"
 ,2379.0,瑞昱            ,"359,000","3,007","355,993"
 ,2204.0,中華            ,"346,000","4,000","342,000"
 ,2731.0,雄獅            ,"297,000","4,000","293,000"
 ,6456.0,GIS-KY          ,"292,000",0,"292,000"
 ,3706.0,神達            ,"286,000",0,"286,000"
 ,1301.0,台塑            ,"275,000",52,"274,948"
 ,2412.0,中華電          ,"262,000","19,048","242,952"
 ,4919.0,新唐            ,"229,000","1,000","228,000"
 ,1760.0,寶齡富錦        ,"217,000",0,"217,000"
 ,1402.0,遠東新          ,"243,000","29,040","213,960"
 ,1217.0,愛之味          ,"202,000",0,"202,000"
 ,2317.0,鴻海            ,"295,000","94,040","200,960"
 ,2337.0,旺宏            ,"204,000","15,000","189,000"
 ,1802.0,台玻            ,"184,000",0,"184,000"
 ,2903.0,遠百            ,"181,000",0,"181,000"
 ,8150.0,南茂            ,"173,000",0,"173,000"
 ,9958.0,世紀鋼          ,"170,000","1,000","169,000"
 ,6533.0,晶心科          ,"168,000",0,"168,000"
 ,1513.0,中興電          ,"163,000",0,"163,000"
 ,3042.0,晶技            ,"172,000","10,000","162,000"
 ,9921.0,巨大            ,"159,000",3,"158,997"
 ,2891.0,中信金          ,"203,000","46,052","156,948"
 ,2330.0,台積電          ,"235,000","78,075","156,925"
 ,4770.0,上品            ,"150,000",0,"150,000"
 ,2885.0,元大金          ,"180,000","30,130","149,870"
 ,2308.0,台達電          ,"215,000","82,025","132,975"
 ,2363.0,矽統            ,"128,000",0,"128,000"
 ,2338.0,光罩            ,"121,000",0,"121,000"
 ,2383.0,台光電          ,"121,000","3,000","118,000"
 ,6239.0,力成            ,"119,000","11,000","108,000"
 ,2353.0,宏��            ,"107,000",40,"106,960"
 ,2851.0,中再保          ,"102,000",0,"102,000"
 ,3035.0,智原            ,"100,000",0,"100,000"
 ,2634.0,漢翔            ,"100,000","2,000","98,000"
 ,3034.0,聯詠            ,"156,000","58,008","97,992"
 ,2539.0,櫻花建          ,"97,000",0,"97,000"
 ,2753.0,八方雲集        ,"95,000",0,"95,000"
 ,9933.0,中鼎            ,"94,000",0,"94,000"
 ,1305.0,華夏            ,"130,000","38,000","92,000"
 ,1309.0,台達化          ,"87,000",0,"87,000"
 ,2015.0,豐興            ,"92,000","5,000","87,000"
 ,2206.0,三陽工業        ,"127,000","41,000","86,000"
 ,6782.0,視陽            ,"85,000",0,"85,000"
 ,1711.0,永光            ,"83,000",0,"83,000"
 ,3454.0,晶睿            ,"83,000",0,"83,000"
 ,3515.0,華擎            ,"82,000","1,000","81,000"
 ,3033.0,威健            ,"72,000",0,"72,000"
 ,6271.0,同欣電          ,"71,000",0,"71,000"
 ,1709.0,和益            ,"70,000",0,"70,000"
 ,2231.0,為升            ,"71,000","2,000","69,000"
 ,8464.0,億豐            ,"70,000","1,003","68,997"
 ,2504.0,國產            ,"73,000","5,000","68,000"
 ,3653.0,健策            ,"68,000",0,"68,000"
 ,6491.0,晶碩            ,"66,000",0,"66,000"
 ,2401.0,凌陽            ,"64,000",0,"64,000"
 ,2345.0,智邦            ,"64,000","1,007","62,993"
 ,2723.0,美食-KY         ,"60,000",0,"60,000"
 ,6799.0,來頡            ,"60,000",0,"60,000"
 ,3711.0,日月光投控      ,"61,000","1,042","59,958"
 ,3501.0,維熹            ,"55,000",0,"55,000"
 ,2351.0,順德            ,"53,000",0,"53,000"
 ,2883.0,凱基金          ,"146,000","93,199","52,801"
 ,3665.0,貿聯-KY         ,"52,000","1,000","51,000"
 ,6235.0,華孚            ,"50,000",0,"50,000"
 ,2393.0,億光            ,"49,000",0,"49,000"
 ,3017.0,奇鋐            ,"50,000","1,000","49,000"
 ,2881.0,富邦金          ,"73,000","24,094","48,906"
 ,8210.0,勤誠            ,"50,000","2,000","48,000"
 ,6669.0,緯穎            ,"85,000","38,001","46,999"
 ,1712.0,興農            ,"46,000",0,"46,000"
 ,2884.0,玉山金          ,"65,000","19,037","45,963"
 ,2059.0,川湖            ,"42,000","1,000","41,000"
 ,3231.0,緯創            ,"311,000","270,000","41,000"
 ,3533.0,嘉澤            ,"40,000",0,"40,000"
 ,5434.0,崇越            ,"39,000",0,"39,000"
 ,5471.0,松翰            ,"39,000",0,"39,000"
 ,6715.0,嘉基            ,"36,000",0,"36,000"
 ,9917.0,中保科          ,"36,000",0,"36,000"
 ,1303.0,南亞            ,"36,000",63,"35,937"
 ,2633.0,台灣高鐵        ,"35,000",25,"34,975"
 ,2458.0,義隆            ,"32,000",0,"32,000"
 ,8341.0,日友            ,"35,000","5,000","30,000"
 ,1476.0,儒鴻            ,"33,000","3,002","29,998"
 ,2395.0,研華            ,"30,000",5,"29,995"
 ,6415.0,矽力*-KY        ,"52,000","25,004","26,996"
 ,1558.0,伸興            ,"25,000",0,"25,000"
 ,2886.0,兆豐金          ,"56,000","31,035","24,965"
 ,3592.0,瑞鼎            ,"23,000",0,"23,000"
 ,9914.0,美利達          ,"23,000",0,"23,000"
 ,5306.0,桂盟            ,"21,000",0,"21,000"
