Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2883  ,凱基金          ,"3,549,570",0,"3,549,570",
 ,3545  ,敦泰            ,"1,448,000",0,"1,448,000",
 ,2002  ,中鋼            ,"1,395,360",0,"1,395,360",
 ,2356  ,英業達          ,"1,387,000",0,"1,387,000",
 ,2368  ,金像電          ,"1,385,000",0,"1,385,000",
 ,2324  ,仁寶            ,"1,370,000","19,000","1,351,000",
 ,2449  ,京元電子        ,"1,306,000",0,"1,306,000",
 ,3231  ,緯創            ,"1,107,000","20,000","1,087,000",
 ,1909  ,榮成            ,"1,033,000","2,000","1,031,000",
 ,3711  ,日月光投控      ,"940,160","54,000","886,160",
 ,4961  ,天鈺            ,"869,000",0,"869,000",
 ,2542  ,興富發          ,"843,000",0,"843,000",
 ,3702  ,大聯大          ,"717,000",0,"717,000",
 ,2886  ,兆豐金          ,"779,450","65,000","714,450",
 ,1434  ,福懋            ,"705,000",0,"705,000",
 ,1101  ,台泥            ,"746,710","44,000","702,710",
 ,2347  ,聯強            ,"697,000","8,000","689,000",
 ,2301  ,光寶科          ,"668,000","16,000","652,000",
 ,1102  ,亞泥            ,"671,280","37,000","634,280",
 ,5522  ,遠雄            ,"616,000",0,"616,000",
 ,3189  ,景碩            ,"575,000","1,000","574,000",
 ,2382  ,廣達            ,"541,200","5,000","536,200",
 ,4938  ,和碩            ,"525,410","2,000","523,410",
 ,2809  ,京城銀          ,"494,000",0,"494,000",
 ,2458  ,義隆            ,"381,000","2,000","379,000",
 ,3037  ,欣興            ,"633,000","274,000","359,000",
 ,3042  ,晶技            ,"340,000",0,"340,000",
 ,9933  ,中鼎            ,"319,000",0,"319,000",
 ,2385  ,群光            ,"311,000","5,000","306,000",
 ,3044  ,健鼎            ,"276,000","3,000","273,000",
 ,8046  ,南電            ,"270,000",0,"270,000",
 ,2376  ,技嘉            ,"268,000",0,"268,000",
 ,1301  ,台塑            ,"288,170","21,000","267,170",
 ,2317  ,鴻海            ,"246,280",0,"246,280",
 ,3005  ,神基            ,"245,000","2,000","243,000",
 ,2915  ,潤泰全          ,"236,000",0,"236,000",
 ,2049  ,上銀            ,"218,000",0,"218,000",
 ,6283  ,淳安            ,"211,000",0,"211,000",
 ,2308  ,台達電          ,"202,840","5,000","197,840",
 ,6176  ,瑞儀            ,"194,000","3,000","191,000",
 ,2451  ,創見            ,"179,000",0,"179,000",
 ,2606  ,裕民            ,"155,000",0,"155,000",
 ,9914  ,美利達          ,"213,000","80,000","133,000",
 ,9802  ,鈺齊-KY         ,"129,000",0,"129,000",
 ,2357  ,華碩            ,"120,910",0,"120,910",
 ,1338  ,廣華-KY         ,"115,000",0,"115,000",
 ,2327  ,國巨*           ,"139,230","39,000","100,230",
 ,1309  ,台達化          ,"100,000",0,"100,000",
 ,6531  ,愛普*           ,"82,000",0,"82,000",
 ,2404  ,漢唐            ,"80,000","4,000","76,000",
 ,6005  ,群益證          ,"74,000",0,"74,000",
 ,6698  ,旭暉應材        ,"70,000",0,"70,000",
 ,2891  ,中信金          ,"58,080",0,"58,080",
 ,2395  ,研華            ,"52,110",0,"52,110",
 ,"=""0050  """,元大台灣50      ,"52,000",0,"52,000",
 ,3003  ,健和興          ,"50,000",0,"50,000",
 ,2454  ,聯發科          ,"51,000","2,000","49,000",
 ,3533  ,嘉澤            ,"49,000","1,000","48,000",
 ,1504  ,東元            ,"42,000",0,"42,000",
 ,2884  ,玉山金          ,"38,260",0,"38,260",
 ,2885  ,元大金          ,"37,460",0,"37,460",
 ,2890  ,永豐金          ,"34,380",0,"34,380",
 ,2887  ,台新新光金      ,"34,010",0,"34,010",
 ,2892  ,第一金          ,"33,370",0,"33,370",
 ,5880  ,合庫金          ,"31,980",0,"31,980",
 ,2880  ,華南金          ,"31,890",0,"31,890",
 ,4930  ,燦星網          ,"31,000",0,"31,000",
 ,2481  ,強茂            ,"30,000",0,"30,000",
 ,2477  ,美隆電          ,"26,000",0,"26,000",
 ,3045  ,台灣大          ,"25,420",0,"25,420",
 ,4904  ,遠傳            ,"25,320",0,"25,320",
 ,1712  ,興農            ,"25,000",0,"25,000",
 ,2881  ,富邦金          ,"24,870",0,"24,870",
 ,3714  ,富采            ,"23,000",0,"23,000",
 ,2801  ,彰銀            ,"22,570",0,"22,570",
 ,1303  ,南亞            ,"22,280",0,"22,280",
 ,3661  ,世芯-KY         ,"31,000","9,000","22,000",
 ,2231  ,為升            ,"20,000",0,"20,000",
 ,1227  ,佳格            ,"18,000",0,"18,000",
 ,6197  ,佳必琪          ,"18,000",0,"18,000",
 ,3443  ,創意            ,"15,000",0,"15,000",
 ,2412  ,中華電          ,"14,280",0,"14,280",
 ,3530  ,晶相光          ,"14,000",0,"14,000",
 ,1402  ,遠東新          ,"13,610",0,"13,610",
 ,9958  ,世紀鋼          ,"200,000","188,000","12,000",
 ,2365  ,昆盈            ,"11,000",0,"11,000",
 ,3006  ,晶豪科          ,"10,000",0,"10,000",
 ,9921  ,巨大            ,"10,000",0,"10,000",
 ,5876  ,上海商銀        ,"8,860",0,"8,860",
 ,2493  ,揚博            ,"7,000",0,"7,000",
 ,1229  ,聯華            ,"6,000",0,"6,000",
 ,2360  ,致茂            ,"6,000",0,"6,000",
 ,2888  ,新光金          ,"6,000",0,"6,000",
 ,2105  ,正新            ,"5,960",0,"5,960",
 ,5871  ,中租-KY         ,"5,420",0,"5,420",
 ,1598  ,岱宇            ,"4,000",0,"4,000",
 ,2480  ,敦陽科          ,"4,000",0,"4,000",
 ,2727  ,王品            ,"4,000",0,"4,000",
 ,2834  ,臺企銀          ,"4,000",0,"4,000",
 ,6152  ,百一            ,"4,000",0,"4,000",
 ,1514  ,亞力            ,"3,000",0,"3,000",
 ,1717  ,長興            ,"3,000",0,"3,000",
 ,2239  ,英利-KY         ,"3,000",0,"3,000",
 ,2428  ,興勤            ,"3,000",0,"3,000",
 ,2618  ,長榮航          ,"3,000",0,"3,000",
 ,2812  ,台中銀          ,"3,000",0,"3,000",
 ,8081  ,致新            ,"3,000",0,"3,000",
 ,2912  ,統一超          ,"2,520",0,"2,520",
 ,2352  ,佳世達          ,"2,000",0,"2,000",
 ,2823  ,中壽            ,"2,000",0,"2,000",
 ,2845  ,遠東銀          ,"2,000",0,"2,000",
 ,2897  ,王道銀行        ,"2,000",0,"2,000",
 ,4968  ,立積            ,"2,000",0,"2,000",
 ,6269  ,台郡            ,"2,000",0,"2,000",
 ,2379  ,瑞昱            ,"6,280","5,000","1,280",
 ,6415  ,矽力*-KY        ,"11,160","10,000","1,160",
 ,1605  ,華新            ,"1,000",0,"1,000",
 ,2354  ,鴻準            ,"1,000",0,"1,000",
 ,2371  ,大同            ,"1,000",0,"1,000",
 ,2634  ,漢翔            ,"1,000",0,"1,000",
 ,2820  ,華票            ,"1,000",0,"1,000",
 ,2851  ,中再保          ,"1,000",0,"1,000",
 ,2855  ,統一證          ,"1,000",0,"1,000",
 ,2867  ,三商壽          ,"1,000",0,"1,000",
 ,3032  ,偉訓            ,"1,000",0,"1,000",
 ,3036  ,文曄            ,"1,000",0,"1,000",
 ,3706  ,神達            ,"1,000",0,"1,000",
 ,5288  ,豐祥-KY         ,"1,000",0,"1,000",
 ,6412  ,群電            ,"1,000",0,"1,000",
 ,6414  ,樺漢            ,"1,000",0,"1,000",
 ,2207  ,和泰車          ,860,0,860,
 ,2603  ,長榮            ,"2,000","13,638,000","-13,636,000",
 ,3481  ,群創            ,"766,000","10,132,000","-9,366,000",
 ,2615  ,萬海            ,0,"4,495,000","-4,495,000",
 ,2409  ,友達            ,"103,000","4,013,000","-3,910,000",
 ,2014  ,中鴻            ,0,"2,500,000","-2,500,000",
 ,2337  ,旺宏            ,0,"2,334,000","-2,334,000",
 ,2027  ,大成鋼          ,0,"2,113,000","-2,113,000",
 ,2610  ,華航            ,0,"1,880,000","-1,880,000",
 ,1802  ,台玻            ,"41,000","1,698,000","-1,657,000",
 ,9904  ,寶成            ,"2,000","1,314,000","-1,312,000",
 ,4927  ,泰鼎-KY         ,0,"1,050,000","-1,050,000",
 ,6257  ,矽格            ,0,"1,000,000","-1,000,000",
 ,2633  ,台灣高鐵        ,"6,640","1,000,000","-993,360",
 ,2387  ,精元            ,0,"827,000","-827,000",
 ,3017  ,奇鋐            ,0,"689,000","-689,000",
 ,6213  ,聯茂            ,"30,000","693,000","-663,000",
 ,2313  ,華通            ,"11,000","641,000","-630,000",
 ,2456  ,奇力新          ,0,"624,000","-624,000",
 ,2351  ,順德            ,0,"536,000","-536,000",
 ,1904  ,正隆            ,0,"510,000","-510,000",
 ,2344  ,華邦電          ,"1,000","505,000","-504,000",
 ,1104  ,環泥            ,0,"500,000","-500,000",
 ,2106  ,建大            ,0,"467,000","-467,000",
 ,6706  ,惠特            ,0,"388,000","-388,000",
 ,2504  ,國產            ,0,"300,000","-300,000",
 ,5388  ,中磊            ,0,"294,000","-294,000",
 ,2492  ,華新科          ,"3,000","279,000","-276,000",
 ,2455  ,全新            ,0,"267,000","-267,000",
 ,9910  ,豐泰            ,"2,190","267,000","-264,810",
 ,4935  ,茂林-KY         ,0,"240,000","-240,000",
 ,1519  ,華城            ,0,"205,000","-205,000",
 ,2383  ,台光電          ,"2,000","192,000","-190,000",
 ,2408  ,南亞科          ,"374,200","558,000","-183,800",
 ,2006  ,東和鋼鐵        ,"151,000","304,000","-153,000",
 ,2377  ,微星            ,"176,000","301,000","-125,000",
 ,3515  ,華擎            ,0,"121,000","-121,000",
 ,4551  ,智伸科          ,0,"110,000","-110,000",
 ,2393  ,億光            ,0,"107,000","-107,000",
 ,2439  ,美律            ,"88,000","185,000","-97,000",
 ,6278  ,台表科          ,0,"90,000","-90,000",
 ,6285  ,啟��            ,"1,000","87,000","-86,000",
 ,2201  ,裕隆            ,0,"80,000","-80,000",
 ,6416  ,瑞祺電通        ,0,"80,000","-80,000",
 ,9938  ,百和            ,"50,000","130,000","-80,000",
 ,2330  ,台積電          ,"206,960","282,000","-75,040",
 ,4976  ,佳凌            ,0,"71,000","-71,000",
 ,2345  ,智邦            ,"6,000","72,000","-66,000",
 ,3665  ,貿聯-KY         ,0,"62,000","-62,000",
 ,6239  ,力成            ,"8,000","60,000","-52,000",
 ,2905  ,三商            ,0,"51,000","-51,000",
 ,4958  ,臻鼎-KY         ,"20,000","70,000","-50,000",
 ,2303  ,聯電            ,"347,520","394,000","-46,480",
 ,2888A ,新光金甲特      ,0,"45,000","-45,000",
 ,6669  ,緯穎            ,230,"45,000","-44,770",
 ,4536  ,拓凱            ,0,"34,000","-34,000",
 ,1720  ,生達            ,0,"31,000","-31,000",
 ,4977  ,眾達-KY         ,0,"31,000","-31,000",
 ,1477  ,聚陽            ,0,"30,000","-30,000",
 ,1590  ,亞德客-KY       ,"20,000","50,000","-30,000",
 ,2889  ,國票金          ,0,"29,000","-29,000",
 ,2013  ,中鋼構          ,0,"27,000","-27,000",
 ,3702A ,大聯大甲特      ,0,"22,000","-22,000",
 ,2882  ,國泰金          ,"29,350","50,000","-20,650",
 ,3376  ,新日興          ,0,"17,361","-17,361",
 ,1907  ,永豐餘          ,0,"15,000","-15,000",
 ,2891B ,中信金乙特      ,0,"15,000","-15,000",
 ,1326  ,台化            ,"11,260","24,000","-12,740",
 ,1216  ,統一            ,"17,970","29,000","-11,030",
 ,3034  ,聯詠            ,"116,550","127,000","-10,450",
 ,1476  ,儒鴻            ,"18,000","28,000","-10,000",
 ,1795  ,美時            ,0,"10,000","-10,000",
 ,1541  ,錩泰            ,0,"7,000","-7,000",
 ,1210  ,大成            ,0,"6,000","-6,000",
 ,5534  ,長虹            ,0,"6,000","-6,000",
 ,8210  ,勤誠            ,0,"6,000","-6,000",
 ,6505  ,台塑化          ,"8,690","14,000","-5,310",
 ,3653  ,健策            ,"5,000","10,000","-5,000",
 ,2108  ,南帝            ,0,"4,000","-4,000",
 ,2838A ,聯邦銀甲特      ,0,"4,000","-4,000",
 ,5283  ,禾聯碩          ,0,"3,000","-3,000",
 ,6214  ,精誠            ,0,"3,000","-3,000",
 ,8112  ,至上            ,0,"3,000","-3,000",
 ,9911  ,櫻花            ,0,"3,000","-3,000",
 ,3008  ,大立光          ,"1,280","4,000","-2,720",
 ,2474  ,可成            ,"2,980","5,000","-2,020",
 ,8422  ,可寧衛          ,0,"2,000","-2,000",
 ,3029  ,零壹            ,0,"1,000","-1,000",
 ,4137  ,麗豐-KY         ,0,"1,000","-1,000",
 ,5434  ,崇越            ,0,"1,000","-1,000",
 ,6166  ,凌華            ,0,"1,000","-1,000",
 ,6202  ,盛群            ,0,"1,000","-1,000",
 ,8016  ,矽創            ,0,"1,000","-1,000",
 ,9941A ,裕融甲特        ,0,"1,000","-1,000",
 ,3406  ,玉晶光          ,"1,000","1,000",0,
說明:,,,,,,
投信表示本國投資信託基金。,,,,,,
＊表示該證券今日有鉅額交易。,,,,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,
