Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,3711  ,日月光投控      ,"2,935,770","784,000","2,151,770",
 ,2303  ,聯電            ,"2,224,370","473,000","1,751,370",
 ,2492  ,華新科          ,"1,834,000","90,000","1,744,000",
 ,4967  ,十銓            ,"1,666,000",0,"1,666,000",
 ,2883  ,凱基金          ,"2,046,450","992,000","1,054,450",
 ,2327  ,國巨*           ,"1,058,850","25,000","1,033,850",
 ,2542  ,興富發          ,"1,172,000","169,000","1,003,000",
 ,3042  ,晶技            ,"1,400,000","400,000","1,000,000",
 ,1305  ,華夏            ,"1,322,000","460,000","862,000",
 ,3443  ,創意            ,"779,000",0,"779,000",
 ,2002  ,中鋼            ,"848,140","100,000","748,140",
 ,4961  ,天鈺            ,"631,000",0,"631,000",
 ,3653  ,健策            ,"618,000","5,000","613,000",
 ,2458  ,義隆            ,"559,000",0,"559,000",
 ,2317  ,鴻海            ,"491,520",0,"491,520",
 ,5522  ,遠雄            ,"453,000","38,000","415,000",
 ,"=""0050  """,元大台灣50      ,"388,000",0,"388,000",
 ,3035  ,智原            ,"351,000",0,"351,000",
 ,2308  ,台達電          ,"375,780","26,000","349,780",
 ,2449  ,京元電子        ,"294,000",0,"294,000",
 ,1597  ,直得            ,"292,000",0,"292,000",
 ,3545  ,敦泰            ,"683,000","391,000","292,000",
 ,2809  ,京城銀          ,"269,000",0,"269,000",
 ,1434  ,福懋            ,"400,000","137,000","263,000",
 ,3702  ,大聯大          ,"443,000","199,000","244,000",
 ,2014  ,中鴻            ,"3,521,000","3,324,000","197,000",
 ,2330  ,台積電          ,"368,630","181,000","187,630",
 ,9914  ,美利達          ,"177,000",0,"177,000",
 ,6531  ,愛普*           ,"160,000",0,"160,000",
 ,2049  ,上銀            ,"152,000",0,"152,000",
 ,2376  ,技嘉            ,"152,000",0,"152,000",
 ,3044  ,健鼎            ,"136,000",0,"136,000",
 ,2355  ,敬鵬            ,"135,000",0,"135,000",
 ,2504  ,國產            ,"130,000",0,"130,000",
 ,2239  ,英利-KY         ,"123,000",0,"123,000",
 ,1338  ,廣華-KY         ,"120,000",0,"120,000",
 ,6176  ,瑞儀            ,"110,000",0,"110,000",
 ,2454  ,聯發科          ,"109,020",0,"109,020",
 ,4938  ,和碩            ,"350,140","247,000","103,140",
 ,2477  ,美隆電          ,"100,000",0,"100,000",
 ,3005  ,神基            ,"140,000","47,000","93,000",
 ,3037  ,欣興            ,"81,000",0,"81,000",
 ,1598  ,岱宇            ,"72,000",0,"72,000",
 ,2385  ,群光            ,"178,000","110,000","68,000",
 ,6153  ,嘉聯益          ,"67,000",0,"67,000",
 ,2451  ,創見            ,"103,000","38,000","65,000",
 ,2314  ,台揚            ,"60,000",0,"60,000",
 ,3026  ,禾伸堂          ,"60,000",0,"60,000",
 ,6456  ,GIS-KY          ,"60,000",0,"60,000",
 ,3189  ,景碩            ,"55,000",0,"55,000",
 ,2439  ,美律            ,"49,000",0,"49,000",
 ,2404  ,漢唐            ,"45,000",0,"45,000",
 ,6451  ,訊芯-KY         ,"45,000",0,"45,000",
 ,2887  ,台新新光金      ,"42,080",0,"42,080",
 ,5880  ,合庫金          ,"39,060",0,"39,060",
 ,2880  ,華南金          ,"38,920",0,"38,920",
 ,6698  ,旭暉應材        ,"35,000",0,"35,000",
 ,2727  ,王品            ,"33,000",0,"33,000",
 ,2347  ,聯強            ,"400,000","371,000","29,000",
 ,2383  ,台光電          ,"29,000",0,"29,000",
 ,2801  ,彰銀            ,"26,420",0,"26,420",
 ,3533  ,嘉澤            ,"30,000","8,000","22,000",
 ,"=""0052  """,富邦科技        ,"20,000",0,"20,000",
 ,1309  ,台達化          ,"20,000",0,"20,000",
