Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2014  ,中鴻            ,"5,368,000","1,101,000","4,267,000",
 ,3037  ,欣興            ,"3,557,000","70,000","3,487,000",
 ,1802  ,台玻            ,"2,327,000","335,000","1,992,000",
 ,3711  ,日月光投控      ,"1,942,740","257,000","1,685,740",
 ,3189  ,景碩            ,"1,387,000",0,"1,387,000",
 ,3443  ,創意            ,"1,105,000","57,000","1,048,000",
 ,1909  ,榮成            ,"1,033,000",0,"1,033,000",
 ,2542  ,興富發          ,"987,000","37,000","950,000",
 ,2308  ,台達電          ,"858,770","20,000","838,770",
 ,2883  ,凱基金          ,"834,340",0,"834,340",
 ,2368  ,金像電          ,"1,106,000","300,000","806,000",
 ,3661  ,世芯-KY         ,"793,000",0,"793,000",
 ,2002  ,中鋼            ,"658,040",0,"658,040",
 ,4961  ,天鈺            ,"565,000",0,"565,000",
 ,5522  ,遠雄            ,"543,000","11,000","532,000",
 ,2408  ,南亞科          ,"516,290",0,"516,290",
 ,3665  ,貿聯-KY         ,"474,000",0,"474,000",
 ,5388  ,中磊            ,"462,000",0,"462,000",
 ,2317  ,鴻海            ,"455,420",0,"455,420",
 ,6531  ,愛普*           ,"425,000",0,"425,000",
 ,2049  ,上銀            ,"432,000","8,000","424,000",
 ,1536  ,和大            ,"416,000",0,"416,000",
 ,2454  ,聯發科          ,"401,000","4,000","397,000",
 ,2324  ,仁寶            ,"547,000","159,000","388,000",
 ,8046  ,南電            ,"363,000","16,000","347,000",
 ,6278  ,台表科          ,"493,000","157,000","336,000",
 ,3231  ,緯創            ,"248,000",0,"248,000",
 ,2031  ,新光鋼          ,"240,000",0,"240,000",
 ,2239  ,英利-KY         ,"221,000",0,"221,000",
 ,9958  ,世紀鋼          ,"233,000","12,000","221,000",
 ,4551  ,智伸科          ,"199,000",0,"199,000",
 ,2356  ,英業達          ,"310,000","117,000","193,000",
 ,"=""0056  """,元大高股息      ,"184,000",0,"184,000",
 ,2330  ,台積電          ,"233,430","55,000","178,430",
 ,1312  ,國喬            ,"173,000",0,"173,000",
 ,4938  ,和碩            ,"126,120",0,"126,120",
 ,2455  ,全新            ,"120,000",0,"120,000",
 ,1434  ,福懋            ,"155,000","39,000","116,000",
 ,2449  ,京元電子        ,"116,000","3,000","113,000",
 ,2347  ,聯強            ,"158,000","53,000","105,000",
 ,2809  ,京城銀          ,"105,000",0,"105,000",
 ,"=""0050  """,元大台灣50      ,"97,000",0,"97,000",
 ,2891  ,中信金          ,"83,610",0,"83,610",
 ,3708  ,上緯投控        ,"73,000",0,"73,000",
 ,2385  ,群光            ,"70,000",0,"70,000",
 ,2301  ,光寶科          ,"147,000","82,000","65,000",
