Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2883  ,凱基金          ,"22,842,000",0,"22,842,000"
 ,2353  ,宏��            ,"6,677,000",0,"6,677,000"
 ,9904  ,寶成            ,"5,170,000",0,"5,170,000"
 ,2301  ,光寶科          ,"4,400,000",0,"4,400,000"
 ,2344  ,華邦電          ,"4,195,000","107,000","4,088,000"
 ,1303  ,南亞            ,"3,926,000","8,000","3,918,000"
 ,4938  ,和碩            ,"3,876,000",0,"3,876,000"
 ,4904  ,遠傳            ,"3,465,000",0,"3,465,000"
 ,1301  ,台塑            ,"3,463,000","8,000","3,455,000"
 ,2204  ,中華            ,"3,041,000",0,"3,041,000"
 ,2412  ,中華電          ,"2,673,000",0,"2,673,000"
 ,1905  ,華紙            ,"2,640,000",0,"2,640,000"
 ,1605  ,華新            ,"4,369,000","2,058,000","2,311,000"
 ,3037  ,欣興            ,"2,178,000",0,"2,178,000"
 ,3044  ,健鼎            ,"1,520,000",0,"1,520,000"
 ,4958  ,臻鼎-KY         ,"1,280,000","2,000","1,278,000"
 ,6176  ,瑞儀            ,"1,214,000",0,"1,214,000"
 ,2408  ,南亞科          ,"1,198,000","3,000","1,195,000"
 ,1503  ,士電            ,"1,004,000",0,"1,004,000"
 ,2891  ,中信金          ,"742,000",0,"742,000"
 ,6269  ,台郡            ,"605,000",0,"605,000"
 ,2324  ,仁寶            ,"596,000",0,"596,000"
 ,8046  ,南電            ,"690,000","146,000","544,000"
 ,2884  ,玉山金          ,"540,000",0,"540,000"
 ,2885  ,元大金          ,"540,000",0,"540,000"
 ,2356  ,英業達          ,"472,000",0,"472,000"
 ,2890  ,永豐金          ,"436,000",0,"436,000"
 ,2886  ,兆豐金          ,"434,000",0,"434,000"
 ,2887  ,台新新光金      ,"434,000",0,"434,000"
 ,4967  ,十銓            ,"424,000",0,"424,000"
 ,2404  ,漢唐            ,"409,000",0,"409,000"
 ,2892  ,第一金          ,"409,000",0,"409,000"
 ,2330  ,台積電          ,"904,000","501,000","403,000"
 ,2880  ,華南金          ,"400,000",0,"400,000"
 ,2882  ,國泰金          ,"375,000",0,"375,000"
 ,5434  ,崇越            ,"354,000",0,"354,000"
 ,2345  ,智邦            ,"456,000","105,000","351,000"
 ,3532  ,台勝科          ,"351,000",0,"351,000"
 ,2888  ,新光金          ,"342,000",0,"342,000"
 ,2881  ,富邦金          ,"339,000",0,"339,000"
 ,3045  ,台灣大          ,"332,000",0,"332,000"
