Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2881  ,富邦金          ,"35,522,000","7,000","35,515,000"
 ,2449  ,京元電子        ,"12,255,001","119,000","12,136,001"
 ,2890  ,永豐金          ,"10,230,000","161,000","10,069,000"
 ,2801  ,彰銀            ,"9,254,000",0,"9,254,000"
 ,4958  ,臻鼎-KY         ,"8,058,000","20,000","8,038,000"
 ,2312  ,金寶            ,"6,944,000",0,"6,944,000"
 ,2610  ,華航            ,"6,466,000","362,000","6,104,000"
 ,2324  ,仁寶            ,"10,545,000","4,854,000","5,691,000"
 ,2885  ,元大金          ,"12,047,000","9,138,000","2,909,000"
 ,2880  ,華南金          ,"2,526,000","35,000","2,491,000"
 ,1513  ,中興電          ,"2,201,542",0,"2,201,542"
 ,2472  ,立隆電          ,"1,827,000","200,000","1,627,000"
 ,5469  ,瀚宇博          ,"1,545,000",0,"1,545,000"
 ,2618  ,長榮航          ,"1,423,000","330,000","1,093,000"
 ,9904  ,寶成            ,"1,042,000","18,000","1,024,000"
 ,2912  ,統一超          ,"1,232,000","230,000","1,002,000"
 ,3023  ,信邦            ,"948,000","1,000","947,000"
 ,1717  ,長興            ,"800,000",0,"800,000"
 ,1319  ,東陽            ,"753,442","1,000","752,442"
 ,2368  ,金像電          ,"898,000","389,000","509,000"
 ,6257  ,矽格            ,"492,000","6,000","486,000"
 ,"=""00881 """,國泰台灣科技龍頭,"475,000",0,"475,000"
 ,2884  ,玉山金          ,"977,000","517,000","460,000"
 ,2458  ,義隆            ,"421,000","4,000","417,000"
 ,2454  ,聯發科          ,"411,708","36,000","375,708"
 ,1102  ,亞泥            ,"369,159","11,000","358,159"
 ,3189  ,景碩            ,"345,000","1,000","344,000"
 ,2542  ,興富發          ,"354,000","31,000","323,000"
 ,4915  ,致伸            ,"483,000","191,000","292,000"
 ,1477  ,聚陽            ,"302,000","18,000","284,000"
 ,1216  ,統一            ,"279,000","1,000","278,000"
 ,4763  ,材料*-KY        ,"262,000","6,000","256,000"
 ,6442  ,光聖            ,"249,000",0,"249,000"
 ,6414  ,樺漢            ,"242,000","3,000","239,000"
 ,3034  ,聯詠            ,"310,606","73,000","237,606"
 ,6890  ,來億-KY         ,"220,000",0,"220,000"
 ,6278  ,台表科          ,"251,000","32,000","219,000"
 ,3037  ,欣興            ,"250,333","37,000","213,333"
 ,3665  ,貿聯-KY         ,"207,000","6,000","201,000"
 ,1519  ,華城            ,"169,277",0,"169,277"
 ,3005  ,神基            ,"272,000","104,000","168,000"
 ,5871  ,中租-KY         ,"165,000","6,000","159,000"
 ,3406  ,玉晶光          ,"147,000",0,"147,000"
 ,2308  ,台達電          ,"180,604","38,000","142,604"
 ,6805  ,富世達          ,"166,000","35,000","131,000"
 ,2887  ,台新新光金      ,"1,521,000","1,391,000","130,000"
 ,2330  ,台積電          ,"279,897","163,000","116,897"
 ,2360  ,致茂            ,"170,480","54,000","116,480"
 ,2383  ,台光電          ,"136,327","20,000","116,327"
 ,3014  ,聯陽            ,"215,000","100,000","115,000"
 ,8016  ,矽創            ,"108,000","1,000","107,000"
 ,"=""006208""",富邦台50        ,"106,000",0,"106,000"
 ,2352  ,佳世達          ,"104,000",0,"104,000"
 ,6757  ,台灣虎航        ,"100,000",0,"100,000"
 ,2027  ,大成鋼          ,"98,000",0,"98,000"
 ,1722  ,台肥            ,"90,000",0,"90,000"
 ,3596  ,智易            ,"80,000",0,"80,000"
 ,6191  ,精成科          ,"80,000",0,"80,000"
 ,4536  ,拓凱            ,"73,000",0,"73,000"
 ,6139  ,亞翔            ,"76,000","4,000","72,000"
 ,2316  ,楠梓電          ,"70,000",0,"70,000"
 ,5243  ,乙盛-KY         ,"70,000",0,"70,000"
 ,3167  ,大量            ,"60,000",0,"60,000"
 ,2421  ,建準            ,"59,000",0,"59,000"
 ,2385  ,群光            ,"319,200","261,000","58,200"
 ,6515  ,穎崴            ,"56,001",0,"56,001"
 ,6691  ,洋基工程        ,"57,000","1,000","56,000"
 ,1802  ,台玻            ,"55,000",0,"55,000"
 ,"=""00646 """,元大S&P500      ,"50,000",0,"50,000"
 ,2428  ,興勤            ,"51,000","1,000","50,000"
 ,3443  ,創意            ,"37,090",0,"37,090"
 ,1303  ,南亞            ,"36,000",0,"36,000"
 ,3059  ,華晶科          ,"35,000",0,"35,000"
 ,8150  ,南茂            ,"35,000",0,"35,000"
 ,6213  ,聯茂            ,"33,000",0,"33,000"
 ,3376  ,新日興          ,"30,000",0,"30,000"
 ,3026  ,禾伸堂          ,"30,100","2,000","28,100"
 ,5388  ,中磊            ,"25,000",0,"25,000"
 ,6669  ,緯穎            ,"41,120","23,000","18,120"
 ,2645  ,長榮航太        ,"28,000","11,000","17,000"
 ,2371  ,大同            ,"16,822",0,"16,822"
 ,5234  ,達興材料        ,"16,000",0,"16,000"
 ,1503  ,士電            ,"15,393",0,"15,393"
 ,3029  ,零壹            ,"15,000",0,"15,000"
 ,6781  ,AES-KY          ,"13,000",0,"13,000"
 ,8114  ,振樺電          ,"13,000",0,"13,000"
 ,1210  ,大成            ,"72,000","62,000","10,000"
 ,1590  ,亞德客-KY       ,"10,000",0,"10,000"
 ,2441  ,超豐            ,"10,000",0,"10,000"
 ,2327  ,國巨*           ,"18,007","10,000","8,007"
 ,2439  ,美律            ,"8,200",489,"7,711"
 ,6206  ,飛捷            ,"6,800",0,"6,800"
 ,6285  ,啟��            ,"6,382",0,"6,382"
 ,3008  ,大立光          ,"9,112","3,000","6,112"
 ,3481  ,群創            ,"14,387","9,000","5,387"
 ,3545  ,敦泰            ,"5,000",0,"5,000"
 ,6271  ,同欣電          ,"5,000",0,"5,000"
 ,9802  ,鈺齊-KY         ,"5,000",0,"5,000"
 ,1560  ,中砂            ,"3,000",0,"3,000"
 ,2313  ,華通            ,"3,000",0,"3,000"
 ,2354  ,鴻準            ,"2,452",0,"2,452"
 ,1409  ,新纖            ,"2,000",0,"2,000"
 ,2515  ,中工            ,"2,000",0,"2,000"
 ,2023  ,燁輝            ,"1,000",0,"1,000"
 ,2492  ,華新科          ,"1,000",0,"1,000"
 ,5434  ,崇越            ,"10,000","9,000","1,000"
 ,6472  ,保瑞            ,"1,000",0,"1,000"
 ,6789  ,采鈺            ,"1,000",0,"1,000"
 ,9941  ,裕融            ,"1,000",0,"1,000"
 ,2615  ,萬海            ,"240,000","22,172,000","-21,932,000"
 ,3702  ,大聯大          ,"1,564,000","14,097,000","-12,533,000"
 ,2891  ,中信金          ,"261,000","11,456,000","-11,195,000"
 ,2609  ,陽明            ,"17,800","10,859,000","-10,841,200"
 ,2377  ,微星            ,701,"8,490,000","-8,489,299"
 ,2301  ,光寶科          ,"2,210","8,402,000","-8,399,790"
 ,1504  ,東元            ,"201,667","7,119,000","-6,917,333"
 ,2886  ,兆豐金          ,"578,000","7,175,000","-6,597,000"
 ,3711  ,日月光投控      ,"1,410,392","7,418,000","-6,007,608"
 ,2882  ,國泰金          ,"5,000","6,008,000","-6,003,000"
 ,2002  ,中鋼            ,0,"3,704,000","-3,704,000"
 ,2303  ,聯電            ,"338,812","3,018,000","-2,679,188"
 ,2356  ,英業達          ,"10,000","2,362,000","-2,352,000"
 ,1101  ,台泥            ,0,"1,940,000","-1,940,000"
 ,2408  ,南亞科          ,"37,000","1,766,000","-1,729,000"
 ,4904  ,遠傳            ,"30,000","1,336,000","-1,306,000"
 ,3706  ,神達            ,0,"1,212,000","-1,212,000"
 ,"=""00757 """,統一FANG+       ,0,"1,074,000","-1,074,000"
