Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,3231  ,緯創            ,"5,687,000","77,399","5,609,601",
 ,2409  ,友達            ,"4,898,000","34,552","4,863,448",
 ,"=""0050  """,元大台灣50      ,"4,000,000",0,"4,000,000",
 ,1605  ,華新            ,"2,727,000","2,342","2,724,658",
 ,2838  ,聯邦銀          ,"2,671,000",0,"2,671,000",
 ,2344  ,華邦電          ,"4,627,000","2,013,000","2,614,000",
 ,2408  ,南亞科          ,"2,556,000","10,000","2,546,000",
 ,"=""0056  """,元大高股息      ,"2,500,000",0,"2,500,000",
 ,2324  ,仁寶            ,"2,950,000","573,000","2,377,000",
 ,6005  ,群益證          ,"2,279,000","194,035","2,084,965",
 ,2356  ,英業達          ,"2,268,000","646,000","1,622,000",
 ,2542  ,興富發          ,"1,537,000","16,000","1,521,000",
 ,2330  ,台積電          ,"1,395,000","319,683","1,075,317",
 ,2327  ,國巨*           ,"1,177,000","112,975","1,064,025",
 ,3013  ,晟銘電          ,"986,000","70,000","916,000",
 ,2501  ,國建            ,"767,000",0,"767,000",
 ,2903  ,遠百            ,"759,000",0,"759,000",
 ,2855  ,統一證          ,"722,000",0,"722,000",
 ,9910  ,豐泰            ,"726,000","4,122","721,878",
 ,2451  ,創見            ,"710,000","94,899","615,101",
 ,2313  ,華通            ,"582,000",0,"582,000",
 ,2472  ,立隆電          ,"524,000",0,"524,000",
 ,3189  ,景碩            ,"568,000","182,000","386,000",
 ,2376  ,技嘉            ,"379,000","9,000","370,000",
 ,8112  ,至上            ,"350,000","6,100","343,900",
 ,2890  ,永豐金          ,"536,000","213,119","322,881",
 ,4958  ,臻鼎-KY         ,"358,000","36,000","322,000",
 ,8046  ,南電            ,"283,000",0,"283,000",
 ,2010  ,春源            ,"233,000",0,"233,000",
 ,1316  ,上曜            ,"223,000",0,"223,000",
 ,3711  ,日月光投控      ,"377,000","157,647","219,353",
 ,2614  ,東森            ,"215,000",0,"215,000",
 ,8131  ,福懋科          ,"214,000",0,"214,000",
 ,1504  ,東元            ,"537,000","323,809","213,191",
 ,2374  ,佳能            ,"197,000",0,"197,000",
 ,6446  ,藥華藥          ,"194,000",0,"194,000",
 ,2540  ,愛山林          ,"192,000",0,"192,000",
 ,2328  ,廣宇            ,"187,000",0,"187,000",
 ,2428  ,興勤            ,"165,000",0,"165,000",
 ,8039  ,台虹            ,"162,000",0,"162,000",
 ,6177  ,達麗            ,"158,000",0,"158,000",
 ,2392  ,正崴            ,"157,000",0,"157,000",
 ,2886  ,兆豐金          ,"202,000","56,000","146,000",
 ,3665  ,貿聯-KY         ,"206,000","66,059","139,941",
 ,1477  ,聚陽            ,"191,000","52,280","138,720",
 ,6770  ,力積電          ,"138,000",0,"138,000",
 ,2915  ,潤泰全          ,"144,000","11,000","133,000",
 ,5880  ,合庫金          ,"131,000","9,000","122,000",
 ,8404  ,百和興業-KY     ,"115,000",0,"115,000",
 ,1773  ,勝一            ,"109,000",0,"109,000",
 ,3481  ,群創            ,"113,000","4,023","108,977",
 ,6505  ,台塑化          ,"115,000","6,478","108,522",
 ,6235  ,華孚            ,"103,000",0,"103,000",
 ,1603  ,華電            ,"94,000",0,"94,000",
 ,6442  ,光聖            ,"123,000","35,000","88,000",
 ,1216  ,統一            ,"99,000","12,235","86,765",
 ,6768  ,志強-KY         ,"126,000","44,721","81,279",
 ,2832  ,台產            ,"180,000","100,000","80,000",
 ,2211  ,長榮鋼          ,"262,000","183,322","78,678",
 ,1414  ,東和            ,"75,000",0,"75,000",
 ,4763  ,材料*-KY        ,"93,000","20,890","72,110",
 ,2548  ,華固            ,"72,000",0,"72,000",
 ,2612  ,中航            ,"71,000",0,"71,000",
 ,2387  ,精元            ,"70,000",0,"70,000",
 ,8271  ,宇瞻            ,"68,000",0,"68,000",
