Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2409  ,友達            ,"4,737,000","22,287","4,714,713",
 ,2492  ,華新科          ,"4,302,000",0,"4,302,000",
 ,2327  ,國巨*           ,"3,923,000","3,000","3,920,000",
 ,1303  ,南亞            ,"13,792,000","10,137,000","3,655,000",
 ,1605  ,華新            ,"3,232,000",0,"3,232,000",
 ,2838  ,聯邦銀          ,"2,610,000",0,"2,610,000",
 ,"=""0050  """,元大台灣50      ,"2,500,000",0,"2,500,000",
 ,2324  ,仁寶            ,"3,158,000","1,309,988","1,848,012",
 ,3231  ,緯創            ,"2,284,000","570,000","1,714,000",
 ,2542  ,興富發          ,"1,407,000","35,000","1,372,000",
 ,6005  ,群益證          ,"1,438,000","147,699","1,290,301",
 ,2356  ,英業達          ,"2,352,000","1,200,000","1,152,000",
 ,1504  ,東元            ,"1,465,000","326,000","1,139,000",
 ,2883  ,凱基金          ,"1,186,000","103,000","1,083,000",
 ,2885  ,元大金          ,"1,002,000",0,"1,002,000",
 ,3711  ,日月光投控      ,"1,304,000","352,000","952,000",
 ,4958  ,臻鼎-KY         ,"1,041,000","90,000","951,000",
 ,2481  ,強茂            ,"1,088,000","240,000","848,000",
 ,2903  ,遠百            ,"736,000",0,"736,000",
 ,2855  ,統一證          ,"701,000",0,"701,000",
 ,2881  ,富邦金          ,"953,000","320,000","633,000",
 ,1319  ,東陽            ,"575,000","5,000","570,000",
 ,2501  ,國建            ,"436,000",0,"436,000",
 ,9910  ,豐泰            ,"418,000","5,000","413,000",
 ,2449  ,京元電子        ,"1,107,000","712,000","395,000",
 ,2345  ,智邦            ,"536,000","176,350","359,650",
 ,8112  ,至上            ,"350,000","5,605","344,395",
 ,2645  ,長榮航太        ,"344,000",0,"344,000",
 ,2610  ,華航            ,"312,000",0,"312,000",
 ,1215  ,卜蜂            ,"282,000",0,"282,000",
 ,2376  ,技嘉            ,"381,000","148,000","233,000",
 ,1316  ,上曜            ,"217,000",0,"217,000",
 ,6257  ,矽格            ,"300,000","83,089","216,911",
 ,2614  ,東森            ,"211,000",0,"211,000",
 ,2204  ,中華            ,"197,000","2,115","194,885",
 ,2374  ,佳能            ,"193,000",0,"193,000",
 ,2540  ,愛山林          ,"187,000",0,"187,000",
 ,6446  ,藥華藥          ,"189,000","15,000","174,000",
 ,8039  ,台虹            ,"157,000",0,"157,000",
 ,3515  ,華擎            ,"154,000",0,"154,000",
 ,2313  ,華通            ,"151,000",0,"151,000",
 ,1477  ,聚陽            ,"158,000","22,529","135,471",
 ,3036  ,文曄            ,"479,000","358,000","121,000",
 ,8404  ,百和興業-KY     ,"112,000",0,"112,000",
