Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2303  ,聯電            ,"2,486,936","61,000","2,425,936"
 ,2615  ,萬海            ,"2,008,028",0,"2,008,028"
 ,3704  ,合勤控          ,"2,000,000",0,"2,000,000"
 ,2890  ,永豐金          ,"2,149,289","294,000","1,855,289"
 ,3036  ,文曄            ,"1,817,000","1,000","1,816,000"
 ,2891  ,中信金          ,"2,019,838","250,000","1,769,838"
 ,2885  ,元大金          ,"1,767,074",0,"1,767,074"
 ,2324  ,仁寶            ,"1,461,215",0,"1,461,215"
 ,2801  ,彰銀            ,"1,337,454",0,"1,337,454"
 ,2353  ,宏��            ,"1,275,548",0,"1,275,548"
 ,2892  ,第一金          ,"1,259,250",0,"1,259,250"
 ,2454  ,聯發科          ,"1,386,389","179,000","1,207,389"
 ,2882  ,國泰金          ,"1,163,185",0,"1,163,185"
 ,2886  ,兆豐金          ,"1,270,857","158,000","1,112,857"
 ,3702  ,大聯大          ,"1,147,628","116,000","1,031,628"
 ,2356  ,英業達          ,"1,050,000","19,000","1,031,000"
 ,1795  ,美時            ,"972,789",0,"972,789"
 ,1101  ,台泥            ,"930,836",0,"930,836"
 ,1402  ,遠東新          ,"917,000",0,"917,000"
 ,2347  ,聯強            ,"899,744",0,"899,744"
 ,3231  ,緯創            ,"843,996","20,000","823,996"
 ,3711  ,日月光投控      ,"813,250","18,000","795,250"
 ,2881  ,富邦金          ,"792,505",0,"792,505"
 ,4904  ,遠傳            ,"741,034",0,"741,034"
 ,5876  ,上海商銀        ,"733,599",0,"733,599"
 ,2845  ,遠東銀          ,"728,000",0,"728,000"
 ,1303  ,南亞            ,"691,548",0,"691,548"
 ,8112  ,至上            ,"678,000",0,"678,000"
 ,3045  ,台灣大          ,"589,000",0,"589,000"
 ,2301  ,光寶科          ,"607,726","49,000","558,726"
 ,1216  ,統一            ,"599,340","82,000","517,340"
 ,2330  ,台積電          ,"889,601","402,000","487,601"
 ,2884  ,玉山金          ,"455,617",0,"455,617"
 ,2887  ,台新新光金      ,"413,077",0,"413,077"
 ,2883  ,凱基金          ,"402,900",0,"402,900"
 ,2731  ,雄獅            ,"392,000",0,"392,000"
 ,2458  ,義隆            ,"368,304","2,000","366,304"
 ,5880  ,合庫金          ,"365,705",0,"365,705"
 ,4961  ,天鈺            ,"358,000",0,"358,000"
 ,2880  ,華南金          ,"357,319",0,"357,319"
 ,2382  ,廣達            ,"463,865","108,000","355,865"
 ,2903  ,遠百            ,"330,000",0,"330,000"
 ,2449  ,京元電子        ,"323,769","4,000","319,769"
 ,9802  ,鈺齊-KY         ,"311,000",0,"311,000"
 ,2337  ,旺宏            ,"317,000","8,000","309,000"
 ,"=""0050  """,元大台灣50      ,"300,000",0,"300,000"
 ,5388  ,中磊            ,"272,000",0,"272,000"
 ,5269  ,祥碩            ,"268,048",0,"268,048"
 ,6412  ,群電            ,"263,000",0,"263,000"
 ,2313  ,華通            ,"262,000",0,"262,000"
 ,2609  ,陽明            ,"249,000",0,"249,000"
 ,3661  ,世芯-KY         ,"241,096",0,"241,096"
 ,1102  ,亞泥            ,"329,343","101,000","228,343"
 ,2357  ,華碩            ,"226,475",0,"226,475"
 ,5469  ,瀚宇博          ,"223,000",0,"223,000"
 ,4938  ,和碩            ,"213,876",0,"213,876"
 ,2002  ,中鋼            ,"395,000","184,000","211,000"
 ,2455  ,全新            ,"211,000",0,"211,000"
 ,2006  ,東和鋼鐵        ,"207,236",0,"207,236"
 ,4915  ,致伸            ,"200,166",0,"200,166"
 ,2474  ,可成            ,"227,913","32,000","195,913"
 ,2377  ,微星            ,"218,896","26,000","192,896"
 ,2548  ,華固            ,"191,000",0,"191,000"
 ,2352  ,佳世達          ,"247,027","61,000","186,027"
 ,4746  ,台耀            ,"184,000",0,"184,000"
 ,5522  ,遠雄            ,"182,000",0,"182,000"
 ,6415  ,矽力*-KY        ,"174,451","1,000","173,451"
 ,6191  ,精成科          ,"169,000",0,"169,000"
 ,5434  ,崇越            ,"167,000",0,"167,000"
 ,3715  ,定穎投控        ,"348,000","195,000","153,000"
 ,"=""0056  """,元大高股息      ,"150,000",0,"150,000"
 ,2412  ,中華電          ,"149,008",0,"149,008"
 ,2504  ,國產            ,"140,000",0,"140,000"
 ,1301  ,台塑            ,"137,754",0,"137,754"
 ,6239  ,力成            ,"181,407","44,000","137,407"
 ,6176  ,瑞儀            ,"132,176",0,"132,176"
 ,1326  ,台化            ,"118,261",0,"118,261"
 ,9939  ,宏全            ,"115,000",0,"115,000"
 ,2809  ,京城銀          ,"112,000",0,"112,000"
 ,2317  ,鴻海            ,"376,000","270,000","106,000"
 ,4958  ,臻鼎-KY         ,"105,882",0,"105,882"
 ,2451  ,創見            ,"104,000",0,"104,000"
 ,2345  ,智邦            ,"276,367","176,000","100,367"
 ,2603  ,長榮            ,"96,007",0,"96,007"
 ,2707  ,晶華            ,"92,934",0,"92,934"
 ,2388  ,威盛            ,"91,000",0,"91,000"
 ,6505  ,台塑化          ,"88,975",0,"88,975"
 ,6806  ,森崴能源        ,"87,000",0,"87,000"
 ,8016  ,矽創            ,"86,520",0,"86,520"
 ,3044  ,健鼎            ,"86,135",0,"86,135"
 ,2834  ,臺企銀          ,"85,626",0,"85,626"
 ,1605  ,華新            ,"84,113",0,"84,113"
 ,3189  ,景碩            ,"81,000",0,"81,000"
 ,3443  ,創意            ,"80,000","1,000","79,000"
 ,9917  ,中保科          ,"79,000",0,"79,000"
 ,6257  ,矽格            ,"75,373",0,"75,373"
 ,2379  ,瑞昱            ,"222,656","148,000","74,656"
 ,3035  ,智原            ,"101,000","27,000","74,000"
 ,9904  ,寶成            ,"70,811",0,"70,811"
 ,2385  ,群光            ,"190,360","120,000","70,360"
 ,6669  ,緯穎            ,"68,000",0,"68,000"
 ,2211  ,長榮鋼          ,"65,000",0,"65,000"
 ,2015  ,豐興            ,"63,000",0,"63,000"
 ,3014  ,聯陽            ,"63,000","1,000","62,000"
 ,3533  ,嘉澤            ,"64,113","5,000","59,113"
 ,2404  ,漢唐            ,"59,000",0,"59,000"
 ,2441  ,超豐            ,"58,412","1,000","57,412"
 ,3596  ,智易            ,"100,254","46,000","54,254"
 ,2344  ,華邦電          ,"152,000","98,000","54,000"
 ,4919  ,新唐            ,"68,000","16,000","52,000"
 ,5871  ,中租-KY         ,"47,019",0,"47,019"
 ,3042  ,晶技            ,"46,501",0,"46,501"
 ,8046  ,南電            ,"44,000",0,"44,000"
 ,2618  ,長榮航          ,"42,000",0,"42,000"
 ,2633  ,台灣高鐵        ,"39,385",0,"39,385"
 ,8210  ,勤誠            ,"39,000",0,"39,000"
 ,1504  ,東元            ,"38,919",0,"38,919"
 ,1723  ,中碳            ,"36,000",0,"36,000"
 ,2105  ,正新            ,"30,758",0,"30,758"
 ,2327  ,國巨*           ,"30,533",0,"30,533"
 ,6770  ,力積電          ,"150,000","121,000","29,000"
 ,1904  ,正隆            ,"26,905",0,"26,905"
 ,6414  ,樺漢            ,"27,000",130,"26,870"
 ,2812  ,台中銀          ,"26,000",0,"26,000"
 ,6282  ,康舒            ,"25,000",0,"25,000"
 ,2912  ,統一超          ,"23,449",0,"23,449"
 ,3481  ,群創            ,"23,000",0,"23,000"
 ,2542  ,興富發          ,"22,403",0,"22,403"
 ,9910  ,豐泰            ,"46,058","25,000","21,058"
 ,2371  ,大同            ,"19,000",0,"19,000"
 ,2605  ,新興            ,"18,000",0,"18,000"
 ,2395  ,研華            ,"17,666",0,"17,666"
 ,2360  ,致茂            ,"17,000",0,"17,000"
 ,2409  ,友達            ,"17,000",0,"17,000"
 ,2492  ,華新科          ,"17,000",0,"17,000"
 ,2727  ,王品            ,"16,000",0,"16,000"
 ,3592  ,瑞鼎            ,"15,000",0,"15,000"
 ,2610  ,華航            ,"14,000",0,"14,000"
 ,2897  ,王道銀行        ,"14,000",0,"14,000"
 ,6269  ,台郡            ,"13,345",0,"13,345"
 ,6189  ,豐藝            ,"13,000",0,"13,000"
 ,4770  ,上品            ,"12,000",0,"12,000"
 ,6278  ,台表科          ,"12,000",0,"12,000"
 ,4763  ,材料*-KY        ,"18,893","7,000","11,893"
 ,2405  ,輔信            ,"10,000",0,"10,000"
 ,6005  ,群益證          ,"10,000",0,"10,000"
 ,8081  ,致新            ,"10,000",0,"10,000"
