Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2883  ,凱基金          ,"8,093,000",0,"8,093,000"
 ,2891  ,中信金          ,"6,421,000",0,"6,421,000"
 ,6005  ,群益證          ,"6,327,000",0,"6,327,000"
 ,2618  ,長榮航          ,"6,510,000","400,000","6,110,000"
 ,2880  ,華南金          ,"6,027,000",0,"6,027,000"
 ,2884  ,玉山金          ,"5,369,000","196,000","5,173,000"
 ,5876  ,上海商銀        ,"5,086,000","391,000","4,695,000"
 ,2303  ,聯電            ,"4,470,000","836,785","3,633,215"
 ,2606  ,裕民            ,"3,315,000",0,"3,315,000"
 ,2886  ,兆豐金          ,"2,892,000",0,"2,892,000"
 ,2890  ,永豐金          ,"2,673,000",0,"2,673,000"
 ,2885  ,元大金          ,"2,372,000",0,"2,372,000"
 ,2892  ,第一金          ,"1,962,000",0,"1,962,000"
 ,1301  ,台塑            ,"1,832,000",0,"1,832,000"
 ,1101  ,台泥            ,"1,560,000",0,"1,560,000"
 ,2801  ,彰銀            ,"1,407,000",0,"1,407,000"
 ,2882  ,國泰金          ,"1,317,000",0,"1,317,000"
 ,2881  ,富邦金          ,"1,299,000",0,"1,299,000"
 ,6757  ,台灣虎航        ,"1,246,000",0,"1,246,000"
 ,2301  ,光寶科          ,"1,205,000",0,"1,205,000"
 ,1442  ,名軒            ,"1,150,000",0,"1,150,000"
 ,"=""0050  """,元大台灣50      ,"1,119,000",0,"1,119,000"
 ,4938  ,和碩            ,"1,350,000","239,670","1,110,330"
 ,1402  ,遠東新          ,"1,451,000","344,000","1,107,000"
 ,2356  ,英業達          ,"1,002,000",0,"1,002,000"
 ,2474  ,可成            ,"977,000","19,243","957,757"
 ,2887  ,台新新光金      ,"903,000",0,"903,000"
 ,2441  ,超豐            ,"840,000",0,"840,000"
 ,1210  ,大成            ,"770,000",0,"770,000"
 ,5388  ,中磊            ,"743,000",0,"743,000"
 ,2105  ,正新            ,"761,000","40,000","721,000"
 ,1216  ,統一            ,"820,000","112,000","708,000"
 ,4904  ,遠傳            ,"706,000",0,"706,000"
 ,3019  ,亞光            ,"702,000",0,"702,000"
 ,2002  ,中鋼            ,"665,000",0,"665,000"
 ,2330  ,台積電          ,"866,000","204,900","661,100"
 ,5522  ,遠雄            ,"650,000",0,"650,000"
 ,3711  ,日月光投控      ,"614,000","12,000","602,000"
 ,5880  ,合庫金          ,"580,000",0,"580,000"
 ,2412  ,中華電          ,"573,000",0,"573,000"
 ,3045  ,台灣大          ,"566,000",0,"566,000"
 ,2345  ,智邦            ,"503,000",0,"503,000"
 ,2637  ,慧洋-KY         ,"491,000","16,000","475,000"
 ,2603  ,長榮            ,"474,000",0,"474,000"
 ,2308  ,台達電          ,"456,000","4,000","452,000"
 ,2324  ,仁寶            ,"1,949,000","1,521,000","428,000"
 ,2883B ,凱基金乙特      ,"401,000",0,"401,000"
 ,6890  ,來億-KY         ,"362,000","7,000","355,000"
 ,3592  ,瑞鼎            ,"353,000","6,927","346,073"
 ,6446  ,藥華藥          ,"325,000",0,"325,000"
 ,2393  ,億光            ,"827,000","530,000","297,000"
 ,2377  ,微星            ,"293,000","6,000","287,000"
 ,3044  ,健鼎            ,"280,000","5,000","275,000"
 ,2597  ,潤弘            ,"270,000",0,"270,000"
 ,2454  ,聯發科          ,"270,000","16,968","253,032"
 ,8464  ,億豐            ,"252,000",0,"252,000"
 ,6196  ,帆宣            ,"231,000",0,"231,000"
 ,2382  ,廣達            ,"354,000","152,000","202,000"
 ,2379  ,瑞昱            ,"193,000","5,098","187,902"
 ,2376  ,技嘉            ,"176,000",0,"176,000"
 ,2834  ,臺企銀          ,"167,000",0,"167,000"
 ,"=""0056  """,元大高股息      ,"160,000",0,"160,000"
 ,6239  ,力成            ,"235,000","76,229","158,771"
 ,2404  ,漢唐            ,"174,000","19,000","155,000"
 ,3037  ,欣興            ,"155,000",0,"155,000"
 ,1303  ,南亞            ,"154,000",0,"154,000"
 ,3034  ,聯詠            ,"231,000","79,438","151,562"
 ,1597  ,直得            ,"150,000",0,"150,000"
 ,2845  ,遠東銀          ,"136,000",0,"136,000"
 ,2395  ,研華            ,"114,000",0,"114,000"
 ,2385  ,群光            ,"177,000","63,650","113,350"
 ,2609  ,陽明            ,"107,000",0,"107,000"
 ,3702  ,大聯大          ,"238,000","132,785","105,215"
 ,2027  ,大成鋼          ,"103,000",0,"103,000"
 ,1326  ,台化            ,"101,000",0,"101,000"
 ,"=""00713 """,元大台灣高息低波,"100,000",0,"100,000"
 ,6472  ,保瑞            ,"100,000",0,"100,000"
 ,2812  ,台中銀          ,"93,000",0,"93,000"
 ,6112  ,邁達特          ,"82,000",0,"82,000"
 ,6139  ,亞翔            ,"87,000","6,000","81,000"
 ,6781  ,AES-KY          ,"81,000",0,"81,000"
 ,2357  ,華碩            ,"204,000","128,000","76,000"
 ,6863  ,永道-KY         ,"75,000",0,"75,000"
 ,3015  ,全漢            ,"73,000",0,"73,000"
 ,4968  ,立積            ,"100,000","30,000","70,000"
 ,6438  ,迅得            ,"65,000",0,"65,000"
 ,3450  ,聯鈞            ,"476,000","415,000","61,000"
 ,9939  ,宏全            ,"60,000",0,"60,000"
 ,6515  ,穎崴            ,"67,000","9,000","58,000"
 ,3653  ,健策            ,"88,000","32,000","56,000"
 ,2888  ,新光金          ,"55,000",0,"55,000"
 ,6285  ,啟��            ,"75,000","21,000","54,000"
 ,"=""00850 """,元大臺灣ESG永續 ,"50,000",0,"50,000"
 ,1513  ,中興電          ,"50,000",0,"50,000"
 ,6873  ,泓德能源        ,"45,000",0,"45,000"
 ,2451  ,創見            ,"83,000","39,199","43,801"
 ,2882B ,國泰金乙特      ,"43,000",0,"43,000"
 ,6505  ,台塑化          ,"41,000",0,"41,000"
 ,2897  ,王道銀行        ,"39,000",0,"39,000"
 ,1582  ,信錦            ,"36,000",0,"36,000"
 ,2504  ,國產            ,"35,000",0,"35,000"
 ,4746  ,台耀            ,"35,000",0,"35,000"
 ,6719  ,力智            ,"31,000",0,"31,000"
 ,7722  ,LINEPAY         ,"30,000",0,"30,000"
 ,3005  ,神基            ,"227,000","200,000","27,000"
 ,1717  ,長興            ,"26,000",0,"26,000"
 ,2344  ,華邦電          ,"24,000",0,"24,000"
 ,5434  ,崇越            ,"33,000","10,000","23,000"
 ,1319  ,東陽            ,"20,000",0,"20,000"
 ,4583  ,台灣精銳        ,"20,000",0,"20,000"
 ,5234  ,達興材料        ,"20,000",0,"20,000"
 ,6919  ,康霈*           ,"20,000",0,"20,000"
 ,2059  ,川湖            ,"19,000",0,"19,000"
 ,3481  ,群創            ,"19,000",0,"19,000"
 ,6257  ,矽格            ,"19,000",0,"19,000"
 ,2409  ,友達            ,"18,000",0,"18,000"
 ,2353  ,宏��            ,"317,000","300,000","17,000"
 ,2206  ,三陽工業        ,"29,000","15,000","14,000"
 ,2912  ,統一超          ,"18,000","4,000","14,000"
