Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2408  ,南亞科          ,"1,608,000","52,405","1,555,595",
 ,9907  ,統一實          ,"1,525,000","3,000","1,522,000",
 ,2887  ,台新新光金      ,"2,106,000","602,803","1,503,197",
 ,2890  ,永豐金          ,"1,432,000","143,610","1,288,390",
 ,2880  ,華南金          ,"1,233,000","6,000","1,227,000",
 ,"=""0050  """,元大台灣50      ,"1,500,000","336,000","1,164,000",
 ,2303  ,聯電            ,"1,815,162","709,006","1,106,156",
 ,1605  ,華新            ,"1,048,430",0,"1,048,430",
 ,3711  ,日月光投控      ,"1,133,145","126,954","1,006,191",
 ,4906  ,正文            ,"975,480",0,"975,480",
 ,2402  ,毅嘉            ,"938,000",0,"938,000",
 ,2886  ,兆豐金          ,"812,000","46,368","765,632",
 ,2481  ,強茂            ,"704,000",0,"704,000",
 ,2891  ,中信金          ,"1,287,000","587,285","699,715",
 ,2105  ,正新            ,"704,433","21,000","683,433",
 ,3694  ,海華            ,"629,000",0,"629,000",
 ,2645  ,長榮航太        ,"567,000",0,"567,000",
 ,2330  ,台積電          ,"693,047","154,693","538,354",
 ,3706  ,神達            ,"512,000",0,"512,000",
 ,8021  ,尖點            ,"498,000",0,"498,000",
 ,2542  ,興富發          ,"491,000",0,"491,000",
 ,5871  ,中租-KY         ,"473,042","4,000","469,042",
 ,3036  ,文曄            ,"784,000","317,000","467,000",
 ,3702  ,大聯大          ,"444,000","6,000","438,000",
 ,1319  ,東陽            ,"430,812",0,"430,812",
 ,6213  ,聯茂            ,"414,000",0,"414,000",
 ,2368  ,金像電          ,"563,000","153,040","409,960",
 ,4763  ,材料*-KY        ,"377,000",0,"377,000",
 ,4938  ,和碩            ,"380,089","16,000","364,089",
 ,8163  ,達方            ,"351,000",0,"351,000",
 ,8112  ,至上            ,"549,620","202,033","347,587",
 ,9904  ,寶成            ,"949,150","612,000","337,150",
 ,1216  ,統一            ,"390,000","65,000","325,000",
 ,3030  ,德律            ,"324,000",0,"324,000",
 ,3015  ,全漢            ,"316,000",0,"316,000",
 ,2637  ,慧洋-KY         ,"404,860","121,000","283,860",
 ,2882  ,國泰金          ,"421,660","138,609","283,051",
 ,2383  ,台光電          ,"299,791","62,367","237,424",
 ,6206  ,飛捷            ,"235,540",0,"235,540",
 ,2618  ,長榮航          ,"673,380","466,308","207,072",
