Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2884  ,玉山金          ,"29,731,000","48,084","29,682,916"
 ,2891  ,中信金          ,"25,472,445","775,395","24,697,050"
 ,2890  ,永豐金          ,"21,004,000","140,696","20,863,304"
 ,2892  ,第一金          ,"18,232,000","46,582","18,185,418"
 ,2303  ,聯電            ,"18,934,635","947,993","17,986,642"
 ,2618  ,長榮航          ,"26,765,000","9,935,494","16,829,506"
 ,2027  ,大成鋼          ,"7,569,000","29,936","7,539,064"
 ,2809  ,京城銀          ,"5,335,000","44,000","5,291,000"
 ,2634  ,漢翔            ,"3,818,000",0,"3,818,000"
 ,9958  ,世紀鋼          ,"3,156,000",0,"3,156,000"
 ,1605  ,華新            ,"2,702,000","14,490","2,687,510"
 ,3702  ,大聯大          ,"3,319,109","679,000","2,640,109"
 ,2206  ,三陽工業        ,"2,560,000","50,000","2,510,000"
 ,4938  ,和碩            ,"2,761,633","344,089","2,417,544"
 ,2882  ,國泰金          ,"2,111,000","45,573","2,065,427"
 ,6191  ,精成科          ,"2,193,000","277,000","1,916,000"
 ,3044  ,健鼎            ,"2,024,000","135,000","1,889,000"
 ,2357  ,華碩            ,"1,950,000","234,851","1,715,149"
 ,3034  ,聯詠            ,"1,439,440","140,309","1,299,131"
 ,2548  ,華固            ,"1,295,000","56,000","1,239,000"
 ,2504  ,國產            ,"3,624,000","2,474,000","1,150,000"
 ,2313  ,華通            ,"1,383,394","283,000","1,100,394"
 ,3703  ,欣陸            ,"1,019,053",0,"1,019,053"
 ,5534  ,長虹            ,"893,000","18,000","875,000"
 ,2354  ,鴻準            ,"720,000","2,423","717,577"
 ,2520  ,冠德            ,"748,000","41,000","707,000"
 ,6278  ,台表科          ,"704,000",0,"704,000"
 ,3711  ,日月光投控      ,"1,095,237","428,954","666,283"
 ,2880  ,華南金          ,"707,000","41,069","665,931"
 ,6005  ,群益證          ,"735,000","131,000","604,000"
 ,3376  ,新日興          ,"647,507","70,000","577,507"
 ,2903  ,遠百            ,"490,000",0,"490,000"
 ,1402  ,遠東新          ,"512,000","36,340","475,660"
 ,3010  ,華立            ,"445,000",0,"445,000"
 ,2897  ,王道銀行        ,"440,000",0,"440,000"
 ,8112  ,至上            ,"552,000","140,000","412,000"
 ,2606  ,裕民            ,"373,000","11,000","362,000"
 ,2351  ,順德            ,"359,000",0,"359,000"
 ,4766  ,南寶            ,"341,000",0,"341,000"
 ,9933  ,中鼎            ,"328,000",0,"328,000"
 ,3406  ,玉晶光          ,"327,000",41,"326,959"
 ,2376  ,技嘉            ,"349,000","35,942","313,058"
 ,8070  ,長華*           ,"311,000",0,"311,000"
 ,2637  ,慧洋-KY         ,"285,000","14,000","271,000"
 ,2393  ,億光            ,"265,000",0,"265,000"
 ,2915  ,潤泰全          ,"265,000","6,000","259,000"
 ,4904  ,遠傳            ,"299,000","57,442","241,558"
 ,1104  ,環泥            ,"237,000",0,"237,000"
 ,2845  ,遠東銀          ,"221,000",0,"221,000"
 ,3045  ,台灣大          ,"267,000","59,466","207,534"
 ,6269  ,台郡            ,"193,000",0,"193,000"
 ,4961  ,天鈺            ,"281,000","89,500","191,500"
 ,2912  ,統一超          ,"161,000","7,989","153,011"
 ,6805  ,富世達          ,"208,000","55,000","153,000"
 ,6446  ,藥華藥          ,"145,000",0,"145,000"
 ,3023  ,信邦            ,"141,000",100,"140,900"
 ,2454  ,聯發科          ,"238,156","98,275","139,881"
 ,1102  ,亞泥            ,"179,000","40,667","138,333"
 ,2451  ,創見            ,"138,000",0,"138,000"
 ,6214  ,精誠            ,"131,000",0,"131,000"
 ,2330  ,台積電          ,"182,000","56,466","125,534"
 ,"=""0050  """,元大台灣50      ,"120,000",0,"120,000"
 ,9917  ,中保科          ,"122,000","3,127","118,873"
 ,6414  ,樺漢            ,"145,000","34,000","111,000"
 ,3665  ,貿聯-KY         ,"108,000","2,000","106,000"
 ,2324  ,仁寶            ,"101,000","3,747","97,253"
 ,2006  ,東和鋼鐵        ,"103,000","6,000","97,000"
 ,4551  ,智伸科          ,"99,000","10,000","89,000"
 ,6719  ,力智            ,"80,000",0,"80,000"
 ,9914  ,美利達          ,"73,000",0,"73,000"
 ,3443  ,創意            ,"46,000",32,"45,968"
 ,8422  ,可寧衛*         ,"45,000",0,"45,000"
 ,9943  ,好樂迪          ,"44,000",0,"44,000"
 ,3413  ,京鼎            ,"82,000","40,000","42,000"
 ,2885  ,元大金          ,"181,000","139,208","41,792"
 ,2441  ,超豐            ,"37,000",0,"37,000"
 ,2458  ,義隆            ,"39,000","2,000","37,000"
 ,5269  ,祥碩            ,"42,000","5,000","37,000"
 ,2883  ,凱基金          ,"80,000","43,562","36,438"
 ,6914  ,阜爾運通        ,"35,000",0,"35,000"
 ,1215  ,卜蜂            ,"30,000",0,"30,000"
 ,3708  ,上緯投控        ,"28,000",0,"28,000"
 ,9939  ,宏全            ,"134,000","112,000","22,000"
 ,5880  ,合庫金          ,"54,000","32,531","21,469"
 ,6472  ,保瑞            ,"50,000","29,000","21,000"
 ,6906  ,現觀科          ,"21,000",0,"21,000"
 ,2015  ,豐興            ,"20,000",0,"20,000"
 ,3653  ,健策            ,"20,000",0,"20,000"
 ,6670  ,復盛應用        ,"20,000",0,"20,000"
 ,6526  ,達發            ,"16,000",0,"16,000"
 ,9802  ,鈺齊-KY         ,"15,000",0,"15,000"
 ,9907  ,統一實          ,"10,037",0,"10,037"
 ,2247  ,汎德永業        ,"9,000",0,"9,000"
 ,6412  ,群電            ,"12,612","4,000","8,612"
 ,1326  ,台化            ,"17,000","9,202","7,798"
 ,2887  ,台新新光金      ,"60,000","52,429","7,571"
 ,6491  ,晶碩            ,"7,000",0,"7,000"
 ,1101  ,台泥            ,"34,000","28,890","5,110"
 ,8163  ,達方            ,"5,107",0,"5,107"
 ,2801  ,彰銀            ,"34,000","30,297","3,703"
 ,3033  ,威健            ,"3,000",0,"3,000"
 ,8021  ,尖點            ,"2,413",0,"2,413"
 ,8131  ,福懋科          ,"2,148",0,"2,148"
 ,1308  ,亞聚            ,"2,000",0,"2,000"
 ,2108  ,南帝            ,"2,000",0,"2,000"
