Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2337  ,旺宏            ,"13,103,000",0,"13,103,000",
 ,2887  ,台新新光金      ,"3,579,760","511,000","3,068,760",
 ,8112  ,至上            ,"1,516,000",0,"1,516,000",
 ,2449  ,京元電子        ,"1,591,000","125,000","1,466,000",
 ,2883  ,凱基金          ,"1,400,449","400,000","1,000,449",
 ,2368  ,金像電          ,"959,000","6,000","953,000",
 ,2886  ,兆豐金          ,"971,583","61,000","910,583",
 ,2881  ,富邦金          ,"820,825",0,"820,825",
 ,2481  ,強茂            ,"815,000",0,"815,000",
 ,2317  ,鴻海            ,"670,706","29,000","641,706",
 ,2882  ,國泰金          ,"614,048",0,"614,048",
 ,3443  ,創意            ,"558,631","1,000","557,631",
 ,3711  ,日月光投控      ,"640,389","87,000","553,389",
 ,1319  ,東陽            ,"583,084","52,000","531,084",
 ,3665  ,貿聯-KY         ,"510,000",0,"510,000",
 ,2356  ,英業達          ,"807,000","329,000","478,000",
 ,6239  ,力成            ,"451,000","4,000","447,000",
 ,2890  ,永豐金          ,"886,606","446,000","440,606",
 ,3044  ,健鼎            ,"423,000","16,000","407,000",
 ,2891  ,中信金          ,"925,862","539,000","386,862",
 ,3231  ,緯創            ,"1,236,777","910,000","326,777",
 ,6781  ,AES-KY          ,"321,000","6,000","315,000",
 ,2645  ,長榮航太        ,"270,000",0,"270,000",
 ,2308  ,台達電          ,"257,589","7,000","250,589",
 ,3037  ,欣興            ,"249,302",0,"249,302",
 ,2412  ,中華電          ,"255,835","19,000","236,835",
 ,2379  ,瑞昱            ,"224,633","1,000","223,633",
 ,3653  ,健策            ,"220,255",0,"220,255",
 ,2330  ,台積電          ,"259,220","53,000","206,220",
 ,1702  ,南僑            ,"203,000",0,"203,000",
 ,6139  ,亞翔            ,"202,000",0,"202,000",
 ,2880  ,華南金          ,"249,035","48,000","201,035",
 ,2204  ,中華            ,"200,000",0,"200,000",
 ,1216  ,統一            ,"532,077","343,000","189,077",
 ,2301  ,光寶科          ,"232,847","56,000","176,847",
 ,2382  ,廣達            ,"190,430","25,000","165,430",
 ,6669  ,緯穎            ,"163,857",0,"163,857",
 ,2408  ,南亞科          ,"163,000","6,000","157,000",
 ,6505  ,台塑化          ,"148,260","6,000","142,260",
