Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,1101  ,台泥            ,"8,392,000","128,877","8,263,123"
 ,6257  ,矽格            ,"3,026,000","67,197","2,958,803"
 ,3013  ,晟銘電          ,"1,811,000",0,"1,811,000"
 ,2887  ,台新新光金      ,"1,911,000","134,605","1,776,395"
 ,2801  ,彰銀            ,"1,323,000","182,076","1,140,924"
 ,2610  ,華航            ,"698,000","59,773","638,227"
 ,2637  ,慧洋-KY         ,"690,000","56,000","634,000"
 ,1216  ,統一            ,"721,000","156,000","565,000"
 ,8210  ,勤誠            ,"560,000",0,"560,000"
 ,2049  ,上銀            ,"556,000","6,316","549,684"
 ,2883  ,凱基金          ,"664,000","134,245","529,755"
 ,2845  ,遠東銀          ,"585,000","71,000","514,000"
 ,9802  ,鈺齊-KY         ,"504,000",0,"504,000"
 ,1605  ,華新            ,"500,000","44,712","455,288"
 ,2880  ,華南金          ,"708,000","270,469","437,531"
 ,2357  ,華碩            ,"408,000","23,565","384,435"
 ,1519  ,華城            ,"340,000",120,"339,880"
 ,2481  ,強茂            ,"336,000",0,"336,000"
 ,2395  ,研華            ,"322,000","6,259","315,741"
 ,2027  ,大成鋼          ,"341,000","36,821","304,179"
 ,5876  ,上海商銀        ,"374,000","85,052","288,948"
 ,6005  ,群益證          ,"385,000","108,000","277,000"
 ,5534  ,長虹            ,"250,000",0,"250,000"
 ,3019  ,亞光            ,"227,000",0,"227,000"
 ,2885  ,元大金          ,"308,000","133,044","174,956"
 ,2542  ,興富發          ,"171,000",0,"171,000"
 ,2401  ,凌陽            ,"168,000",0,"168,000"
 ,1477  ,聚陽            ,"186,000","20,787","165,213"
 ,5388  ,中磊            ,"257,000","92,000","165,000"
 ,3014  ,聯陽            ,"244,000","83,662","160,338"
 ,3665  ,貿聯-KY         ,"188,000","31,000","157,000"
 ,6196  ,帆宣            ,"157,000",0,"157,000"
 ,2002  ,中鋼            ,"523,000","383,166","139,834"
 ,6449  ,鈺邦            ,"139,000",0,"139,000"
 ,2441  ,超豐            ,"146,000","10,000","136,000"
 ,3006  ,晶豪科          ,"156,000","21,000","135,000"
 ,1210  ,大成            ,"144,000","11,000","133,000"
 ,3376  ,新日興          ,"282,000","159,334","122,666"
 ,2912  ,統一超          ,"133,000","10,838","122,162"
 ,3231  ,緯創            ,"156,000","46,060","109,940"
 ,3035  ,智原            ,"106,000",0,"106,000"
 ,8045  ,達運光電        ,"100,000",0,"100,000"
 ,9958  ,世紀鋼          ,"100,000",0,"100,000"
 ,6442  ,光聖            ,"101,000","5,000","96,000"
 ,6526  ,達發            ,"95,000","2,000","93,000"
 ,9904  ,寶成            ,"160,000","75,814","84,186"
 ,2211  ,長榮鋼          ,"89,000","13,000","76,000"
 ,3017  ,奇鋐            ,"78,000","9,000","69,000"
 ,9939  ,宏全            ,"93,000","25,000","68,000"
 ,6805  ,富世達          ,"66,000","11,000","55,000"
 ,2313  ,華通            ,"104,000","50,000","54,000"
 ,5269  ,祥碩            ,"55,000","3,000","52,000"
 ,2597  ,潤弘            ,"41,000",0,"41,000"
 ,6438  ,迅得            ,"40,000",0,"40,000"
 ,9911  ,櫻花            ,"40,000",0,"40,000"
 ,2031  ,新光鋼          ,"35,000",0,"35,000"
 ,2328  ,廣宇            ,"40,000","5,000","35,000"
 ,1609  ,大亞            ,"33,000",0,"33,000"
 ,3443  ,創意            ,"34,000","1,075","32,925"
 ,3059  ,華晶科          ,"28,000",0,"28,000"
 ,2317  ,鴻海            ,"75,000","47,556","27,444"
 ,3189  ,景碩            ,"27,000",0,"27,000"
 ,4766  ,南寶            ,"27,000",0,"27,000"
 ,6531  ,愛普*           ,"31,000","6,000","25,000"
 ,2884  ,玉山金          ,"733,000","708,261","24,739"
 ,6670  ,復盛應用        ,"29,000","4,391","24,609"
 ,6271  ,同欣電          ,"21,000",0,"21,000"
 ,2365  ,昆盈            ,"20,000",0,"20,000"
 ,3583  ,辛耘            ,"23,000","3,000","20,000"
 ,3596  ,智易            ,"84,000","64,000","20,000"
 ,3661  ,世芯-KY         ,"32,000","12,000","20,000"
 ,6202  ,盛群            ,"20,000",0,"20,000"
 ,6962  ,奕力-KY         ,"20,000",0,"20,000"
 ,2543  ,皇昌            ,"18,000",0,"18,000"
 ,5434  ,崇越            ,"33,000","15,000","18,000"
 ,2464  ,盟立            ,"17,000",0,"17,000"
 ,6782  ,視陽            ,"17,000",0,"17,000"
 ,2233  ,宇隆            ,"16,000",0,"16,000"
 ,3481  ,群創            ,"18,000","4,207","13,793"
 ,6890  ,來億-KY         ,"13,000",0,"13,000"
 ,8081  ,致新            ,"20,000","8,732","11,268"
 ,3645  ,達邁            ,"10,000",0,"10,000"
 ,6472  ,保瑞            ,"45,000","35,000","10,000"
 ,6789  ,采鈺            ,"10,000",0,"10,000"
 ,1736  ,喬山            ,"9,000",0,"9,000"
 ,2231  ,為升            ,"9,000",0,"9,000"
 ,2417  ,圓剛            ,"9,000",0,"9,000"
 ,2480  ,敦陽科          ,"9,000",0,"9,000"
 ,6112  ,邁達特          ,"9,000",0,"9,000"
 ,3694  ,海華            ,"8,000",0,"8,000"
 ,6770  ,力積電          ,"8,000",0,"8,000"
 ,1536  ,和大            ,"7,000",0,"7,000"
 ,1597  ,直得            ,"7,000",0,"7,000"
 ,2453  ,凌群            ,"7,000",0,"7,000"
 ,3617  ,碩天            ,"7,000",0,"7,000"
 ,4576  ,大銀微系統      ,"7,000",0,"7,000"
 ,4977  ,眾達-KY         ,"7,000",0,"7,000"
 ,5203  ,訊連            ,"7,000",0,"7,000"
 ,4952  ,凌通            ,"6,000",0,"6,000"
 ,2348  ,海悅            ,"5,000",0,"5,000"
 ,4912  ,聯德控股-KY     ,"5,000",0,"5,000"
 ,6505  ,台塑化          ,"5,000",0,"5,000"
 ,8374  ,羅昇            ,"5,000",0,"5,000"
 ,6781  ,AES-KY          ,"50,000","47,000","3,000"
 ,8261  ,富鼎            ,"20,000","17,243","2,757"
 ,2354  ,鴻準            ,"3,000",737,"2,263"
 ,3592  ,瑞鼎            ,"10,000","7,951","2,049"
 ,2250  ,IKKA-KY         ,"2,000",0,"2,000"
 ,2379  ,瑞昱            ,"24,000","22,491","1,509"
 ,8112A ,至上甲特        ,"1,000",0,"1,000"
 ,3545  ,敦泰            ,"30,000","29,362",638
 ,2891  ,中信金          ,"62,000","12,436,368","-12,374,368"
 ,2606  ,裕民            ,"158,000","7,585,702","-7,427,702"
 ,1802  ,台玻            ,0,"6,178,000","-6,178,000"
 ,2618  ,長榮航          ,"1,362,000","6,550,062","-5,188,062"
 ,2303  ,聯電            ,"554,000","3,481,486","-2,927,486"
 ,2903  ,遠百            ,0,"2,857,843","-2,857,843"
 ,2603  ,長榮            ,"73,000","2,200,511","-2,127,511"
 ,2454  ,聯發科          ,"33,000","1,704,426","-1,671,426"
 ,2890  ,永豐金          ,"422,000","1,968,489","-1,546,489"
 ,3406  ,玉晶光          ,"8,000","1,333,000","-1,325,000"
 ,4915  ,致伸            ,"119,000","1,363,758","-1,244,758"
 ,3450  ,聯鈞            ,"13,000","1,181,000","-1,168,000"
 ,1504  ,東元            ,0,"1,074,593","-1,074,593"
 ,1319  ,東陽            ,"35,000","1,022,224","-987,224"
 ,3702  ,大聯大          ,"3,000","885,594","-882,594"
 ,4904  ,遠傳            ,"356,000","1,211,109","-855,109"
 ,6446  ,藥華藥          ,"1,000","840,000","-839,000"
 ,2368  ,金像電          ,"49,000","882,000","-833,000"
 ,2347  ,聯強            ,"4,000","806,880","-802,880"
 ,3045  ,台灣大          ,"453,000","1,224,812","-771,812"
 ,2301  ,光寶科          ,"12,000","714,749","-702,749"
 ,2504  ,國產            ,0,"690,000","-690,000"
 ,4938  ,和碩            ,"270,000","913,932","-643,932"
 ,4968  ,立積            ,"55,000","692,000","-637,000"
 ,3711  ,日月光投控      ,"388,000","993,205","-605,205"
 ,3042  ,晶技            ,0,"573,997","-573,997"
 ,6176  ,瑞儀            ,"1,000","553,511","-552,511"
 ,2015  ,豐興            ,0,"486,000","-486,000"
 ,2344  ,華邦電          ,"8,000","489,264","-481,264"
 ,2404  ,漢唐            ,"70,000","406,089","-336,089"
 ,2382  ,廣達            ,"16,000","318,021","-302,021"
 ,6239  ,力成            ,"1,000","299,597","-298,597"
 ,2385  ,群光            ,"1,000","295,958","-294,958"
 ,8028  ,昇陽半導體      ,0,"274,000","-274,000"
 ,3034  ,聯詠            ,"46,000","306,096","-260,096"
 ,"=""0050  """,元大台灣50      ,0,"258,000","-258,000"
 ,3036  ,文曄            ,"13,000","255,000","-242,000"
 ,2474  ,可成            ,"1,000","238,012","-237,012"
 ,3044  ,健鼎            ,"1,000","230,000","-229,000"
 ,2353  ,宏��            ,"705,000","932,576","-227,576"
 ,2409  ,友達            ,"18,000","228,391","-210,391"
 ,2881  ,富邦金          ,"514,000","720,595","-206,595"
 ,2511  ,太子            ,0,"200,000","-200,000"
 ,2408  ,南亞科          ,"3,000","202,111","-199,111"
 ,2393  ,億光            ,"143,000","340,000","-197,000"
 ,2412  ,中華電          ,"14,000","204,869","-190,869"
 ,3005  ,神基            ,"1,000","187,000","-186,000"
 ,2886  ,兆豐金          ,"44,000","221,207","-177,207"
 ,9938  ,百和            ,0,"176,000","-176,000"
 ,3653  ,健策            ,"97,000","270,054","-173,054"
 ,5871  ,中租-KY         ,"5,000","166,748","-161,748"
 ,2308  ,台達電          ,"8,000","166,578","-158,578"
 ,6191  ,精成科          ,0,"148,000","-148,000"
 ,2388  ,威盛            ,0,"142,000","-142,000"
 ,6269  ,台郡            ,0,"141,860","-141,860"
 ,2882  ,國泰金          ,"135,000","266,907","-131,907"
 ,2330  ,台積電          ,"150,000","281,186","-131,186"
 ,1476  ,儒鴻            ,"10,000","136,462","-126,462"
 ,2834  ,臺企銀          ,0,"123,150","-123,150"
 ,4961  ,天鈺            ,0,"121,817","-121,817"
 ,2889  ,國票金          ,0,"120,000","-120,000"
 ,3033  ,威健            ,0,"116,789","-116,789"
 ,6285  ,啟��            ,"39,000","151,194","-112,194"
 ,2548  ,華固            ,0,"112,000","-112,000"
 ,2892  ,第一金          ,"40,000","151,383","-111,383"
 ,5880  ,合庫金          ,"38,000","144,964","-106,964"
 ,1102  ,亞泥            ,0,"106,888","-106,888"
 ,2352  ,佳世達          ,"3,000","108,898","-105,898"
 ,8112  ,至上            ,"143,000","248,648","-105,648"
 ,1402  ,遠東新          ,0,"101,552","-101,552"
 ,2324  ,仁寶            ,"10,000","110,336","-100,336"
 ,2888  ,新光金          ,0,"100,000","-100,000"
 ,1590  ,亞德客-KY       ,0,"98,000","-98,000"
 ,8150  ,南茂            ,0,"95,707","-95,707"
 ,2633  ,台灣高鐵        ,0,"92,268","-92,268"
 ,6515  ,穎崴            ,0,"81,000","-81,000"
 ,8464  ,億豐            ,0,"81,000","-81,000"
 ,8996  ,高力            ,0,"80,000","-80,000"
 ,6278  ,台表科          ,"70,000","149,406","-79,406"
 ,2105  ,正新            ,0,"71,973","-71,973"
 ,2421  ,建準            ,0,"71,000","-71,000"
 ,6414  ,樺漢            ,"23,000","93,000","-70,000"
 ,6691  ,洋基工程        ,"56,000","125,178","-69,178"
 ,2458  ,義隆            ,0,"68,631","-68,631"
 ,2451  ,創見            ,0,"66,646","-66,646"
 ,4958  ,臻鼎-KY         ,"2,000","68,225","-66,225"
 ,2323  ,中環            ,0,"63,000","-63,000"
 ,2855  ,統一證          ,0,"62,063","-62,063"
 ,2915  ,潤泰全          ,0,"62,000","-62,000"
 ,8215  ,明基材          ,0,"61,196","-61,196"
 ,1773  ,勝一            ,0,"60,000","-60,000"
 ,6669  ,緯穎            ,0,"59,759","-59,759"
 ,2383  ,台光電          ,"41,000","98,165","-57,165"
 ,1308  ,亞聚            ,0,"56,918","-56,918"
 ,2809  ,京城銀          ,0,"56,648","-56,648"
 ,2897  ,王道銀行        ,0,"56,000","-56,000"
 ,6189  ,豐藝            ,0,"54,000","-54,000"
 ,3010  ,華立            ,"41,000","94,599","-53,599"
 ,2006  ,東和鋼鐵        ,0,"53,513","-53,513"
 ,6937  ,天虹            ,0,"50,000","-50,000"
 ,8163  ,達方            ,0,"48,201","-48,201"
 ,2420  ,新巨            ,0,"47,299","-47,299"
 ,2014  ,中鴻            ,0,"46,833","-46,833"
 ,3209  ,全科            ,0,"45,739","-45,739"
 ,2204  ,中華            ,0,"44,087","-44,087"
 ,8016  ,矽創            ,"20,000","61,999","-41,999"
 ,1722  ,台肥            ,0,"41,000","-41,000"
 ,1303  ,南亞            ,"19,000","59,397","-40,397"
 ,2356  ,英業達          ,"6,000","45,000","-39,000"
 ,5471  ,松翰            ,0,"38,782","-38,782"
 ,6768  ,志強-KY         ,"30,000","68,000","-38,000"
 ,1301  ,台塑            ,"14,000","51,071","-37,071"
 ,3051  ,力特            ,0,"37,000","-37,000"
 ,3703  ,欣陸            ,0,"32,815","-32,815"
 ,8070  ,長華*           ,0,"31,999","-31,999"
 ,2495  ,普安            ,0,"31,000","-31,000"
 ,2436  ,偉詮電          ,"15,000","45,000","-30,000"
 ,1712  ,興農            ,0,"29,477","-29,477"
 ,2208  ,台船            ,0,"29,000","-29,000"
 ,6412  ,群電            ,0,"28,000","-28,000"
 ,2206  ,三陽工業        ,0,"26,000","-26,000"
 ,3090  ,日電貿          ,0,"25,999","-25,999"
 ,2387  ,精元            ,0,"25,418","-25,418"
 ,3015  ,全漢            ,0,"23,363","-23,363"
 ,3380  ,明泰            ,0,"23,000","-23,000"
 ,6139  ,亞翔            ,0,"23,000","-23,000"
 ,1326  ,台化            ,"13,000","35,119","-22,119"
 ,9924  ,福興            ,0,"21,168","-21,168"
 ,2455  ,全新            ,"3,000","24,000","-21,000"
 ,4746  ,台耀            ,0,"21,000","-21,000"
 ,2520  ,冠德            ,0,"20,681","-20,681"
 ,8046  ,南電            ,"23,000","43,525","-20,525"
 ,6790  ,永豐實          ,0,"20,332","-20,332"
 ,2345  ,智邦            ,"16,000","36,289","-20,289"
 ,2812  ,台中銀          ,0,"20,000","-20,000"
 ,6830  ,汎銓            ,0,"20,000","-20,000"
 ,6024  ,群益期          ,0,"19,399","-19,399"
 ,8467  ,波力-KY         ,0,"18,000","-18,000"
 ,3023  ,信邦            ,0,"17,127","-17,127"
 ,3533  ,嘉澤            ,0,"17,050","-17,050"
 ,2376  ,技嘉            ,"1,000","17,000","-16,000"
 ,3706  ,神達            ,"2,000","18,000","-16,000"
 ,2609  ,陽明            ,"6,000","21,390","-15,390"
 ,2337  ,旺宏            ,0,"15,000","-15,000"
 ,2634  ,漢翔            ,0,"15,000","-15,000"
 ,1560  ,中砂            ,0,"14,000","-14,000"
 ,6153  ,嘉聯益          ,0,"13,741","-13,741"
 ,2615  ,萬海            ,0,"13,082","-13,082"
 ,6415  ,矽力*-KY        ,"186,000","199,000","-13,000"
 ,9910  ,豐泰            ,0,"11,405","-11,405"
 ,1717  ,長興            ,0,"11,000","-11,000"
 ,2449  ,京元電子        ,"903,000","913,076","-10,076"
 ,2645  ,長榮航太        ,0,"10,000","-10,000"
 ,3032  ,偉訓            ,0,"10,000","-10,000"
 ,4906  ,正文            ,0,"10,000","-10,000"
 ,2377  ,微星            ,"1,000","10,356","-9,356"
 ,4583  ,台灣精銳        ,"2,000","10,000","-8,000"
 ,9933  ,中鼎            ,0,"8,000","-8,000"
 ,1434  ,福懋            ,0,"7,000","-7,000"
 ,9917  ,中保科          ,0,"7,000","-7,000"
 ,2371  ,大同            ,0,"6,109","-6,109"
 ,2607  ,榮運            ,0,"6,000","-6,000"
 ,4763  ,材料*-KY        ,0,"6,000","-6,000"
 ,6214  ,精誠            ,0,"6,000","-6,000"
 ,8114  ,振樺電          ,"6,000","12,000","-6,000"
 ,9941  ,裕融            ,0,"6,000","-6,000"
 ,8271  ,宇瞻            ,0,"5,515","-5,515"
 ,2327  ,國巨*           ,"4,000","9,249","-5,249"
 ,2492  ,華新科          ,0,"5,000","-5,000"
 ,9940  ,信義            ,0,"4,564","-4,564"
 ,8454  ,富邦媒          ,0,"4,070","-4,070"
 ,1582  ,信錦            ,0,"4,000","-4,000"
 ,6282  ,康舒            ,0,"4,000","-4,000"
 ,3714  ,富采            ,0,"3,279","-3,279"
 ,3038  ,全台            ,0,"3,058","-3,058"
 ,2059  ,川湖            ,"67,000","70,000","-3,000"
 ,2439  ,美律            ,0,"3,000","-3,000"
 ,3022  ,威強電          ,0,"3,000","-3,000"
 ,3532  ,台勝科          ,0,"3,000","-3,000"
 ,1535  ,中宇            ,0,"2,802","-2,802"
 ,8422  ,可寧衛*         ,0,"2,646","-2,646"
 ,1513  ,中興電          ,"10,000","12,257","-2,257"
 ,2850  ,新產            ,0,"2,000","-2,000"
 ,3413  ,京鼎            ,0,"2,000","-2,000"
 ,6753  ,龍德造船        ,0,"2,000","-2,000"
 ,3037  ,欣興            ,"9,000","10,675","-1,675"
 ,1215  ,卜蜂            ,0,"1,000","-1,000"
 ,1707  ,葡萄王          ,0,"1,000","-1,000"
 ,1720  ,生達            ,0,"1,000","-1,000"
 ,2207  ,和泰車          ,"1,000","2,000","-1,000"
 ,2617  ,台航            ,0,"1,000","-1,000"
 ,5222  ,全訊            ,0,"1,000","-1,000"
 ,5284  ,jpp-KY          ,0,"1,000","-1,000"
 ,5522  ,遠雄            ,"26,000","26,252",-252
 ,2360  ,致茂            ,0,227,-227
 ,1503  ,士電            ,0,186,-186
 ,2498  ,宏達電          ,0,145,-145
 ,3008  ,大立光          ,"1,000","1,057",-57
 ,6409  ,旭隼            ,0,41,-41
說明:,,,,,
投信表示本國投資信託基金。,,,,,
＊表示該證券今日有鉅額交易。,,,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,,,
