Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,3231  ,緯創            ,"23,290,000","202,000","23,088,000"
 ,2618  ,長榮航          ,"4,089,000",0,"4,089,000"
 ,2421  ,建準            ,"4,050,000","5,000","4,045,000"
 ,2883  ,凱基金          ,"3,652,000","217,000","3,435,000"
 ,3711  ,日月光投控      ,"3,433,000","470,000","2,963,000"
 ,2376  ,技嘉            ,"2,829,000","13,000","2,816,000"
 ,2002  ,中鋼            ,"3,319,000","678,000","2,641,000"
 ,2890  ,永豐金          ,"2,010,000","154,000","1,856,000"
 ,2313  ,華通            ,"1,428,000","4,000","1,424,000"
 ,2882  ,國泰金          ,"1,538,000","124,000","1,414,000"
 ,2885  ,元大金          ,"1,490,000","160,000","1,330,000"
 ,3017  ,奇鋐            ,"1,209,000","5,000","1,204,000"
 ,2383  ,台光電          ,"945,000","11,000","934,000"
 ,1303  ,南亞            ,"801,000","80,000","721,000"
 ,8046  ,南電            ,"633,000","10,000","623,000"
 ,3037  ,欣興            ,"572,000","69,000","503,000"
 ,2903  ,遠百            ,"493,000",0,"493,000"
 ,5876  ,上海商銀        ,"543,000","51,000","492,000"
 ,1301  ,台塑            ,"539,000","63,000","476,000"
 ,6176  ,瑞儀            ,"422,000",0,"422,000"
 ,2357  ,華碩            ,"387,000","8,000","379,000"
 ,3515  ,華擎            ,"371,000",0,"371,000"
 ,2454  ,聯發科          ,"477,000","118,000","359,000"
 ,2204  ,中華            ,"298,000",0,"298,000"
 ,2881  ,富邦金          ,"397,000","106,000","291,000"
 ,2474  ,可成            ,"288,000",0,"288,000"
 ,1409  ,新纖            ,"273,000",0,"273,000"
 ,3443  ,創意            ,"235,000","26,400","208,600"
 ,1907  ,永豐餘          ,"200,000",0,"200,000"
 ,8210  ,勤誠            ,"200,000",0,"200,000"
 ,6689  ,伊雲谷          ,"174,000",0,"174,000"
 ,6412  ,群電            ,"164,000",0,"164,000"
 ,2385  ,群光            ,"163,000","2,000","161,000"
 ,8150  ,南茂            ,"154,000",0,"154,000"
 ,2451  ,創見            ,"149,000","1,000","148,000"
 ,9904  ,寶成            ,"150,000","14,000","136,000"
 ,1102  ,亞泥            ,"540,000","405,000","135,000"
 ,2504  ,國產            ,"192,000","60,000","132,000"
 ,2006  ,東和鋼鐵        ,"111,000",0,"111,000"
 ,2449  ,京元電子        ,"139,000","30,000","109,000"
 ,9939  ,宏全            ,"98,000",0,"98,000"
 ,9917  ,中保科          ,"96,000",0,"96,000"
 ,2368  ,金像電          ,"204,000","111,000","93,000"
 ,4915  ,致伸            ,"84,000","1,000","83,000"
 ,3044  ,健鼎            ,"97,000","19,000","78,000"
 ,2015  ,豐興            ,"72,000",0,"72,000"
 ,6515  ,穎崴            ,"72,000",0,"72,000"
 ,3036  ,文曄            ,"78,000","8,000","70,000"
 ,1525  ,江申            ,"65,000",0,"65,000"
 ,9910  ,豐泰            ,"69,000","7,000","62,000"
 ,6278  ,台表科          ,"57,000",0,"57,000"
 ,3010  ,華立            ,"56,000",0,"56,000"
 ,3042  ,晶技            ,"57,000","1,000","56,000"
 ,2731  ,雄獅            ,"53,000",0,"53,000"
 ,"=""0050  """,元大台灣50      ,"48,000",0,"48,000"
 ,3038  ,全台            ,"50,000","2,000","48,000"
 ,8996  ,高力            ,"47,000",0,"47,000"
 ,6669  ,緯穎            ,"47,600","1,000","46,600"
 ,6830  ,汎銓            ,"45,000",0,"45,000"
 ,6269  ,台郡            ,"46,000","2,000","44,000"
 ,2379  ,瑞昱            ,"179,000","138,000","41,000"
 ,5706  ,鳳凰            ,"41,000",0,"41,000"
 ,5434  ,崇越            ,"35,000",0,"35,000"
 ,1519  ,華城            ,"50,000","23,000","27,000"
 ,3653  ,健策            ,"111,000","84,000","27,000"
 ,3533  ,嘉澤            ,"38,000","17,000","21,000"
 ,2059  ,川湖            ,"30,000","10,000","20,000"
 ,6239  ,力成            ,"63,000","46,000","17,000"
 ,5269  ,祥碩            ,"15,000",0,"15,000"
 ,4958  ,臻鼎-KY         ,"41,000","27,000","14,000"
 ,6257  ,矽格            ,"15,000","2,000","13,000"
 ,4581  ,光隆精密-KY     ,"11,000",0,"11,000"
 ,6139  ,亞翔            ,"9,000","1,000","8,000"
 ,6533  ,晶心科          ,"6,000",0,"6,000"
 ,3008  ,大立光          ,"10,000","5,000","5,000"
 ,2206  ,三陽工業        ,"4,000",0,"4,000"
 ,4137  ,麗豐-KY         ,"3,000",0,"3,000"
 ,9921  ,巨大            ,"2,000",0,"2,000"
 ,2303  ,聯電            ,"145,000","8,162,000","-8,017,000"
 ,1101  ,台泥            ,0,"4,896,000","-4,896,000"
 ,2324  ,仁寶            ,"1,631,000","6,118,000","-4,487,000"
 ,2356  ,英業達          ,"887,000","5,111,000","-4,224,000"
 ,2412  ,中華電          ,0,"4,189,000","-4,189,000"
 ,2886  ,兆豐金          ,0,"2,831,000","-2,831,000"
 ,2353  ,宏��            ,"197,000","2,556,000","-2,359,000"
 ,2606  ,裕民            ,0,"1,909,000","-1,909,000"
 ,2408  ,南亞科          ,"150,000","1,570,000","-1,420,000"
 ,1609  ,大亞            ,0,"1,416,000","-1,416,000"
 ,2327  ,國巨*           ,0,"1,331,388","-1,331,388"
 ,2892  ,第一金          ,0,"1,180,000","-1,180,000"
 ,2317  ,鴻海            ,0,"1,042,000","-1,042,000"
 ,1589  ,永冠-KY         ,0,"1,031,000","-1,031,000"
 ,4904  ,遠傳            ,0,"1,019,000","-1,019,000"
 ,1513  ,中興電          ,0,"1,007,000","-1,007,000"
 ,1904  ,正隆            ,0,"1,000,000","-1,000,000"
 ,2330  ,台積電          ,"35,000","849,000","-814,000"
 ,2382  ,廣達            ,"1,909,000","2,575,000","-666,000"
 ,4919  ,新唐            ,0,"650,000","-650,000"
 ,2377  ,微星            ,"39,000","512,000","-473,000"
 ,2637  ,慧洋-KY         ,0,"452,000","-452,000"
 ,2634  ,漢翔            ,0,"400,000","-400,000"
 ,2301  ,光寶科          ,"522,000","906,000","-384,000"
 ,2723  ,美食-KY         ,0,"363,000","-363,000"
 ,6770  ,力積電          ,0,"320,000","-320,000"
 ,1783  ,和康生          ,0,"300,000","-300,000"
 ,4536  ,拓凱            ,0,"286,000","-286,000"
 ,3661  ,世芯-KY         ,"72,000","331,000","-259,000"
 ,2351  ,順德            ,0,"252,000","-252,000"
 ,1795  ,美時            ,0,"250,000","-250,000"
 ,1752  ,南光            ,0,"228,000","-228,000"
 ,2891  ,中信金          ,"41,000","250,000","-209,000"
 ,2748  ,雲品            ,0,"201,000","-201,000"
 ,"=""00878 """,國泰永續高股息  ,0,"200,000","-200,000"
 ,1504  ,東元            ,0,"195,000","-195,000"
 ,2884  ,玉山金          ,0,"188,000","-188,000"
 ,3034  ,聯詠            ,0,"185,000","-185,000"
 ,1503  ,士電            ,0,"184,000","-184,000"
 ,1605  ,華新            ,0,"177,000","-177,000"
 ,2308  ,台達電          ,"42,000","193,000","-151,000"
 ,2887  ,台新新光金      ,0,"150,000","-150,000"
 ,2880  ,華南金          ,0,"137,000","-137,000"
 ,6415  ,矽力*-KY        ,0,"135,000","-135,000"
 ,5225  ,東科-KY         ,0,"130,000","-130,000"
 ,6443  ,元晶            ,0,"130,000","-130,000"
 ,2345  ,智邦            ,0,"129,000","-129,000"
 ,2428  ,興勤            ,0,"124,000","-124,000"
 ,5871  ,中租-KY         ,0,"123,000","-123,000"
 ,3045  ,台灣大          ,"412,000","524,000","-112,000"
 ,4551  ,智伸科          ,0,"110,000","-110,000"
 ,3665  ,貿聯-KY         ,0,"109,000","-109,000"
 ,6271  ,同欣電          ,0,"106,000","-106,000"
 ,1532  ,勤美            ,0,"100,000","-100,000"
 ,4164  ,承業醫          ,0,"100,000","-100,000"
 ,2409  ,友達            ,0,"99,000","-99,000"
 ,1590  ,亞德客-KY       ,0,"93,000","-93,000"
 ,1536  ,和大            ,0,"90,000","-90,000"
 ,3481  ,群創            ,0,"85,000","-85,000"
 ,1476  ,儒鴻            ,0,"83,000","-83,000"
 ,5880  ,合庫金          ,0,"82,000","-82,000"
 ,2888  ,新光金          ,0,"79,000","-79,000"
 ,2105  ,正新            ,0,"78,000","-78,000"
 ,2472  ,立隆電          ,0,"76,000","-76,000"
 ,3592  ,瑞鼎            ,0,"73,000","-73,000"
 ,2455  ,全新            ,0,"67,000","-67,000"
 ,2344  ,華邦電          ,0,"66,000","-66,000"
 ,1216  ,統一            ,0,"62,000","-62,000"
 ,2834  ,臺企銀          ,0,"59,000","-59,000"
 ,8464  ,億豐            ,"6,000","60,000","-54,000"
 ,2801  ,彰銀            ,0,"53,000","-53,000"
