分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"19,533,685","667,482,763","11,646",0.74
食品類指數          ,"22,101,586","1,390,833,563","20,495",-10.17
塑膠類指數          ,"99,456,158","3,653,360,441","39,081",1.22
紡織纖維類指數      ,"29,935,477","1,125,042,357","16,669",6.16
電機機械類指數      ,"105,137,353","14,874,714,025","94,582",-3.68
電器電纜類指數      ,"43,965,358","1,764,981,085","27,853",0.52
化學生技醫療類指數  ,"51,631,001","6,220,159,880","44,825",0.46
化學類指數          ,"34,753,904","2,537,166,790","20,914",1.38
生技醫療類指數      ,"16,877,097","3,682,993,090","23,911",-0.01
玻璃陶瓷類指數      ,"15,737,866","333,927,689","7,380",0.47
造紙類指數          ,"9,582,507","247,040,248","5,175",1.75
鋼鐵類指數          ,"88,124,862","5,352,006,523","49,064",1.74
橡膠類指數          ,"46,109,946","2,481,129,775","20,891",0.23
汽車類指數          ,"84,033,458","6,049,231,538","59,541",2.17
電子類指數          ,"2,987,559,289","351,275,309,517","1,988,216",1.32
半導體類指數        ,"745,853,994","132,016,115,989","564,602",0.26
電腦及週邊設備類指數,"767,741,007","97,323,209,546","503,409",-0.83
光電類指數          ,"431,894,690","17,931,238,202","192,695",0.4
通信網路類指數      ,"180,400,648","11,642,373,135","103,527",0.02
電子零組件類指數    ,"315,838,783","39,633,518,275","249,529",0.76
電子通路類指數      ,"105,211,177","8,768,050,069","66,060",4.62
資訊服務類指數      ,"17,652,100","1,243,791,273","13,669",1.56
其他電子類指數      ,"422,966,890","42,717,013,028","294,725",0.72
建材營造類指數      ,"143,512,755","4,863,394,435","74,351",6.52
航運業類指數        ,"560,721,065","34,035,666,307","262,011",3.16
觀光餐旅類指數      ,"41,414,335","3,709,754,502","30,591",4.07
金融保險類指數      ,"458,936,130","13,160,110,339","164,334",2.83
貿易百貨類指數      ,"29,329,993","1,219,134,413","16,037",1.5
油電燃氣類指數      ,"6,780,571","402,918,734","5,801",1.74
其他類指數          ,"70,875,346","5,114,402,339","53,735",6.53
綠能環保類指數      ,"10,604,154","967,496,967","9,633",-0.65
數位雲端類指數      ,"1,983,054","309,909,290","3,084",-0.65
運動休閒類指數      ,"25,669,649","2,057,880,821","21,855",0.7
居家生活類指數      ,"4,441,122","382,146,319","3,477",0.57
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
