分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"26,652,831","1,061,376,806","12,837",-0.39
食品類指數          ,"27,525,559","1,548,070,472","13,573",0.95
塑膠類指數          ,"197,409,552","6,609,342,648","72,226",1.38
紡織纖維類指數      ,"84,980,975","2,558,207,071","28,008",-0.28
電機機械類指數      ,"123,513,704","7,457,380,706","58,030",-0.87
電器電纜類指數      ,"29,762,451","610,715,752","11,738",0.4
化學生技醫療類指數  ,"65,010,664","4,496,358,630","38,409",-0.34
化學類指數          ,"36,260,244","1,504,084,843","17,481",-0.1
生技醫療類指數      ,"28,750,420","2,992,273,787","20,928",-0.37
玻璃陶瓷類指數      ,"27,678,346","467,045,484","8,154",1.33
造紙類指數          ,"34,719,143","875,472,498","13,298",1.67
鋼鐵類指數          ,"147,800,423","3,685,846,468","52,110",0.17
橡膠類指數          ,"38,971,132","2,466,077,126","19,037",1.78
汽車類指數          ,"34,925,974","1,943,098,297","21,152",-0.94
電子類指數          ,"2,692,540,834","214,668,577,296","1,240,586",5.91
半導體類指數        ,"908,242,490","109,734,148,042","464,008",2.99
電腦及週邊設備類指數,"307,612,940","16,895,021,428","141,436",0.85
光電類指數          ,"750,261,790","25,198,803,669","234,340",0.12
通信網路類指數      ,"107,765,091","5,261,905,009","55,664",0.32
電子零組件類指數    ,"349,771,383","36,894,743,156","204,813",0.29
電子通路類指數      ,"66,188,536","2,250,136,340","31,480",1.2
資訊服務類指數      ,"5,458,568","238,920,664","3,553",0.14
其他電子類指數      ,"197,240,036","18,194,898,988","105,292",2.23
建材營造類指數      ,"52,970,655","1,393,888,678","23,522",-1.39
航運業類指數        ,"826,763,921","22,388,858,961","192,371",1.01
觀光事業類指數      ,"10,501,835","1,452,481,708","8,545",0.53
金融保險類指數      ,"436,846,257","9,851,483,228","115,936",2.11
貿易百貨類指數      ,"16,151,086","965,864,315","8,047",-1.97
油電燃氣類指數      ,"4,479,730","385,556,816","3,110",-1.81
其他類指數          ,"69,286,897","5,474,922,438","40,882",-1.76
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
