分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"21,734,608","578,464,995","10,290",1.9,
食品類指數          ,"22,006,167","1,528,487,078","26,585",-28.1,
塑膠類指數          ,"267,310,954","5,055,761,652","91,183",0.61,
紡織纖維類指數      ,"33,240,501","1,475,449,943","37,454",-3.35,
電機機械類指數      ,"111,783,291","14,183,610,514","126,975",-1.97,
電器電纜類指數      ,"83,979,915","2,755,017,187","46,456",-1.77,
化學生技醫療類指數  ,"83,005,430","8,636,489,503","75,577",-2.13,
化學類指數          ,"38,990,440","2,186,828,979","24,087",-1.23,
生技醫療類指數      ,"44,014,990","6,449,660,524","51,490",-1.48,
玻璃陶瓷類指數      ,"39,668,506","1,128,111,296","17,477",0.59,
造紙類指數          ,"4,296,114","81,908,263","2,817",-1.22,
鋼鐵類指數          ,"44,915,769","1,304,041,003","26,619",-0.22,
橡膠類指數          ,"14,846,701","406,631,791","7,163",-0.39,
汽車類指數          ,"22,721,905","1,600,814,979","32,656",-1.04,
電子類指數          ,"2,807,280,812","406,764,538,421","1,907,762",18.56,
半導體類指數        ,"1,372,529,328","173,331,257,249","773,275",9.45,
電腦及週邊設備類指數,"278,683,397","56,252,413,208","224,360",5.69,
光電類指數          ,"223,082,440","11,120,862,319","123,096",-0.07,
通信網路類指數      ,"85,844,160","16,569,379,657","73,401",-0.61,
電子零組件類指數    ,"489,028,893","98,319,913,212","442,797",4.59,
電子通路類指數      ,"135,942,345","10,688,420,970","89,292",1.73,
資訊服務類指數      ,"14,991,402","794,942,443","10,773",-1.28,
其他電子類指數      ,"207,178,847","39,687,349,363","170,768",3.79,
建材營造類指數      ,"73,167,860","1,775,857,793","44,070",-1.56,
航運業類指數        ,"126,889,017","6,930,088,139","86,194",-2.75,
觀光餐旅類指數      ,"6,618,062","890,658,914","9,093",0.06,
金融保險類指數      ,"328,359,502","9,237,126,462","114,008",4.15,
貿易百貨類指數      ,"8,733,086","343,619,170","5,787",-0.16,
油電燃氣類指數      ,"20,261,606","1,022,124,988","14,191",2.25,
其他類指數          ,"48,725,013","3,686,287,035","44,211",-1.78,
綠能環保類指數      ,"12,278,654","1,770,173,452","16,666",-1.94,
數位雲端類指數      ,"2,369,092","268,670,877","13,597",-0.69,
運動休閒類指數      ,"21,265,155","1,806,316,291","17,656",-1.0,
居家生活類指數      ,"3,452,803","263,851,670","2,527",0.15,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
