分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"18,633,672","770,783,593","8,822",1.67
食品類指數          ,"12,496,710","592,383,460","9,182",13.61
塑膠類指數          ,"32,663,584","1,689,482,258","16,385",0.97
紡織纖維類指數      ,"34,819,370","1,392,533,031","17,758",4.76
電機機械類指數      ,"113,901,329","12,481,245,937","66,016",4.96
電器電纜類指數      ,"106,660,172","4,272,577,206","46,622",0.08
化學生技醫療類指數  ,"109,754,359","13,066,148,194","73,589",0.72
化學類指數          ,"58,779,679","6,725,256,826","40,845",1.0
生技醫療類指數      ,"50,974,680","6,340,891,368","32,744",0.33
玻璃陶瓷類指數      ,"2,699,352","51,389,140","1,747",-0.05
造紙類指數          ,"5,532,521","127,948,614","3,580",1.62
鋼鐵類指數          ,"49,240,780","2,018,509,659","26,891",-0.06
橡膠類指數          ,"10,535,278","359,733,710","6,411",0.76
汽車類指數          ,"75,052,484","4,354,384,512","45,989",4.0
電子類指數          ,"1,125,751,159","117,560,847,115","686,885",9.22
半導體類指數        ,"407,396,719","69,858,401,289","286,708",6.16
電腦及週邊設備類指數,"137,513,346","7,941,308,585","70,386",0.35
光電類指數          ,"182,871,190","6,651,631,992","84,415",-0.02
通信網路類指數      ,"74,013,754","5,525,266,879","46,786",0.78
電子零組件類指數    ,"207,435,367","19,588,604,988","129,465",1.07
電子通路類指數      ,"37,333,930","2,263,418,007","21,430",0.59
資訊服務類指數      ,"1,436,403","76,131,461","1,473",0.66
其他電子類指數      ,"77,750,450","5,656,083,914","46,222",0.53
建材營造類指數      ,"29,747,743","815,001,222","16,413",0.44
航運業類指數        ,"306,194,282","25,614,444,668","136,159",1.92
觀光事業類指數      ,"29,020,365","1,806,034,526","20,355",0.89
金融保險類指數      ,"300,565,638","6,549,017,126","99,749",5.94
貿易百貨類指數      ,"15,302,117","1,082,363,098","12,787",-0.3
油電燃氣類指數      ,"1,946,609","166,917,707","1,850",0.97
其他類指數          ,"59,417,007","5,504,231,554","40,586",3.9
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
