分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"53,381,623","2,234,525,446","21,040",0.4
食品類指數          ,"31,655,027","1,601,933,940","20,933",9.12
塑膠類指數          ,"185,066,805","5,834,982,668","66,912",2.13
紡織纖維類指數      ,"173,047,699","3,672,660,303","51,178",5.33
電機機械類指數      ,"102,365,624","5,627,464,869","48,607",2.06
電器電纜類指數      ,"42,520,753","901,177,515","16,263",0.34
化學生技醫療類指數  ,"95,111,192","3,873,903,741","45,551",0.2
化學類指數          ,"66,772,774","1,885,311,743","26,535",1.22
生技醫療類指數      ,"28,338,418","1,988,591,998","19,016",-0.5
玻璃陶瓷類指數      ,"93,584,713","1,772,391,378","27,230",4.85
造紙類指數          ,"72,927,569","1,671,901,408","28,477",8.54
鋼鐵類指數          ,"434,572,908","10,386,369,351","148,581",2.86
橡膠類指數          ,"54,013,018","3,472,601,766","26,910",6.95
汽車類指數          ,"67,132,827","4,334,574,135","40,759",1.45
電子類指數          ,"3,182,858,059","226,141,917,438","1,428,060",10.3
半導體類指數        ,"1,080,606,167","127,194,799,021","572,890",6.66
電腦及週邊設備類指數,"284,682,005","13,748,683,770","137,720",0.37
光電類指數          ,"1,095,628,327","33,043,975,355","322,982",0.0
通信網路類指數      ,"162,395,941","8,691,219,495","81,520",0.58
電子零組件類指數    ,"352,607,068","29,198,576,875","200,767",1.7
電子通路類指數      ,"47,500,442","1,775,111,023","24,054",1.08
資訊服務類指數      ,"8,395,321","325,918,779","5,208",-0.7
其他電子類指數      ,"151,042,788","12,163,633,120","82,919",0.95
建材營造類指數      ,"98,087,106","2,340,604,449","41,088",3.25
航運業類指數        ,"833,382,806","34,708,603,548","258,848",2.61
觀光事業類指數      ,"5,699,256","553,472,179","5,341",0.4
金融保險類指數      ,"386,170,317","8,083,522,952","112,441",-0.75
貿易百貨類指數      ,"22,263,194","836,757,094","10,316",-0.62
油電燃氣類指數      ,"5,400,264","442,390,993","3,813",0.84
其他類指數          ,"71,176,695","4,418,760,939","36,222",0.59
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
