分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"25,520,658","1,000,384,147","10,569",0.48,
食品類指數          ,"39,372,616","1,979,643,098","19,639",20.04,
塑膠類指數          ,"203,517,854","6,525,731,002","69,708",2.03,
紡織纖維類指數      ,"81,631,326","2,322,203,467","29,267",1.46,
電機機械類指數      ,"91,155,942","6,418,678,305","46,843",2.63,
電器電纜類指數      ,"36,345,170","696,736,999","14,178",-0.72,
化學生技醫療類指數  ,"88,725,248","4,320,410,149","44,527",-0.33,
化學類指數          ,"50,618,951","1,738,545,535","20,902",0.06,
生技醫療類指數      ,"38,106,297","2,581,864,614","23,625",-0.47,
玻璃陶瓷類指數      ,"30,444,733","514,544,757","10,560",-1.24,
造紙類指數          ,"47,741,977","1,062,188,261","16,121",1.24,
鋼鐵類指數          ,"195,055,743","4,874,525,115","67,975",0.49,
橡膠類指數          ,"28,394,995","1,127,976,812","14,572",1.75,
汽車類指數          ,"94,995,660","6,620,440,835","55,100",2.8,
電子類指數          ,"3,534,502,256","293,476,275,148","1,563,792",14.61,
半導體類指數        ,"1,237,474,668","139,739,169,251","568,013",10.05,
電腦及週邊設備類指數,"328,311,202","18,449,716,822","134,519",1.77,
光電類指數          ,"882,697,365","33,174,849,721","277,790",-0.25,
通信網路類指數      ,"210,653,786","10,260,521,077","97,813",0.54,
電子零組件類指數    ,"616,196,256","71,306,413,795","350,978",0.92,
電子通路類指數      ,"47,386,172","1,684,709,930","22,958",0.63,
資訊服務類指數      ,"6,234,098","291,754,174","3,407",-0.32,
其他電子類指數      ,"205,548,709","18,569,140,378","108,314",0.74,
建材營造類指數      ,"70,147,607","1,445,605,303","24,978",0.99,
航運業類指數        ,"833,005,353","29,413,772,222","248,281",2.37,
觀光事業類指數      ,"7,299,440","873,506,353","6,076",0.74,
金融保險類指數      ,"728,511,071","14,982,756,521","169,724",19.29,
貿易百貨類指數      ,"26,569,804","1,030,004,818","12,009",1.36,
油電燃氣類指數      ,"9,489,195","876,284,295","5,693",4.79,
其他類指數          ,"60,491,613","3,907,531,645","33,812",2.11,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
