分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"66,284,866","2,663,875,481","25,272",-3.24
食品類指數          ,"26,748,480","1,554,270,381","13,812",-22.02
塑膠類指數          ,"118,580,081","8,545,217,363","27,816",-2.31
紡織纖維類指數      ,"54,949,145","2,475,858,310","29,543",-11.0
電機機械類指數      ,"92,098,271","5,829,279,692","48,881",-0.5
電器電纜類指數      ,"75,980,798","2,622,101,931","29,661",-1.95
化學生技醫療類指數  ,"130,542,490","11,013,946,375","78,226",-0.15
化學類指數          ,"76,665,522","5,375,397,316","40,019",-0.48
生技醫療類指數      ,"53,876,968","5,638,549,059","38,207",0.07
玻璃陶瓷類指數      ,"3,871,476","62,103,369","1,572",-0.54
造紙類指數          ,"9,640,090","201,750,748","5,266",2.95
鋼鐵類指數          ,"81,235,555","2,515,301,985","25,696",-0.71
橡膠類指數          ,"37,644,740","1,380,992,413","18,154",3.54
汽車類指數          ,"100,203,230","5,992,867,833","64,866",2.37
電子類指數          ,"1,631,246,064","136,828,422,618","804,967",-6.56
半導體類指數        ,"547,638,620","70,604,542,809","288,837",-3.34
電腦及週邊設備類指數,"243,537,646","13,417,082,225","112,151",-0.78
光電類指數          ,"313,551,060","11,250,224,464","107,386",-0.28
通信網路類指數      ,"147,384,255","9,335,657,543","81,223",-0.93
電子零組件類指數    ,"261,174,898","21,820,210,901","153,036",-2.08
電子通路類指數      ,"32,571,606","1,721,684,412","18,046",-1.26
資訊服務類指數      ,"2,122,687","80,967,933","2,272",-0.9
其他電子類指數      ,"83,265,292","8,598,052,331","42,016",-0.61
建材營造類指數      ,"40,854,299","1,373,062,912","19,883",-1.69
航運業類指數        ,"335,455,436","13,510,282,792","129,801",1.15
觀光事業類指數      ,"14,742,357","1,079,816,329","11,993",0.39
金融保險類指數      ,"784,040,511","17,070,221,845","155,190",-3.33
貿易百貨類指數      ,"15,610,993","1,618,901,059","43,174",-6.09
油電燃氣類指數      ,"5,398,710","416,478,873","2,786",0.95
其他類指數          ,"59,639,324","5,198,933,946","41,414",-2.92
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
