分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"43,240,458","1,303,160,448","19,323",-2.46
食品類指數          ,"18,960,131","1,376,145,982","22,420",7.13
塑膠類指數          ,"43,992,293","1,061,428,957","21,234",-1.72
紡織纖維類指數      ,"28,085,911","1,516,179,961","17,652",-11.05
電機機械類指數      ,"84,248,982","10,346,466,001","63,505",-3.53
電器電纜類指數      ,"29,779,572","839,899,411","16,521",-1.18
化學生技醫療類指數  ,"55,967,295","7,754,548,651","49,833",-2.61
化學類指數          ,"37,771,787","2,339,915,700","24,224",-1.49
生技醫療類指數      ,"18,195,508","5,414,632,951","25,609",-1.87
玻璃陶瓷類指數      ,"8,282,071","119,785,997","3,655",-0.37
造紙類指數          ,"3,522,548","71,231,192","2,960",-1.98
鋼鐵類指數          ,"50,249,190","3,277,129,183","28,294",-1.24
橡膠類指數          ,"9,256,471","271,598,284","5,876",-1.66
汽車類指數          ,"20,104,363","1,742,437,596","20,013",-3.11
電子類指數          ,"1,289,655,617","191,910,984,694","879,596",-1.6
半導體類指數        ,"361,583,261","73,002,247,330","240,393",-1.28
電腦及週邊設備類指數,"216,202,104","32,193,543,932","157,645",-0.9
光電類指數          ,"135,970,455","6,258,411,608","69,870",-0.35
通信網路類指數      ,"89,748,859","10,764,031,699","50,251",0.21
電子零組件類指數    ,"246,571,644","42,448,122,130","190,895",2.68
電子通路類指數      ,"44,073,554","2,985,043,460","27,459",-0.05
資訊服務類指數      ,"75,904,972","4,616,659,347","49,271",2.67
其他電子類指數      ,"119,600,768","19,642,925,188","93,812",-0.94
建材營造類指數      ,"43,083,079","1,623,074,860","28,628",-6.14
航運業類指數        ,"184,588,419","9,617,019,534","81,541",-1.42
觀光餐旅類指數      ,"3,960,025","543,977,866","8,675",-0.02
金融保險類指數      ,"841,134,040","18,575,665,310","168,081",-3.44
貿易百貨類指數      ,"9,872,874","584,604,985","7,401",-1.5
油電燃氣類指數      ,"3,669,010","138,357,039","3,181",-0.88
其他類指數          ,"57,655,918","3,177,557,666","36,341",-2.02
綠能環保類指數      ,"5,243,321","738,284,322","6,802",-0.26
數位雲端類指數      ,"2,701,091","450,733,419","4,599",-0.48
運動休閒類指數      ,"36,345,743","3,785,975,040","28,236",-0.51
居家生活類指數      ,"2,041,656","240,115,344","1,905",-1.82
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
