分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"32,743,705","1,101,914,338","18,639",-1.14
食品類指數          ,"32,587,885","2,119,435,283","26,359",-4.28
塑膠類指數          ,"87,794,933","2,619,211,538","40,218",-2.88
紡織纖維類指數      ,"36,334,893","1,887,800,899","21,667",-1.29
電機機械類指數      ,"159,652,507","19,423,111,029","118,666",-6.23
電器電纜類指數      ,"98,327,475","4,094,198,061","58,420",-3.5
化學生技醫療類指數  ,"61,785,921","10,217,530,859","58,895",-1.36
化學類指數          ,"31,252,826","3,210,983,856","23,875",-2.55
生技醫療類指數      ,"30,533,095","7,006,547,003","35,020",-0.46
玻璃陶瓷類指數      ,"57,756,201","1,289,446,244","20,804",1.8
造紙類指數          ,"13,861,136","378,692,994","8,092",-5.91
鋼鐵類指數          ,"156,108,984","8,477,301,973","90,411",-2.55
橡膠類指數          ,"61,568,716","3,256,546,466","31,988",-6.16
汽車類指數          ,"98,446,538","7,277,060,377","71,139",-6.77
電子類指數          ,"3,179,788,085","367,387,707,326","1,994,437",10.67
半導體類指數        ,"537,740,164","99,441,210,440","394,028",6.69
電腦及週邊設備類指數,"1,005,606,848","114,815,602,008","577,147",1.89
光電類指數          ,"445,616,815","19,700,810,126","212,436",-0.56
通信網路類指數      ,"117,398,530","10,741,151,763","70,626",-0.21
電子零組件類指數    ,"466,248,324","51,287,406,282","335,394",0.93
電子通路類指數      ,"107,276,572","7,824,267,110","78,549",-1.18
資訊服務類指數      ,"27,483,525","1,872,267,286","20,101",-1.99
其他電子類指數      ,"472,417,307","61,704,992,311","306,156",2.55
建材營造類指數      ,"240,201,348","10,203,720,085","134,531",-18.9
航運業類指數        ,"419,391,399","21,098,899,708","175,213",-0.98
觀光餐旅類指數      ,"23,608,135","2,150,244,802","23,769",-2.96
金融保險類指數      ,"596,519,511","16,292,759,178","215,736",-14.31
貿易百貨類指數      ,"29,710,208","1,524,405,668","21,027",-3.62
油電燃氣類指數      ,"7,175,320","424,281,616","6,438",-1.67
其他類指數          ,"93,885,691","6,544,637,138","76,754",-7.16
綠能環保類指數      ,"21,145,030","2,082,073,828","18,255",-2.93
數位雲端類指數      ,"4,078,062","444,863,371","3,953",-0.7
運動休閒類指數      ,"28,109,291","2,252,215,043","20,600",-1.03
居家生活類指數      ,"8,584,224","409,871,924","5,610",-0.79
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
