分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"21,103,573","727,946,315","11,004",0.5
食品類指數          ,"30,781,925","1,975,454,817","21,854",13.01
塑膠類指數          ,"26,177,506","1,023,188,873","16,545",-1.14
紡織纖維類指數      ,"41,108,302","1,747,295,075","19,401",3.82
電機機械類指數      ,"73,004,428","8,515,525,831","54,753",0.36
電器電纜類指數      ,"60,384,533","2,172,095,640","29,638",1.59
化學生技醫療類指數  ,"49,117,455","6,288,955,325","41,919",0.09
化學類指數          ,"24,026,943","3,339,951,915","19,484",-1.05
生技醫療類指數      ,"25,090,512","2,949,003,410","22,435",0.63
玻璃陶瓷類指數      ,"6,178,030","113,050,884","3,160",-0.35
造紙類指數          ,"6,521,681","174,503,326","4,314",2.32
鋼鐵類指數          ,"87,860,197","2,668,347,836","40,641",0.0
橡膠類指數          ,"8,426,913","321,733,453","6,371",0.63
汽車類指數          ,"38,831,094","2,631,229,771","27,808",-3.7
電子類指數          ,"2,014,464,161","216,429,025,934","1,314,533",-1.32
半導體類指數        ,"676,734,408","101,498,308,033","479,337",-0.07
電腦及週邊設備類指數,"414,619,678","43,104,970,528","268,851",-2.63
光電類指數          ,"177,325,990","9,910,871,092","91,886",0.36
通信網路類指數      ,"145,499,241","10,966,647,905","87,824",-0.33
電子零組件類指數    ,"458,038,034","37,446,874,589","288,542",-0.15
電子通路類指數      ,"22,935,716","1,601,991,297","19,515",-0.33
資訊服務類指數      ,"13,057,354","686,826,111","10,451",-1.55
其他電子類指數      ,"106,253,740","11,212,536,379","68,127",-0.28
建材營造類指數      ,"138,418,710","2,414,537,460","56,991",0.83
航運業類指數        ,"185,609,698","6,555,614,837","69,744",0.67
觀光餐旅類指數      ,"37,492,057","3,327,984,324","32,803",0.73
金融保險類指數      ,"312,489,148","6,615,894,331","111,101",-2.82
貿易百貨類指數      ,"12,083,008","512,154,842","6,927",1.13
油電燃氣類指數      ,"2,174,145","118,631,082","1,835",0.05
其他類指數          ,"35,133,250","2,475,280,603","30,641",-0.16
綠能環保類指數      ,"3,756,085","368,212,693","3,852",-0.26
數位雲端類指數      ,"783,015","173,545,117","1,388",0.13
運動休閒類指數      ,"16,817,161","2,850,700,179","14,447",0.51
居家生活類指數      ,"2,428,551","159,566,556","1,954",-0.02
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
