分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"12,646,917","417,192,296","8,803",-0.99
食品類指數          ,"28,205,348","1,896,180,107","22,350",-28.94
塑膠類指數          ,"90,246,472","2,120,662,399","55,418",-4.23
紡織纖維類指數      ,"36,737,389","1,560,659,503","21,096",-11.26
電機機械類指數      ,"204,416,423","24,574,801,467","148,618",-2.58
電器電纜類指數      ,"29,477,403","885,091,717","16,863",-1.2
化學生技醫療類指數  ,"42,610,012","10,852,249,038","51,915",1.29
化學類指數          ,"18,359,090","1,485,936,503","15,636",-1.36
生技醫療類指數      ,"24,250,922","9,366,312,535","36,279",1.48
玻璃陶瓷類指數      ,"10,824,029","164,547,811","5,635",-1.39
造紙類指數          ,"4,826,719","96,402,750","3,492",-2.66
鋼鐵類指數          ,"55,570,239","1,555,258,165","35,235",-1.5
橡膠類指數          ,"9,192,604","331,277,357","7,547",-4.44
汽車類指數          ,"39,705,026","3,953,737,668","37,214",-3.46
電子類指數          ,"1,959,655,343","317,163,280,382","1,471,755",11.35
半導體類指數        ,"479,890,485","145,200,466,522","392,972",5.4
電腦及週邊設備類指數,"281,662,151","44,266,944,964","264,907",2.51
光電類指數          ,"357,952,524","19,010,632,723","196,959",0.02
通信網路類指數      ,"223,170,009","21,556,433,249","137,814",-1.18
電子零組件類指數    ,"263,799,549","41,156,721,925","216,760",2.85
電子通路類指數      ,"21,113,924","1,588,137,376","18,393",-0.34
資訊服務類指數      ,"23,353,115","2,214,453,381","19,951",2.99
其他電子類指數      ,"308,713,586","42,169,490,242","223,999",4.5
建材營造類指數      ,"78,482,943","3,487,509,015","56,936",-6.24
航運業類指數        ,"177,952,445","12,039,664,823","91,164",0.03
觀光餐旅類指數      ,"4,097,162","482,327,340","10,895",-1.46
金融保險類指數      ,"363,771,754","10,471,652,337","114,094",-2.9
貿易百貨類指數      ,"25,627,642","1,260,151,318","16,533",-3.67
油電燃氣類指數      ,"9,912,126","355,359,903","9,612",-1.38
其他類指數          ,"42,939,804","3,948,377,972","39,700",-2.26
綠能環保類指數      ,"4,248,975","563,298,220","10,333",-0.53
數位雲端類指數      ,"2,736,471","404,303,934","3,781",0.09
運動休閒類指數      ,"21,649,421","2,216,530,777","23,478",-0.73
居家生活類指數      ,"4,965,594","936,336,028","4,624",1.82
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
