分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"37,861,544","1,437,056,817","25,459",-2.22
食品類指數          ,"21,616,613","1,071,373,062","15,824",4.87
塑膠類指數          ,"31,095,815","1,340,331,539","17,474",0.44
紡織纖維類指數      ,"27,329,040","1,347,243,960","16,246",0.11
電機機械類指數      ,"236,754,143","15,170,160,462","136,821",-0.29
電器電纜類指數      ,"102,150,885","4,253,405,164","49,354",0.02
化學生技醫療類指數  ,"143,419,400","17,731,658,320","102,875",-0.63
化學類指數          ,"51,786,110","7,248,394,608","35,168",-1.05
生技醫療類指數      ,"91,633,290","10,483,263,712","67,707",-0.21
玻璃陶瓷類指數      ,"10,633,216","215,888,393","4,773",-0.75
造紙類指數          ,"7,323,650","166,950,506","5,330",-0.78
鋼鐵類指數          ,"61,542,483","2,199,310,546","31,826",0.27
橡膠類指數          ,"10,841,078","354,651,947","5,989",0.61
汽車類指數          ,"71,538,775","4,648,834,489","49,261",-2.15
電子類指數          ,"1,788,185,934","159,302,857,012","990,558",-2.27
半導體類指數        ,"415,947,767","69,862,445,954","285,104",-1.63
電腦及週邊設備類指數,"301,305,427","18,263,138,023","170,744",-0.03
光電類指數          ,"290,210,058","15,716,012,465","138,735",0.11
通信網路類指數      ,"296,541,548","20,251,273,705","89,188",0.38
電子零組件類指數    ,"280,755,300","22,365,355,560","178,418",-0.15
電子通路類指數      ,"18,929,087","919,996,917","14,793",0.0
資訊服務類指數      ,"57,415,394","3,026,294,414","37,509",2.54
其他電子類指數      ,"127,081,353","8,898,339,974","76,067",-0.62
建材營造類指數      ,"31,907,713","878,195,330","20,489",0.26
航運業類指數        ,"266,099,948","14,456,309,391","138,578",-2.52
觀光事業類指數      ,"26,239,189","3,437,401,812","24,037",-1.78
金融保險類指數      ,"284,830,337","6,272,430,325","103,443",0.68
貿易百貨類指數      ,"23,366,071","1,332,586,245","13,462",-1.09
油電燃氣類指數      ,"4,290,180","303,783,178","3,639",1.21
其他類指數          ,"96,737,135","8,299,758,931","72,251",-1.81
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
