分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"28,775,954","986,972,285","12,157",2.24
食品類指數          ,"23,906,162","1,282,555,295","11,843",11.47
塑膠類指數          ,"54,041,451","1,906,847,681","25,073",1.39
紡織纖維類指數      ,"55,591,740","1,713,476,314","23,566",7.08
電機機械類指數      ,"97,482,848","5,867,228,573","52,397",2.56
電器電纜類指數      ,"75,173,205","3,241,254,814","31,672",-0.5
化學生技醫療類指數  ,"79,693,628","8,187,808,433","58,777",-0.47
化學類指數          ,"36,839,900","2,558,867,351","25,583",0.38
生技醫療類指數      ,"42,853,728","5,628,941,082","33,194",-0.75
玻璃陶瓷類指數      ,"28,674,780","606,593,573","14,285",-0.13
造紙類指數          ,"4,839,452","104,401,590","3,128",0.01
鋼鐵類指數          ,"81,442,674","2,600,310,073","31,247",3.01
橡膠類指數          ,"8,006,984","238,765,459","4,189",1.94
汽車類指數          ,"272,591,792","14,880,719,496","139,087",6.11
電子類指數          ,"1,250,017,355","121,141,603,319","739,432",5.68
半導體類指數        ,"339,934,396","58,043,572,207","232,157",3.32
電腦及週邊設備類指數,"137,085,180","8,261,676,658","77,702",0.7
光電類指數          ,"200,016,033","13,805,443,670","96,067",0.17
通信網路類指數      ,"253,085,622","11,622,226,951","134,507",1.63
電子零組件類指數    ,"224,856,264","21,869,151,767","140,905",0.35
電子通路類指數      ,"15,213,838","741,536,974","9,457",0.86
資訊服務類指數      ,"7,373,012","238,587,379","4,763",0.26
其他電子類指數      ,"72,453,010","6,559,407,713","43,874",0.17
建材營造類指數      ,"23,266,027","590,412,276","13,846",2.21
航運業類指數        ,"462,670,369","17,127,459,283","165,823",5.09
觀光事業類指數      ,"15,991,592","1,752,787,566","18,621",1.41
金融保險類指數      ,"514,382,588","11,143,123,990","140,571",29.42
貿易百貨類指數      ,"11,433,410","860,638,611","7,877",3.4
油電燃氣類指數      ,"4,971,952","278,147,072","2,822",0.56
其他類指數          ,"79,669,160","6,993,278,390","50,960",2.46
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
