分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"18,739,153","604,212,675","10,312",-1.16
食品類指數          ,"11,838,478","649,250,955","11,245",0.14
塑膠類指數          ,"29,294,330","1,166,059,456","18,976",-3.3
紡織纖維類指數      ,"14,511,791","913,884,664","13,137",-5.72
電機機械類指數      ,"155,656,449","19,946,165,498","109,494",0.3
電器電纜類指數      ,"23,447,648","721,528,712","14,901",-1.08
化學生技醫療類指數  ,"37,248,557","4,938,384,057","43,690",-0.48
化學類指數          ,"16,861,727","1,850,519,993","14,861",-0.79
生技醫療類指數      ,"20,386,830","3,087,864,064","28,829",-0.2
玻璃陶瓷類指數      ,"6,195,478","104,421,886","3,098",-0.65
造紙類指數          ,"7,316,512","191,494,796","5,057",-3.8
鋼鐵類指數          ,"50,394,168","1,877,091,715","28,069",-0.8
橡膠類指數          ,"7,878,823","298,868,638","5,379",-0.93
汽車類指數          ,"25,589,114","1,896,340,888","21,005",-1.11
電子類指數          ,"1,671,527,408","245,133,122,762","1,190,352",5.84
半導體類指數        ,"430,108,260","100,693,577,097","363,195",4.51
電腦及週邊設備類指數,"497,911,881","69,209,121,136","303,882",1.39
光電類指數          ,"200,530,317","8,517,248,161","102,358",-0.07
通信網路類指數      ,"100,560,943","7,952,427,905","74,254",-0.41
電子零組件類指數    ,"309,058,551","45,546,401,331","241,020",-0.16
電子通路類指數      ,"59,435,235","5,935,305,719","51,677",-1.66
資訊服務類指數      ,"16,990,015","1,182,401,995","13,214",0.23
其他電子類指數      ,"56,932,206","6,096,639,418","40,752",-0.47
建材營造類指數      ,"46,369,237","1,121,476,862","25,628",-1.31
航運業類指數        ,"137,907,031","6,357,326,064","65,823",0.11
觀光餐旅類指數      ,"5,674,372","656,834,419","6,969",0.3
金融保險類指數      ,"298,004,706","7,324,697,852","114,957",-10.62
貿易百貨類指數      ,"8,965,295","365,978,653","11,687",-2.22
油電燃氣類指數      ,"2,645,970","170,036,542","2,509",-2.07
其他類指數          ,"36,100,727","3,198,726,052","35,643",-1.18
綠能環保類指數      ,"5,386,301","517,503,760","5,792",0.08
數位雲端類指數      ,"6,362,448","963,906,950","10,686",-2.26
運動休閒類指數      ,"10,174,616","926,272,360","9,608",-0.49
居家生活類指數      ,"2,578,944","183,687,987","2,059",-1.53
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
