分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"35,581,485","1,183,799,181","21,798",-0.98
食品類指數          ,"12,142,096","572,745,487","10,292",16.0
塑膠類指數          ,"17,981,086","540,799,571","10,410",1.37
紡織纖維類指數      ,"14,999,708","748,057,209","9,231",1.71
電機機械類指數      ,"82,952,887","8,775,155,741","53,274",2.29
電器電纜類指數      ,"23,232,124","783,566,525","14,295",0.96
化學生技醫療類指數  ,"36,632,918","7,683,933,260","31,119",2.15
化學類指數          ,"23,159,572","5,687,256,048","17,632",2.95
生技醫療類指數      ,"13,473,346","1,996,677,212","13,487",1.03
玻璃陶瓷類指數      ,"9,067,345","170,806,046","3,482",0.23
造紙類指數          ,"6,299,879","178,229,461","4,544",3.29
鋼鐵類指數          ,"38,183,179","2,341,408,681","23,952",-0.04
橡膠類指數          ,"8,886,709","310,972,727","5,462",-0.69
汽車類指數          ,"84,669,866","5,680,775,161","55,967",7.87
電子類指數          ,"1,260,091,900","158,091,387,879","858,507",5.23
半導體類指數        ,"379,404,394","63,858,135,739","268,952",2.49
電腦及週邊設備類指數,"282,308,059","40,132,426,212","194,658",-0.09
光電類指數          ,"95,480,173","4,643,758,433","50,815",0.33
通信網路類指數      ,"83,104,102","8,208,606,733","63,773",0.87
電子零組件類指數    ,"318,087,208","31,820,194,030","205,446",2.3
電子通路類指數      ,"38,851,315","2,856,694,693","28,070",1.06
資訊服務類指數      ,"9,600,877","378,641,627","7,277",1.6
其他電子類指數      ,"53,255,772","6,192,930,412","39,516",0.69
建材營造類指數      ,"55,217,099","1,271,420,181","29,922",0.38
航運業類指數        ,"146,308,574","5,862,967,359","62,981",0.74
觀光餐旅類指數      ,"4,893,548","434,261,855","4,949",1.49
金融保險類指數      ,"176,861,763","4,369,032,715","75,559",9.77
貿易百貨類指數      ,"9,240,005","383,526,488","6,874",0.71
油電燃氣類指數      ,"1,725,359","105,210,836","2,052",0.25
其他類指數          ,"40,322,757","2,001,069,085","25,318",3.04
綠能環保類指數      ,"3,147,642","316,553,497","3,508",0.38
數位雲端類指數      ,"854,627","329,004,213","2,078",3.17
運動休閒類指數      ,"18,970,140","1,868,696,821","14,905",1.29
居家生活類指數      ,"1,518,811","179,230,842","1,162",-0.75
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
