分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"16,976,160","545,088,038","7,865",0.23
食品類指數          ,"14,700,396","837,932,866","14,929",-9.67
塑膠類指數          ,"51,463,387","2,161,694,612","31,368",4.39
紡織纖維類指數      ,"24,057,708","1,369,068,308","14,155",0.38
電機機械類指數      ,"163,123,269","19,421,488,756","119,851",8.19
電器電纜類指數      ,"54,605,717","2,000,247,310","33,968",-0.51
化學生技醫療類指數  ,"64,027,900","10,999,039,050","78,659",1.58
化學類指數          ,"19,544,698","3,045,398,889","18,491",0.85
生技醫療類指數      ,"44,483,202","7,953,640,161","60,168",1.23
玻璃陶瓷類指數      ,"9,007,207","179,667,865","4,715",0.25
造紙類指數          ,"7,628,439","211,267,758","5,279",3.21
鋼鐵類指數          ,"69,328,683","3,408,352,822","43,825",0.54
橡膠類指數          ,"11,038,153","407,324,672","8,018",-0.42
汽車類指數          ,"73,918,750","4,917,914,062","60,376",4.35
電子類指數          ,"1,837,843,518","245,911,851,450","1,382,490",-8.09
半導體類指數        ,"342,734,390","71,186,146,025","318,988",-5.86
電腦及週邊設備類指數,"507,473,526","70,553,826,492","368,675",-3.81
光電類指數          ,"231,879,500","12,021,807,444","117,814",0.49
通信網路類指數      ,"85,749,038","8,002,857,057","64,739",0.94
電子零組件類指數    ,"393,485,160","49,991,532,114","301,725",1.3
電子通路類指數      ,"80,424,307","7,417,874,705","59,609",-4.74
資訊服務類指數      ,"6,273,318","422,305,830","6,989",1.39
其他電子類指數      ,"189,824,279","26,315,501,783","143,951",0.25
建材營造類指數      ,"152,546,149","4,408,565,954","69,419",8.45
航運業類指數        ,"185,300,260","12,679,730,412","94,891",-0.25
觀光餐旅類指數      ,"7,421,183","746,017,352","10,520",1.03
金融保險類指數      ,"334,987,866","8,498,425,266","154,640",-8.49
貿易百貨類指數      ,"11,814,028","525,755,552","9,370",2.17
油電燃氣類指數      ,"13,712,323","852,345,910","10,149",2.81
其他類指數          ,"45,482,150","3,563,973,240","37,582",4.02
綠能環保類指數      ,"17,087,976","2,077,140,086","14,394",1.48
數位雲端類指數      ,"1,629,191","348,246,717","2,739",0.68
運動休閒類指數      ,"29,820,101","2,763,433,511","20,443",-0.58
居家生活類指數      ,"6,631,966","300,737,612","4,651",0.05
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
