分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"18,454,237","648,777,707","9,226",-0.24
食品類指數          ,"29,755,695","1,804,685,438","36,298",-31.6
塑膠類指數          ,"78,036,344","1,644,694,704","33,883",-1.53
紡織纖維類指數      ,"25,390,448","1,548,812,073","21,465",-4.3
電機機械類指數      ,"180,557,542","21,607,844,604","144,056",4.7
電器電纜類指數      ,"38,083,574","995,062,883","17,598",0.2
化學生技醫療類指數  ,"38,592,132","6,741,293,404","43,223",-0.07
化學類指數          ,"16,838,308","2,249,632,112","14,299",0.4
生技醫療類指數      ,"21,753,824","4,491,661,292","28,924",-0.16
玻璃陶瓷類指數      ,"6,922,688","107,292,030","3,249",-0.31
造紙類指數          ,"4,719,718","114,013,203","3,139",-2.0
鋼鐵類指數          ,"92,931,851","3,257,447,798","45,055",-0.3
橡膠類指數          ,"11,617,295","337,662,207","6,654",0.9
汽車類指數          ,"34,288,715","2,923,007,484","29,475",0.46
電子類指數          ,"1,991,322,406","275,036,030,086","1,304,993",13.45
半導體類指數        ,"703,506,336","122,636,547,223","417,562",8.36
電腦及週邊設備類指數,"302,238,265","41,807,656,757","222,917",1.72
光電類指數          ,"313,781,661","18,764,346,818","157,915",0.18
通信網路類指數      ,"90,487,412","12,900,192,117","64,283",-0.73
電子零組件類指數    ,"249,264,190","40,330,468,346","200,072",0.5
電子通路類指數      ,"72,381,474","4,888,950,898","56,590",0.56
資訊服務類指數      ,"34,334,295","2,632,064,208","25,417",-0.91
其他電子類指數      ,"225,328,773","31,075,803,719","160,237",3.25
建材營造類指數      ,"76,073,212","2,971,012,677","43,441",1.82
航運業類指數        ,"438,712,436","37,742,455,382","241,323",7.17
觀光餐旅類指數      ,"4,271,529","500,101,252","6,897",-0.59
金融保險類指數      ,"523,450,258","17,642,452,502","148,092",9.47
貿易百貨類指數      ,"15,285,181","640,286,031","9,984",-2.22
油電燃氣類指數      ,"16,039,329","729,253,299","9,369",-2.05
其他類指數          ,"46,339,372","2,551,850,548","30,868",1.12
綠能環保類指數      ,"8,491,921","950,827,769","9,802",1.0
數位雲端類指數      ,"3,887,777","455,872,072","5,031",0.4
運動休閒類指數      ,"22,845,869","2,881,011,492","21,632",1.38
居家生活類指數      ,"5,673,575","695,166,450","4,946",3.65
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
