分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"27,461,475","882,770,782","13,521",0.64
食品類指數          ,"39,193,285","2,368,677,312","22,973",-13.11
塑膠類指數          ,"140,380,868","3,662,605,491","66,681",1.49
紡織纖維類指數      ,"37,926,433","1,553,233,930","21,992",-2.05
電機機械類指數      ,"119,824,567","15,721,077,301","96,300",-6.98
電器電纜類指數      ,"33,679,507","975,516,691","18,235",-1.22
化學生技醫療類指數  ,"134,398,574","11,620,719,383","105,985",-2.49
化學類指數          ,"34,489,877","2,203,796,062","30,237",-2.41
生技醫療類指數      ,"99,908,697","9,416,923,321","75,748",-1.54
玻璃陶瓷類指數      ,"10,259,925","152,675,170","5,283",0.19
造紙類指數          ,"7,221,957","154,054,787","5,221",0.61
鋼鐵類指數          ,"86,501,504","2,684,460,493","45,934",-1.56
橡膠類指數          ,"15,277,272","564,047,238","10,064",-0.13
汽車類指數          ,"58,133,408","4,296,878,805","43,139",-4.43
電子類指數          ,"1,924,569,015","319,775,492,860","1,588,704",-36.86
半導體類指數        ,"459,302,093","141,138,629,150","459,842",-17.56
電腦及週邊設備類指數,"274,106,940","44,805,409,102","231,466",-7.84
光電類指數          ,"302,131,514","20,997,393,881","163,038",-1.14
通信網路類指數      ,"130,655,784","15,314,513,466","94,050",-2.19
電子零組件類指數    ,"303,585,310","42,983,796,045","240,277",-9.48
電子通路類指數      ,"28,927,692","1,960,075,945","23,569",-4.78
資訊服務類指數      ,"25,367,457","1,792,895,691","21,373",-2.73
其他電子類指數      ,"400,492,225","50,782,779,580","355,089",-8.39
建材營造類指數      ,"84,914,383","3,201,883,407","55,741",-5.74
航運業類指數        ,"218,179,198","15,580,972,809","133,473",-4.79
觀光餐旅類指數      ,"5,005,755","394,425,160","7,652",-1.36
金融保險類指數      ,"546,257,243","15,366,380,082","190,509",-14.3
貿易百貨類指數      ,"21,040,313","886,257,089","13,034",0.22
油電燃氣類指數      ,"19,271,065","663,690,404","10,865",2.68
其他類指數          ,"59,610,544","3,604,546,759","44,014",-4.08
綠能環保類指數      ,"8,431,768","1,004,337,494","9,434",-1.73
數位雲端類指數      ,"3,348,230","415,101,129","4,172",-0.25
運動休閒類指數      ,"26,528,965","3,378,352,421","24,872",-0.41
居家生活類指數      ,"6,822,405","697,823,081","5,873",0.92
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
