分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"39,537,153","1,449,770,769","18,710",-0.94
食品類指數          ,"39,523,368","2,978,851,240","26,196",46.56
塑膠類指數          ,"37,055,911","913,662,325","19,261",-0.59
紡織纖維類指數      ,"38,811,284","1,686,465,465","20,058",-6.36
電機機械類指數      ,"246,805,737","31,482,626,958","192,569",-2.55
電器電纜類指數      ,"33,281,028","1,098,591,467","18,657",-0.75
化學生技醫療類指數  ,"57,682,922","8,007,572,214","58,239",-0.69
化學類指數          ,"27,733,397","3,216,938,262","25,981",-2.02
生技醫療類指數      ,"29,949,525","4,790,633,952","32,258",-0.08
玻璃陶瓷類指數      ,"6,661,417","99,080,347","2,995",-0.93
造紙類指數          ,"20,161,251","1,045,223,423","11,303",1.98
鋼鐵類指數          ,"64,873,954","2,886,703,951","37,414",-0.39
橡膠類指數          ,"38,345,287","1,655,552,449","21,829",-0.07
汽車類指數          ,"27,422,605","2,164,813,943","26,818",-6.26
電子類指數          ,"1,470,491,809","178,860,040,968","1,096,636",-20.61
半導體類指數        ,"345,468,823","62,674,028,692","292,862",-10.27
電腦及週邊設備類指數,"358,219,614","37,424,627,237","245,075",-5.01
光電類指數          ,"264,286,898","11,700,122,064","125,401",-0.64
通信網路類指數      ,"69,169,862","8,100,512,811","50,531",-1.22
電子零組件類指數    ,"161,317,855","26,159,028,733","149,937",-4.55
電子通路類指數      ,"43,020,328","2,977,945,216","37,227",-1.59
資訊服務類指數      ,"19,882,990","1,502,201,076","15,496",-3.49
其他電子類指數      ,"209,125,439","28,321,575,139","180,107",-3.76
建材營造類指數      ,"90,389,048","4,212,247,286","59,497",-1.12
航運業類指數        ,"466,982,787","41,158,628,634","267,445",-2.8
觀光餐旅類指數      ,"8,879,415","1,184,154,586","11,616",0.53
金融保險類指數      ,"608,734,415","18,801,774,024","204,364",-23.69
貿易百貨類指數      ,"18,371,067","680,479,551","13,047",-2.78
油電燃氣類指數      ,"12,477,825","506,767,819","8,629",-1.36
其他類指數          ,"56,587,214","2,875,839,779","37,498",-2.33
綠能環保類指數      ,"34,003,796","4,417,320,836","40,472",2.18
數位雲端類指數      ,"2,715,173","329,073,419","9,449",-0.95
運動休閒類指數      ,"31,137,401","3,246,732,582","22,873",-1.72
居家生活類指數      ,"3,911,591","576,864,777","3,459",-2.33
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
