分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"18,176,851","777,036,474","9,760",2.62
食品類指數          ,"21,170,214","1,114,833,597","12,652",19.5
塑膠類指數          ,"70,594,106","2,229,569,929","26,466",5.46
紡織纖維類指數      ,"42,635,389","1,455,672,639","16,746",12.59
電機機械類指數      ,"106,502,551","4,466,187,439","38,441",4.35
電器電纜類指數      ,"22,625,708","546,286,406","9,907",2.67
化學生技醫療類指數  ,"144,862,895","10,629,860,476","80,479",2.55
化學類指數          ,"100,441,416","7,718,493,989","55,485",2.53
生技醫療類指數      ,"44,421,479","2,911,366,487","24,994",1.75
玻璃陶瓷類指數      ,"32,532,107","1,045,204,114","15,020",5.03
造紙類指數          ,"56,934,971","1,722,950,676","25,357",12.04
鋼鐵類指數          ,"269,602,752","10,181,007,654","123,173",3.58
橡膠類指數          ,"23,927,193","992,529,379","10,211",5.93
汽車類指數          ,"11,861,841","767,629,367","7,970",6.95
電子類指數          ,"1,850,836,744","162,483,812,517","890,906",19.28
半導體類指數        ,"785,950,577","105,799,933,618","446,118",11.56
電腦及週邊設備類指數,"106,718,377","6,435,806,047","51,607",1.5
光電類指數          ,"584,886,238","15,406,603,973","174,807",0.66
通信網路類指數      ,"65,087,559","5,119,937,627","37,901",-0.58
電子零組件類指數    ,"214,152,085","23,183,995,383","130,524",4.47
電子通路類指數      ,"19,867,574","820,878,085","10,969",2.71
資訊服務類指數      ,"1,589,061","64,916,905","1,186",1.55
其他電子類指數      ,"72,585,273","5,651,740,879","37,794",2.3
建材營造類指數      ,"44,306,247","1,220,722,994","18,618",5.91
航運業類指數        ,"1,152,304,566","137,365,828,267","485,724",21.06
觀光事業類指數      ,"4,468,996","393,238,122","4,252",1.54
金融保險類指數      ,"429,008,761","11,390,696,686","107,339",18.39
貿易百貨類指數      ,"34,212,107","2,251,611,630","13,508",-1.03
油電燃氣類指數      ,"5,263,976","344,987,460","2,612",1.79
其他類指數          ,"79,475,846","5,339,965,835","42,088",7.14
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
