分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"36,361,908","907,521,291","13,289",-0.25,
食品類指數          ,"16,139,316","1,052,255,230","20,060",4.75,
塑膠類指數          ,"164,417,455","5,684,286,188","69,742",4.98,
紡織纖維類指數      ,"24,475,787","777,560,628","15,848",3.88,
電機機械類指數      ,"148,731,787","21,627,615,546","114,513",4.9,
電器電纜類指數      ,"228,597,895","6,790,388,455","75,867",5.78,
化學生技醫療類指數  ,"101,113,971","11,792,268,786","117,526",-1.47,
化學類指數          ,"55,141,619","3,053,772,206","38,808",0.94,
生技醫療類指數      ,"45,972,352","8,738,496,580","78,718",-1.47,
玻璃陶瓷類指數      ,"146,245,249","4,314,372,618","47,300",6.05,
造紙類指數          ,"6,586,189","104,518,867","3,884",-0.88,
鋼鐵類指數          ,"118,885,302","3,836,908,687","49,640",1.01,
橡膠類指數          ,"13,545,393","386,739,951","9,809",-0.15,
汽車類指數          ,"25,559,066","2,077,054,282","24,317",3.51,
電子類指數          ,"3,020,789,968","432,994,715,411","2,164,685",32.43,
半導體類指數        ,"1,340,953,305","169,415,908,505","746,433",20.33,
電腦及週邊設備類指數,"524,131,445","83,144,570,115","456,243",4.09,
光電類指數          ,"283,464,523","15,294,695,741","138,941",0.92,
通信網路類指數      ,"90,633,341","17,426,020,788","79,894",-1.99,
電子零組件類指數    ,"541,387,669","110,200,662,019","513,878",7.35,
電子通路類指數      ,"51,827,640","2,903,390,790","38,072",3.49,
資訊服務類指數      ,"5,319,741","414,738,494","6,096",1.11,
其他電子類指數      ,"183,072,304","34,194,728,959","185,128",1.73,
建材營造類指數      ,"61,090,174","2,084,121,772","45,790",-0.97,
航運業類指數        ,"118,724,109","6,337,516,917","74,773",0.05,
觀光餐旅類指數      ,"2,564,204","259,760,842","4,361",0.0,
金融保險類指數      ,"466,082,322","12,476,881,849","150,114",2.42,
貿易百貨類指數      ,"10,518,797","513,027,291","9,143",-1.45,
油電燃氣類指數      ,"9,960,987","406,198,518","6,857",2.62,
其他類指數          ,"54,188,484","5,607,496,966","56,146",-0.9,
綠能環保類指數      ,"10,762,084","1,442,840,636","13,482",1.16,
數位雲端類指數      ,"1,871,649","362,865,974","5,018",1.41,
運動休閒類指數      ,"19,831,454","1,862,706,618","18,250",1.03,
居家生活類指數      ,"2,546,134","407,447,634","2,779",1.43,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
