分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"31,078,518","1,006,868,701","15,377",-0.22
食品類指數          ,"27,189,677","1,744,269,308","21,981",-24.73
塑膠類指數          ,"80,973,071","1,853,091,993","38,132",1.78
紡織纖維類指數      ,"39,106,688","2,844,378,291","25,376",10.52
電機機械類指數      ,"121,151,676","12,764,770,185","101,887",5.14
電器電纜類指數      ,"33,841,262","837,743,679","19,986",0.92
化學生技醫療類指數  ,"59,805,066","10,059,480,303","69,520",1.78
化學類指數          ,"27,635,520","4,090,337,732","26,519",2.01
生技醫療類指數      ,"32,169,546","5,969,142,571","43,001",1.02
玻璃陶瓷類指數      ,"18,355,366","268,184,029","7,961",0.7
造紙類指數          ,"6,436,888","114,666,110","4,576",1.3
鋼鐵類指數          ,"105,050,064","3,631,053,139","55,189",3.63
橡膠類指數          ,"17,332,360","595,489,897","11,854",-4.52
汽車類指數          ,"46,456,310","3,130,047,247","41,195",1.83
電子類指數          ,"2,109,048,317","312,641,385,198","1,641,204",-5.39
半導體類指數        ,"575,494,240","134,197,661,867","586,630",-10.15
電腦及週邊設備類指數,"449,947,522","57,867,533,953","296,693",8.29
光電類指數          ,"282,601,328","14,829,115,085","144,361",1.05
通信網路類指數      ,"125,648,667","15,184,184,402","87,817",-0.38
電子零組件類指數    ,"290,328,152","44,261,935,744","249,878",3.55
電子通路類指數      ,"53,436,188","2,986,110,384","43,043",5.73
資訊服務類指數      ,"28,775,629","2,597,023,678","23,602",1.76
其他電子類指數      ,"302,816,591","40,717,820,085","209,180",2.97
建材營造類指數      ,"134,339,700","4,383,757,667","69,739",4.74
航運業類指數        ,"591,004,510","40,554,969,129","274,136",5.24
觀光餐旅類指數      ,"6,459,872","801,938,620","13,445",-0.04
金融保險類指數      ,"664,370,444","17,147,785,600","198,989",4.31
貿易百貨類指數      ,"19,126,530","1,223,232,985","15,370",-3.23
油電燃氣類指數      ,"9,725,479","343,008,849","6,657",0.78
其他類指數          ,"43,739,388","2,717,706,585","36,351",4.32
綠能環保類指數      ,"10,187,654","881,037,683","10,822",0.97
數位雲端類指數      ,"4,231,771","681,933,584","6,314",-0.07
運動休閒類指數      ,"34,242,425","3,574,411,512","29,118",0.35
居家生活類指數      ,"11,273,733","1,059,732,120","6,529",3.73
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
