分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"46,085,611","1,173,053,629","17,805",0.29
食品類指數          ,"21,290,545","1,322,947,565","24,051",-8.4
塑膠類指數          ,"277,314,412","10,093,842,453","122,482",4.76
紡織纖維類指數      ,"125,588,871","2,866,330,661","46,777",2.57
電機機械類指數      ,"241,916,510","23,618,616,417","186,438",4.61
電器電纜類指數      ,"83,860,414","2,485,484,894","44,312",1.87
化學生技醫療類指數  ,"233,245,177","15,278,389,650","151,105",3.21
化學類指數          ,"185,216,468","8,105,437,030","89,349",4.43
生技醫療類指數      ,"48,028,709","7,172,952,620","61,756",1.65
玻璃陶瓷類指數      ,"227,849,453","8,017,991,114","76,759",7.55
造紙類指數          ,"7,290,320","108,977,040","4,453",-1.07
鋼鐵類指數          ,"144,300,752","4,664,625,378","60,504",0.71
橡膠類指數          ,"12,939,090","355,161,304","7,522",2.65
汽車類指數          ,"45,399,657","4,532,788,139","63,536",-0.17
電子類指數          ,"2,540,300,284","315,750,153,049","1,844,838",8.52
半導體類指數        ,"511,092,125","79,301,974,667","350,506",1.27
電腦及週邊設備類指數,"498,904,288","58,994,570,263","394,680",2.37
光電類指數          ,"369,791,896","18,386,714,539","190,423",0.55
通信網路類指數      ,"130,481,820","22,759,847,012","97,794",3.66
電子零組件類指數    ,"664,232,885","88,918,911,201","491,086",6.39
電子通路類指數      ,"39,252,370","2,301,205,282","49,939",-0.02
資訊服務類指數      ,"8,352,272","616,161,676","9,589",0.22
其他電子類指數      ,"318,192,628","44,470,768,409","260,821",2.4
建材營造類指數      ,"71,780,210","2,475,345,098","50,095",0.95
航運業類指數        ,"232,196,664","14,943,372,239","137,736",1.31
觀光餐旅類指數      ,"3,280,713","431,117,006","5,928",0.01
金融保險類指數      ,"392,635,015","12,207,698,906","142,026",7.18
貿易百貨類指數      ,"9,788,719","429,571,345","6,554",0.24
油電燃氣類指數      ,"9,349,080","396,351,235","7,278",-0.64
其他類指數          ,"43,533,573","3,090,093,840","34,676",1.06
綠能環保類指數      ,"13,071,754","1,618,585,891","25,662",0.6
數位雲端類指數      ,"2,168,072","269,904,219","3,448",0.17
運動休閒類指數      ,"22,777,519","1,804,255,475","19,085",-1.44
居家生活類指數      ,"3,081,211","404,856,323","3,165",-3.65
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
