分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"24,022,261","825,407,709","12,169",0.72
食品類指數          ,"11,319,280","551,591,510","8,492",0.07
塑膠類指數          ,"20,917,999","857,858,313","11,807",1.07
紡織纖維類指數      ,"30,347,705","1,231,287,176","13,744",1.45
電機機械類指數      ,"130,457,415","10,537,984,447","80,487",1.09
電器電纜類指數      ,"138,162,388","6,399,082,122","59,068",3.4
化學生技醫療類指數  ,"69,556,489","9,950,558,096","52,797",1.09
化學類指數          ,"24,846,838","3,623,809,535","18,299",0.98
生技醫療類指數      ,"44,709,651","6,326,748,561","34,498",0.79
玻璃陶瓷類指數      ,"6,892,043","138,502,203","3,292",0.29
造紙類指數          ,"4,155,322","88,640,139","2,510",1.08
鋼鐵類指數          ,"61,749,055","2,098,676,407","30,746",1.39
橡膠類指數          ,"8,270,594","246,844,033","4,878",1.29
汽車類指數          ,"80,621,677","5,662,199,535","49,483",3.33
電子類指數          ,"1,348,080,141","137,034,496,499","752,244",6.34
半導體類指數        ,"374,742,821","72,043,813,487","249,789",2.49
電腦及週邊設備類指數,"159,735,178","9,288,052,849","85,800",1.15
光電類指數          ,"366,547,155","11,811,143,067","124,924",0.5
通信網路類指數      ,"122,313,904","8,093,861,441","71,560",1.1
電子零組件類指數    ,"211,177,857","26,066,953,000","149,086",2.85
電子通路類指數      ,"17,794,564","944,280,372","11,167",1.64
資訊服務類指數      ,"26,223,592","1,051,210,523","16,945",0.5
其他電子類指數      ,"69,545,070","7,735,181,760","42,973",0.89
建材營造類指數      ,"15,530,689","394,912,534","10,560",0.44
航運業類指數        ,"499,618,927","14,263,968,458","145,600",2.5
觀光事業類指數      ,"97,720,920","11,871,738,528","71,828",2.88
金融保險類指數      ,"263,729,024","5,947,225,466","88,613",3.44
貿易百貨類指數      ,"15,392,188","2,254,661,695","12,341",3.4
油電燃氣類指數      ,"4,001,510","293,084,891","2,588",2.05
其他類指數          ,"77,287,872","8,415,687,302","58,511",-0.04
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
