分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"24,081,420","846,534,738","13,214",0.19
食品類指數          ,"19,809,101","1,517,897,008","13,286",-5.68
塑膠類指數          ,"123,153,920","4,640,540,114","59,505",0.07
紡織纖維類指數      ,"58,726,490","3,590,439,711","34,011",-13.34
電機機械類指數      ,"106,144,116","11,590,690,299","74,802",2.13
電器電纜類指數      ,"22,868,772","734,006,637","13,977",1.5
化學生技醫療類指數  ,"34,773,653","3,442,353,447","34,334",1.68
化學類指數          ,"24,230,621","1,640,761,974","19,154",1.9
生技醫療類指數      ,"10,543,032","1,801,591,473","15,180",0.97
玻璃陶瓷類指數      ,"13,028,995","242,610,235","5,154",0.4
造紙類指數          ,"4,914,334","115,255,651","3,301",4.99
鋼鐵類指數          ,"59,996,166","2,257,393,236","28,087",1.76
橡膠類指數          ,"16,585,029","674,337,871","9,455",3.15
汽車類指數          ,"30,470,939","2,512,779,985","26,070",-1.45
電子類指數          ,"1,962,616,520","291,253,123,141","1,337,584",-4.43
半導體類指數        ,"528,338,358","131,012,544,206","378,926",-3.03
電腦及週邊設備類指數,"317,161,383","45,317,342,336","232,757",1.94
光電類指數          ,"216,324,774","12,099,097,556","115,633",0.21
通信網路類指數      ,"161,637,075","16,165,567,701","103,176",0.3
電子零組件類指數    ,"294,396,854","36,513,459,324","223,447",-1.7
電子通路類指數      ,"39,789,964","2,825,804,539","32,547",2.98
資訊服務類指數      ,"4,929,603","405,776,315","4,593",0.92
其他電子類指數      ,"400,038,509","46,913,531,164","246,505",-2.04
建材營造類指數      ,"109,541,258","5,972,066,370","73,041",15.88
航運業類指數        ,"323,015,696","26,960,814,252","169,216",6.58
觀光餐旅類指數      ,"3,727,015","369,498,703","5,888",2.02
金融保險類指數      ,"604,533,548","17,121,489,760","193,282",-13.51
貿易百貨類指數      ,"23,953,303","1,961,611,906","69,141",-9.98
油電燃氣類指數      ,"6,346,305","296,583,507","4,575",0.18
其他類指數          ,"41,048,499","3,799,419,977","35,428",1.03
綠能環保類指數      ,"8,275,749","836,745,099","8,058",2.03
數位雲端類指數      ,"1,940,308","238,922,877","3,225",-0.2
運動休閒類指數      ,"29,036,823","3,234,639,929","27,913",-0.26
居家生活類指數      ,"6,004,629","579,387,714","4,707",-1.42
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
