分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"43,374,115","1,493,695,783","20,641",-1.61
食品類指數          ,"12,848,522","700,615,961","11,588",-8.93
塑膠類指數          ,"57,094,731","2,136,523,855","27,567",-0.52
紡織纖維類指數      ,"16,969,533","697,895,998","9,323",-1.65
電機機械類指數      ,"125,359,892","13,075,344,037","79,997",4.84
電器電纜類指數      ,"43,998,860","1,786,855,563","20,611",-1.04
化學生技醫療類指數  ,"331,569,875","15,623,119,471","162,334",0.65
化學類指數          ,"289,995,607","11,809,572,748","128,835",0.59
生技醫療類指數      ,"41,574,268","3,813,546,723","33,499",0.47
玻璃陶瓷類指數      ,"13,369,331","319,957,357","6,751",-0.31
造紙類指數          ,"72,660,485","1,886,145,433","35,786",-7.29
鋼鐵類指數          ,"66,657,889","2,593,765,480","37,156",-0.84
橡膠類指數          ,"7,476,544","233,133,792","3,714",1.4
汽車類指數          ,"88,123,867","5,225,164,200","51,843",-0.67
電子類指數          ,"1,083,995,804","117,658,375,736","682,911",3.54
半導體類指數        ,"361,096,319","63,331,876,548","255,593",2.01
電腦及週邊設備類指數,"217,065,043","16,957,069,312","119,889",2.15
光電類指數          ,"137,969,736","6,246,897,993","66,385",-0.2
通信網路類指數      ,"76,533,293","5,699,924,676","50,721",-0.68
電子零組件類指數    ,"204,732,466","18,885,215,114","132,984",0.91
電子通路類指數      ,"10,614,521","604,497,973","8,442",0.53
資訊服務類指數      ,"32,151,320","1,927,979,565","21,535",0.49
其他電子類指數      ,"43,833,106","4,004,914,555","27,362",-0.04
建材營造類指數      ,"32,086,418","794,381,790","15,338",0.57
航運業類指數        ,"272,508,245","13,968,161,241","132,000",0.45
觀光事業類指數      ,"18,672,762","3,343,012,703","18,690",-0.06
金融保險類指數      ,"247,587,343","4,890,120,724","83,153",-3.88
貿易百貨類指數      ,"28,238,542","1,416,787,288","16,129",-1.18
油電燃氣類指數      ,"2,998,883","183,807,889","2,738",-0.6
其他類指數          ,"78,553,962","6,477,091,879","50,545",-1.05
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
