分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"19,100,536","643,126,848","14,045",-1.43
食品類指數          ,"35,361,959","1,363,930,655","22,145",-16.16
塑膠類指數          ,"34,556,123","1,245,349,640","17,946",-0.75
紡織纖維類指數      ,"28,622,105","2,062,194,158","17,250",-3.5
電機機械類指數      ,"118,496,825","14,015,717,797","96,417",-7.77
電器電纜類指數      ,"73,561,119","2,534,969,939","38,859",-1.9
化學生技醫療類指數  ,"80,406,889","13,232,895,323","68,747",-2.9
化學類指數          ,"26,868,873","5,327,853,694","22,841",-4.06
生技醫療類指數      ,"53,538,016","7,905,041,629","45,906",-1.35
玻璃陶瓷類指數      ,"46,602,810","995,093,358","15,482",-3.15
造紙類指數          ,"43,443,306","1,271,734,138","24,791",-15.18
鋼鐵類指數          ,"70,486,623","3,087,718,117","40,320",-1.46
橡膠類指數          ,"10,478,058","298,365,485","6,551",-2.37
汽車類指數          ,"53,703,625","4,176,026,611","41,534",-6.65
電子類指數          ,"2,281,922,347","253,230,632,883","1,415,541",-14.45
半導體類指數        ,"413,316,130","63,077,602,705","299,804",-3.54
電腦及週邊設備類指數,"874,070,627","116,764,380,013","509,384",-13.08
光電類指數          ,"326,989,487","8,703,118,590","130,855",-1.09
通信網路類指數      ,"117,387,922","9,020,333,906","76,331",-0.38
電子零組件類指數    ,"378,683,803","43,078,906,574","282,907",-5.79
電子通路類指數      ,"49,889,662","2,470,365,295","34,598",-0.87
資訊服務類指數      ,"24,226,447","1,504,307,974","18,434",-6.17
其他電子類指數      ,"97,358,269","8,611,617,826","63,228",-1.09
建材營造類指數      ,"50,747,381","1,198,467,826","23,789",-0.75
航運業類指數        ,"307,101,187","11,480,887,506","124,103",-0.61
觀光餐旅類指數      ,"13,937,778","1,549,098,766","12,035",-1.42
金融保險類指數      ,"490,625,313","10,254,862,975","139,065",-5.83
貿易百貨類指數      ,"35,721,864","1,260,786,108","16,757",-1.98
油電燃氣類指數      ,"9,160,813","486,697,884","7,375",0.24
其他類指數          ,"38,377,872","2,668,662,275","30,892",-1.27
綠能環保類指數      ,"5,265,635","470,971,959","6,399",-1.23
數位雲端類指數      ,"1,763,988","507,451,615","4,569",-1.9
運動休閒類指數      ,"12,229,945","2,368,697,238","20,045",-1.35
居家生活類指數      ,"5,300,709","407,807,450","3,058",-1.55
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
