分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"27,010,853","928,329,998","17,035",-0.72
食品類指數          ,"9,091,968","422,290,167","9,354",8.59
塑膠類指數          ,"42,305,325","1,346,551,424","22,958",1.59
紡織纖維類指數      ,"16,750,249","2,045,393,773","13,104",4.4
電機機械類指數      ,"64,337,780","5,719,218,101","44,157",1.02
電器電纜類指數      ,"37,741,312","1,167,835,053","20,191",-0.7
化學生技醫療類指數  ,"30,344,365","5,752,932,565","31,354",-0.69
化學類指數          ,"13,525,633","3,930,357,270","11,775",-0.86
生技醫療類指數      ,"16,818,732","1,822,575,295","19,579",-0.38
玻璃陶瓷類指數      ,"23,597,201","468,236,592","9,611",0.45
造紙類指數          ,"5,761,275","147,512,233","3,859",-1.17
鋼鐵類指數          ,"37,243,613","1,661,496,956","23,845",-0.13
橡膠類指數          ,"18,010,922","699,778,376","9,331",5.05
汽車類指數          ,"70,825,837","4,786,371,259","47,142",-3.47
電子類指數          ,"1,605,608,312","167,636,148,805","1,060,409",-5.27
半導體類指數        ,"397,841,766","55,029,790,837","298,596",-2.24
電腦及週邊設備類指數,"364,014,358","51,312,835,411","238,855",-2.66
光電類指數          ,"209,623,473","8,885,205,758","91,796",-0.41
通信網路類指數      ,"130,771,759","9,723,632,819","85,634",-0.67
電子零組件類指數    ,"381,220,866","33,006,705,403","254,240",-1.48
電子通路類指數      ,"41,119,121","2,119,599,386","32,020",-0.72
資訊服務類指數      ,"10,496,205","626,052,847","8,923",-0.28
其他電子類指數      ,"70,520,764","6,932,326,344","50,345",0.1
建材營造類指數      ,"33,514,611","991,928,538","19,157",-0.01
航運業類指數        ,"171,198,353","7,620,933,998","83,440",0.68
觀光餐旅類指數      ,"4,933,783","579,539,321","5,329",0.53
金融保險類指數      ,"201,716,000","4,280,652,210","82,667",9.94
貿易百貨類指數      ,"14,477,681","574,609,849","7,799",0.06
油電燃氣類指數      ,"2,398,219","150,894,234","2,440",1.18
其他類指數          ,"83,215,248","3,746,583,325","51,059",-1.13
綠能環保類指數      ,"1,894,064","169,995,219","2,357",-0.31
數位雲端類指數      ,"5,403,035","435,616,218","5,104",-0.04
運動休閒類指數      ,"19,635,937","3,231,249,482","16,664",2.65
居家生活類指數      ,"1,405,995","72,861,301",971,0.2
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
