分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"43,419,549","1,089,321,950","16,905",0.09
食品類指數          ,"12,915,985","991,874,471","13,458",0.93
塑膠類指數          ,"327,850,848","16,543,557,983","156,121",2.95
紡織纖維類指數      ,"26,570,033","1,026,960,074","13,901",0.72
電機機械類指數      ,"62,759,797","9,636,572,497","100,759",-6.38
電器電纜類指數      ,"70,035,778","2,212,473,977","33,398",0.01
化學生技醫療類指數  ,"67,142,798","7,020,122,699","64,508",-0.83
化學類指數          ,"41,932,889","2,518,550,633","28,199",-0.78
生技醫療類指數      ,"25,209,909","4,501,572,066","36,309",-0.51
玻璃陶瓷類指數      ,"212,305,837","7,434,656,901","87,317",-1.19
造紙類指數          ,"8,539,538","130,718,257","4,111",-0.16
鋼鐵類指數          ,"118,624,970","4,094,790,771","53,310",2.29
橡膠類指數          ,"24,710,328","409,037,250","8,358",0.05
汽車類指數          ,"20,131,947","1,493,632,046","21,483",-7.06
電子類指數          ,"2,148,221,587","368,750,125,173","1,674,245",-21.69
半導體類指數        ,"903,844,788","166,562,935,458","680,639",-14.16
電腦及週邊設備類指數,"201,296,220","35,822,700,216","180,880",-2.68
光電類指數          ,"202,898,925","9,796,115,268","106,000",-0.36
通信網路類指數      ,"191,276,977","17,041,278,017","99,687",-0.84
電子零組件類指數    ,"454,290,373","105,997,425,101","406,392",1.97
電子通路類指數      ,"47,643,692","3,309,647,194","49,774",-6.28
資訊服務類指數      ,"15,912,354","630,444,835","11,020",-0.35
其他電子類指數      ,"131,058,258","29,589,579,084","139,853",-3.63
建材營造類指數      ,"43,687,221","1,315,827,733","48,684",-7.96
航運業類指數        ,"156,300,790","7,661,639,037","90,829",1.1
觀光餐旅類指數      ,"2,790,431","314,769,393","4,983",-0.76
金融保險類指數      ,"348,523,256","10,535,401,389","138,215",-1.02
貿易百貨類指數      ,"8,844,564","521,051,623","6,932",0.04
油電燃氣類指數      ,"6,181,694","306,668,710","4,631",0.07
其他類指數          ,"49,808,913","5,623,139,765","54,326",-2.84
綠能環保類指數      ,"29,085,494","1,105,033,465","19,698",-1.43
數位雲端類指數      ,"968,326","130,324,034","3,099",-0.52
運動休閒類指數      ,"25,049,294","2,387,093,666","25,971",0.92
居家生活類指數      ,"1,368,115","205,933,499","1,772",-0.34
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
