分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"117,930,947","4,162,227,687","25,960",1.53
食品類指數          ,"46,808,371","3,200,670,404","17,629",16.24
塑膠類指數          ,"71,182,271","3,347,953,471","28,346",-0.96
紡織纖維類指數      ,"54,928,069","2,991,002,940","23,092",0.63
電機機械類指數      ,"116,585,106","12,887,406,434","80,683",0.89
電器電纜類指數      ,"56,854,791","1,736,773,791","23,499",-0.77
化學生技醫療類指數  ,"60,462,098","6,741,472,571","49,959",0.15
化學類指數          ,"33,189,158","3,836,310,260","25,644",0.69
生技醫療類指數      ,"27,272,940","2,905,162,311","24,315",-0.17
玻璃陶瓷類指數      ,"5,566,479","92,915,102","2,804",0.12
造紙類指數          ,"8,556,633","221,838,808","4,639",1.98
鋼鐵類指數          ,"142,467,931","4,187,898,566","34,242",-0.06
橡膠類指數          ,"16,716,564","692,122,872","8,940",-1.15
汽車類指數          ,"35,676,395","3,140,130,586","27,350",2.14
電子類指數          ,"2,458,650,765","308,222,777,088","1,308,409",2.87
半導體類指數        ,"950,470,375","161,075,117,165","525,102",1.67
電腦及週邊設備類指數,"604,243,169","64,630,174,557","289,009",0.99
光電類指數          ,"193,267,239","7,736,361,316","73,461",0.01
通信網路類指數      ,"148,561,999","12,749,227,056","73,998",-0.05
電子零組件類指數    ,"377,978,978","45,416,639,729","242,019",0.49
電子通路類指數      ,"62,705,567","4,229,962,689","36,981",1.61
資訊服務類指數      ,"6,098,813","360,132,105","5,067",1.04
其他電子類指數      ,"115,324,625","12,025,162,471","62,772",-0.08
建材營造類指數      ,"63,447,168","1,597,009,685","28,046",1.54
航運業類指數        ,"205,054,395","7,946,295,031","79,232",0.32
觀光餐旅類指數      ,"11,151,855","1,065,948,237","11,344",0.7
金融保險類指數      ,"881,826,974","19,074,278,998","126,856",13.18
貿易百貨類指數      ,"17,472,925","1,193,413,422","8,215",0.44
油電燃氣類指數      ,"3,922,212","259,582,093","2,412",0.63
其他類指數          ,"91,835,302","5,219,918,833","55,971",3.21
綠能環保類指數      ,"4,380,771","395,892,755","3,848",0.91
數位雲端類指數      ,"1,076,920","420,388,094","1,617",0.64
運動休閒類指數      ,"53,213,659","8,332,350,283","20,731",0.15
居家生活類指數      ,"3,078,508","313,444,484","2,025",-0.35
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
