分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"21,993,928","963,808,132","11,332",-0.35
食品類指數          ,"22,462,362","1,213,540,541","15,935",-2.16
塑膠類指數          ,"88,671,121","4,417,425,805","44,081",-0.8
紡織纖維類指數      ,"53,236,425","1,808,113,819","22,297",-4.77
電機機械類指數      ,"116,317,190","6,620,016,241","48,180",3.69
電器電纜類指數      ,"22,243,132","531,920,565","10,548",0.17
化學生技醫療類指數  ,"142,010,394","7,361,027,763","75,744",0.4
化學類指數          ,"118,872,961","5,866,909,430","59,576",0.06
生技醫療類指數      ,"23,137,433","1,494,118,333","16,168",0.47
玻璃陶瓷類指數      ,"24,947,844","506,311,895","10,033",0.12
造紙類指數          ,"25,353,884","707,863,808","11,663",-2.36
鋼鐵類指數          ,"141,489,855","5,064,022,863","68,722",-0.55
橡膠類指數          ,"23,164,493","755,029,711","11,350",-0.86
汽車類指數          ,"27,433,277","1,640,058,192","17,157",-0.67
電子類指數          ,"2,981,028,805","259,236,745,031","1,576,527",2.76
半導體類指數        ,"1,122,714,580","147,806,465,782","657,867",1.21
電腦及週邊設備類指數,"203,681,107","15,518,737,046","113,448",0.21
光電類指數          ,"611,022,576","23,217,231,430","234,577",0.55
通信網路類指數      ,"436,810,208","25,783,966,820","222,279",0.66
電子零組件類指數    ,"439,831,230","34,201,842,661","248,901",2.21
電子通路類指數      ,"42,785,414","2,030,888,046","26,589",-1.42
資訊服務類指數      ,"2,433,206","118,287,493","2,573",-0.17
其他電子類指數      ,"121,750,484","10,559,325,753","70,293",-0.86
建材營造類指數      ,"76,715,112","1,727,959,397","32,771",-1.01
航運業類指數        ,"1,363,543,649","62,739,426,865","409,527",-1.94
觀光事業類指數      ,"6,926,045","487,666,606","6,056",-0.36
金融保險類指數      ,"1,225,783,820","24,961,195,571","294,768",33.55
貿易百貨類指數      ,"23,813,154","2,440,649,644","15,236",8.76
油電燃氣類指數      ,"4,352,561","385,547,124","2,349",-0.59
其他類指數          ,"49,737,435","3,796,714,911","37,612",-0.91
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
