分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數
水泥類指數          ,"17,367,414","666,449,859","9,542",0.38
食品類指數          ,"22,017,933","1,007,710,347","15,383",-0.55
塑膠類指數          ,"45,011,006","1,207,380,440","23,452",1.19
紡織纖維類指數      ,"19,253,705","1,224,296,280","15,420",-7.42
電機機械類指數      ,"192,024,497","19,564,781,180","124,151",7.5
電器電纜類指數      ,"28,267,882","872,814,326","18,087",0.2
化學生技醫療類指數  ,"30,752,915","4,341,146,263","35,112",1.14
化學類指數          ,"17,675,840","1,373,176,442","14,711",1.24
生技醫療類指數      ,"13,077,075","2,967,969,821","20,401",0.67
玻璃陶瓷類指數      ,"41,752,908","692,769,435","15,407",0.5
造紙類指數          ,"5,219,121","106,534,390","3,515",5.44
鋼鐵類指數          ,"56,592,025","2,604,241,536","35,073",-0.53
橡膠類指數          ,"10,445,604","438,077,809","6,879",-3.38
汽車類指數          ,"21,585,599","1,738,497,697","19,275",-0.02
電子類指數          ,"1,035,956,886","148,425,278,166","766,361",-0.61
半導體類指數        ,"353,399,853","70,133,031,130","260,192",-1.6
電腦及週邊設備類指數,"151,134,901","18,887,473,788","113,931",0.09
光電類指數          ,"162,340,925","10,403,662,152","88,606",0.19
通信網路類指數      ,"64,849,249","7,927,559,844","45,873",0.14
電子零組件類指數    ,"165,722,119","24,181,073,537","137,744",1.04
電子通路類指數      ,"31,810,248","1,964,043,881","26,374",2.05
資訊服務類指數      ,"15,345,438","1,198,822,127","13,001",0.92
其他電子類指數      ,"91,354,153","13,729,611,707","80,640",1.2
建材營造類指數      ,"113,576,268","3,256,692,463","55,647",-0.4
航運業類指數        ,"237,805,317","14,449,574,427","126,678",0.53
觀光餐旅類指數      ,"2,042,402","226,451,034","3,535",0.1
金融保險類指數      ,"399,559,020","10,544,472,156","115,781",8.61
貿易百貨類指數      ,"8,898,602","607,832,194","7,280",1.01
油電燃氣類指數      ,"6,029,979","303,537,989","2,997",0.08
其他類指數          ,"21,345,689","1,470,148,276","18,378",1.9
綠能環保類指數      ,"4,545,276","373,380,744","5,157",0.26
數位雲端類指數      ,"1,806,903","196,842,275","2,426",0.53
運動休閒類指數      ,"19,164,367","2,985,747,371","15,858",0.46
居家生活類指數      ,"3,019,134","362,665,264","2,425",0.59
說明:,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,
