證券代號,證券名稱,買進股數,賣出股數,買賣超股數
3231  ,緯創            ,"6,185,000","27,000","6,158,000"
2884  ,玉山金          ,"1,503,000","134,345","1,368,655"
2313  ,華通            ,"1,348,000","60,000","1,288,000"
"=""0050  """,元大台灣50      ,"1,000,000",0,"1,000,000"
2368  ,金像電          ,"986,000","18,000","968,000"
3013  ,晟銘電          ,"943,000",0,"943,000"
1605  ,華新            ,"853,000",0,"853,000"
2891  ,中信金          ,"2,411,000","1,641,926","769,074"
2892  ,第一金          ,"700,000",0,"700,000"
1802  ,台玻            ,"620,000",0,"620,000"
1319  ,東陽            ,"588,000","5,276","582,724"
2408  ,南亞科          ,"582,000","3,000","579,000"
2027  ,大成鋼          ,"566,000",0,"566,000"
8210  ,勤誠            ,"511,000","7,000","504,000"
3665  ,貿聯-KY         ,"465,200","37,000","428,200"
2481  ,強茂            ,"400,000",0,"400,000"
6505  ,台塑化          ,"390,000","12,478","377,522"
2449  ,京元電子        ,"529,438","207,000","322,438"
"=""0056  """,元大高股息      ,"320,000",0,"320,000"
6781  ,AES-KY          ,"312,000","5,000","307,000"
2377  ,微星            ,"305,000",0,"305,000"
2379  ,瑞昱            ,"336,630","39,000","297,630"
"=""00881 """,國泰台灣科技龍頭,"248,000",0,"248,000"
2204  ,中華            ,"240,000","4,044","235,956"
3711  ,日月光投控      ,"257,000","39,000","218,000"
6669  ,緯穎            ,"217,000","1,000","216,000"
6213  ,聯茂            ,"201,000",0,"201,000"
3036  ,文曄            ,"222,000","23,000","199,000"
3443  ,創意            ,"195,313","1,000","194,313"
3706  ,神達            ,"189,000","1,000","188,000"
2330  ,台積電          ,"271,705","84,250","187,455"
3702  ,大聯大          ,"130,000","15,000","115,000"
6442  ,光聖            ,"113,000",0,"113,000"
2412  ,中華電          ,"129,388","27,000","102,388"
"=""00646 """,元大S&P500      ,"100,000",0,"100,000"
5234  ,達興材料        ,"124,000","33,000","91,000"
6805  ,富世達          ,"88,000",0,"88,000"
8114  ,振樺電          ,"79,000",0,"79,000"
3481  ,群創            ,"84,400","6,000","78,400"
2890  ,永豐金          ,"161,000","83,395","77,605"
2376  ,技嘉            ,"75,000",0,"75,000"
2316  ,楠梓電          ,"68,000",0,"68,000"
3661  ,世芯-KY         ,"60,098","1,000","59,098"
5434  ,崇越            ,"59,000",0,"59,000"
3167  ,大量            ,"50,000",0,"50,000"
8046  ,南電            ,"83,000","39,000","44,000"
4958  ,臻鼎-KY         ,"47,000","7,000","40,000"
2542  ,興富發          ,"36,000",0,"36,000"
8021  ,尖點            ,"34,000",0,"34,000"
"=""0052  """,富邦科技        ,"32,000",0,"32,000"
4763  ,材料*-KY        ,"34,000","7,891","26,109"
6770  ,力積電          ,"24,000",0,"24,000"
3515  ,華擎            ,"23,000",0,"23,000"
6415  ,矽力*-KY        ,"20,000","2,000","18,000"
6257  ,矽格            ,"25,000","9,000","16,000"
2228  ,劍麟            ,"13,000",0,"13,000"
2480  ,敦陽科          ,"13,000","1,000","12,000"
6271  ,同欣電          ,"11,000",0,"11,000"
6757  ,台灣虎航        ,"10,000",0,"10,000"
9939  ,宏全            ,"10,000",0,"10,000"
2371  ,大同            ,"8,100",0,"8,100"
6285  ,啟��            ,"10,000","2,000","8,000"
2354  ,鴻準            ,"8,000","1,000","7,000"
1722  ,台肥            ,"9,000","4,000","5,000"
3653  ,健策            ,"8,135","4,000","4,135"
2498  ,宏達電          ,"4,000",0,"4,000"
3023  ,信邦            ,"4,000",0,"4,000"
2385  ,群光            ,"15,100","11,748","3,352"
1442  ,名軒            ,"3,000",0,"3,000"
6531  ,愛普*           ,"5,000","2,000","3,000"
2352  ,佳世達          ,"8,000","6,000","2,000"
2850  ,新產            ,"2,000",0,"2,000"
3022  ,威強電          ,"2,000",0,"2,000"
3406  ,玉晶光          ,"2,000",0,"2,000"
6191  ,精成科          ,"2,000",0,"2,000"
6206  ,飛捷            ,"2,500","1,325","1,175"
2348  ,海悅            ,"1,000",0,"1,000"
2707  ,晶華            ,"1,000",0,"1,000"
4536  ,拓凱            ,"1,000",0,"1,000"
6691  ,洋基工程        ,"2,000","1,000","1,000"
2395  ,研華            ,"3,636","3,000",636
1590  ,亞德客-KY       ,176,0,176
5269  ,祥碩            ,"2,063","2,000",63
2881  ,富邦金          ,"683,776","4,062,368","-3,378,592"
2344  ,華邦電          ,"31,000","1,680,000","-1,649,000"
