證券代號,證券名稱,買進股數,賣出股數,買賣超股數
2610  ,華航            ,0,"1,414,508","-1,414,508"
2882  ,國泰金          ,0,"1,324,376","-1,324,376"
2353  ,宏��            ,"24,000","1,055,693","-1,031,693"
2887  ,台新新光金      ,"155,000","1,066,000","-911,000"
2327  ,國巨*           ,"16,468","907,796","-891,328"
1303  ,南亞            ,"107,000","964,770","-857,770"
2455  ,全新            ,"49,000","800,000","-751,000"
4915  ,致伸            ,"134,000","791,862","-657,862"
2603  ,長榮            ,"5,447","600,485","-595,038"
2618  ,長榮航          ,0,"584,024","-584,024"
2303  ,聯電            ,"796,498","1,374,990","-578,492"
3189  ,景碩            ,0,"549,000","-549,000"
1504  ,東元            ,0,"542,487","-542,487"
6139  ,亞翔            ,"16,000","542,000","-526,000"
2883  ,凱基金          ,0,"506,000","-506,000"
2885  ,元大金          ,0,"470,454","-470,454"
2801  ,彰銀            ,0,"458,877","-458,877"
2404  ,漢唐            ,"3,000","427,457","-424,457"
9904  ,寶成            ,0,"370,802","-370,802"
3376  ,新日興          ,0,"362,275","-362,275"
8028  ,昇陽半導體      ,"20,000","360,000","-340,000"
2393  ,億光            ,"5,000","339,161","-334,161"
5388  ,中磊            ,0,"265,000","-265,000"
2345  ,智邦            ,"33,211","286,324","-253,113"
6177  ,達麗            ,0,"190,144","-190,144"
3583  ,辛耘            ,0,"181,000","-181,000"
6005  ,群益證          ,0,"174,671","-174,671"
6515  ,穎崴            ,"1,000","165,500","-164,500"
6196  ,帆宣            ,0,"164,000","-164,000"
2317  ,鴻海            ,"148,000","311,151","-163,151"
3533  ,嘉澤            ,108,"153,193","-153,085"
4938  ,和碩            ,"17,000","169,974","-152,974"
8996  ,高力            ,"5,000","138,000","-133,000"
3596  ,智易            ,0,"120,000","-120,000"
2458  ,義隆            ,0,"110,850","-110,850"
2606  ,裕民            ,0,"103,586","-103,586"
2637  ,慧洋-KY         ,"5,100","107,275","-102,175"
3014  ,聯陽            ,"2,000","102,816","-100,816"
2059  ,川湖            ,"5,190","87,000","-81,810"
1560  ,中砂            ,"4,000","82,000","-78,000"
4551  ,智伸科          ,0,"78,000","-78,000"
3017  ,奇鋐            ,"104,926","174,000","-69,074"
"=""00713 """,元大台灣高息低波,0,"69,000","-69,000"
8112  ,至上            ,0,"66,134","-66,134"
2454  ,聯發科          ,"72,109","137,478","-65,369"
6526  ,達發            ,"1,000","65,000","-64,000"
8070  ,長華*           ,0,"62,000","-62,000"
2383  ,台光電          ,"85,906","146,300","-60,394"
3044  ,健鼎            ,"3,000","62,000","-59,000"
2727  ,王品            ,0,"56,050","-56,050"
8926  ,台汽電          ,0,"54,000","-54,000"
6239  ,力成            ,"61,000","107,000","-46,000"
3004  ,豐達科          ,0,"42,000","-42,000"
5876  ,上海商銀        ,"4,839","42,948","-38,109"
3045  ,台灣大          ,"2,000","39,000","-37,000"
6414  ,樺漢            ,0,"37,000","-37,000"
8016  ,矽創            ,"2,000","38,678","-36,678"
2105  ,正新            ,0,"35,308","-35,308"
2428  ,興勤            ,0,"35,000","-35,000"
2062  ,橋椿            ,0,"34,000","-34,000"
2409  ,友達            ,"50,000","84,000","-34,000"
2357  ,華碩            ,"5,800","38,905","-33,105"
1402  ,遠東新          ,0,"33,000","-33,000"
5871  ,中租-KY         ,"18,991","51,499","-32,508"
3037  ,欣興            ,"88,000","120,000","-32,000"
6799  ,來頡            ,0,"32,000","-32,000"
4904  ,遠傳            ,"5,170","37,000","-31,830"
6278  ,台表科          ,0,"31,318","-31,318"
2474  ,可成            ,"18,409","49,093","-30,684"
2633  ,台灣高鐵        ,0,"30,521","-30,521"
2897  ,王道銀行        ,0,"30,000","-30,000"
8464  ,億豐            ,0,"29,547","-29,547"
2886  ,兆豐金          ,"59,000","88,189","-29,189"
3034  ,聯詠            ,"42,755","69,981","-27,226"
5880  ,合庫金          ,0,"23,991","-23,991"
9907  ,統一實          ,0,"23,896","-23,896"
1806  ,冠軍            ,0,"23,333","-23,333"
6446  ,藥華藥          ,0,"21,718","-21,718"
2439  ,美律            ,"2,400","23,570","-21,170"
6176  ,瑞儀            ,"9,000","29,286","-20,286"
2609  ,陽明            ,"6,600","24,176","-17,576"
1326  ,台化            ,0,"17,000","-17,000"
2324  ,仁寶            ,"36,000","53,000","-17,000"
3413  ,京鼎            ,0,"16,000","-16,000"
1477  ,聚陽            ,"11,000","25,938","-14,938"
1904  ,正隆            ,0,"14,904","-14,904"
2845  ,遠東銀          ,0,"14,000","-14,000"
2889  ,國票金          ,0,"14,000","-14,000"
2308  ,台達電          ,"50,248","64,000","-13,752"
3338  ,泰碩            ,0,"13,000","-13,000"
2006  ,東和鋼鐵        ,0,"12,997","-12,997"
2834  ,臺企銀          ,0,"12,676","-12,676"
3592  ,瑞鼎            ,0,"12,283","-12,283"
2301  ,光寶科          ,"54,761","67,000","-12,239"
2891C ,中信金丙特      ,0,"12,000","-12,000"
2812  ,台中銀          ,0,"11,868","-11,868"
2347  ,聯強            ,"11,000","21,938","-10,938"
2451  ,創見            ,0,"10,162","-10,162"
2504  ,國產            ,0,"9,242","-9,242"
1216  ,統一            ,"28,000","37,235","-9,235"
3033  ,威健            ,0,"9,165","-9,165"
9945  ,潤泰新          ,0,"9,000","-9,000"
9910  ,豐泰            ,0,"7,259","-7,259"
1409  ,新纖            ,0,"7,000","-7,000"
4961  ,天鈺            ,"1,000","8,000","-7,000"
1609  ,大亞            ,0,"6,842","-6,842"
1532  ,勤美            ,0,"6,635","-6,635"
2382  ,廣達            ,"34,200","40,348","-6,148"
2363  ,矽統            ,0,"6,000","-6,000"
2903  ,遠百            ,0,"6,000","-6,000"
2206  ,三陽工業        ,0,"5,820","-5,820"
4532  ,瑞智            ,0,"5,785","-5,785"
2912  ,統一超          ,0,"5,639","-5,639"
4906  ,正文            ,0,"5,504","-5,504"
2820  ,華票            ,0,"5,000","-5,000"
2539  ,櫻花建          ,0,"4,990","-4,990"
1522  ,堤維西          ,0,"4,694","-4,694"
2355  ,敬鵬            ,0,"4,126","-4,126"
1503  ,士電            ,0,"4,000","-4,000"
1712  ,興農            ,0,"4,000","-4,000"
2356  ,英業達          ,"22,000","26,000","-4,000"
2441  ,超豐            ,0,"4,000","-4,000"
2501  ,國建            ,0,"4,000","-4,000"
2607  ,榮運            ,0,"4,000","-4,000"
2855  ,統一證          ,0,"4,000","-4,000"
2915  ,潤泰全          ,0,"4,000","-4,000"
3035  ,智原            ,0,"4,000","-4,000"
3042  ,晶技            ,0,"4,000","-4,000"
9941  ,裕融            ,0,"4,000","-4,000"
1102  ,亞泥            ,"40,301","44,224","-3,923"
8163  ,達方            ,0,"3,910","-3,910"
1702  ,南僑            ,0,"3,629","-3,629"
2615  ,萬海            ,0,"3,594","-3,594"
6689  ,伊雲谷          ,0,"3,016","-3,016"
1104  ,環泥            ,0,"3,000","-3,000"
2023  ,燁輝            ,0,"3,000","-3,000"
3005  ,神基            ,"3,000","6,000","-3,000"
3015  ,全漢            ,0,"2,630","-2,630"
2360  ,致茂            ,"94,500","97,000","-2,500"
1513  ,中興電          ,0,"2,400","-2,400"
6670  ,復盛應用        ,"1,000","3,341","-2,341"
6214  ,精誠            ,0,"2,262","-2,262"
1215  ,卜蜂            ,0,"2,000","-2,000"
1723  ,中碳            ,0,"2,000","-2,000"
2207  ,和泰車          ,0,"2,000","-2,000"
2880  ,華南金          ,"91,000","93,000","-2,000"
4766  ,南寶            ,0,"2,000","-2,000"
3090  ,日電貿          ,0,"1,867","-1,867"
3010  ,華立            ,0,"1,541","-1,541"
3209  ,全科            ,0,"1,515","-1,515"
6412  ,群電            ,0,"1,439","-1,439"
1476  ,儒鴻            ,316,"1,714","-1,398"
2211  ,長榮鋼          ,0,"1,363","-1,363"
6768  ,志強-KY         ,0,"1,201","-1,201"
6873  ,泓德能源        ,0,"1,195","-1,195"
2852  ,第一保          ,0,"1,153","-1,153"
1210  ,大成            ,"8,000","9,000","-1,000"
1707  ,葡萄王          ,0,"1,000","-1,000"
1717  ,長興            ,0,"1,000","-1,000"
6944  ,兆聯實業        ,0,"1,000","-1,000"
9911  ,櫻花            ,"2,000","3,000","-1,000"
9917  ,中保科          ,0,"1,000","-1,000"
3008  ,大立光          ,"1,340","2,111",-771
2049  ,上銀            ,0,570,-570
1519  ,華城            ,0,563,-563
4720  ,德淵            ,0,513,-513
3038  ,全台            ,0,490,-490
9924  ,福興            ,0,452,-452
6472  ,保瑞            ,0,382,-382
2527  ,宏璟            ,0,331,-331
1558  ,伸興            ,0,196,-196
6754  ,匯僑設計        ,0,71,-71
6789  ,采鈺            ,"3,000","3,000",0
8081  ,致新            ,"1,000","1,000",0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
