證券代號,證券名稱,買進股數,賣出股數,買賣超股數
2451  ,創見            ,0,"89,000","-89,000"
4958  ,臻鼎-KY         ,"101,000","184,000","-83,000"
5871  ,中租-KY         ,"27,000","103,000","-76,000"
"=""00713 """,元大台灣高息低波,0,"75,000","-75,000"
2027  ,大成鋼          ,0,"73,000","-73,000"
3563  ,牧德            ,0,"73,000","-73,000"
2327  ,國巨*           ,"249,000","317,000","-68,000"
3014  ,聯陽            ,0,"66,461","-66,461"
5434  ,崇越            ,"1,000","67,000","-66,000"
6257  ,矽格            ,"32,000","97,000","-65,000"
6830  ,汎銓            ,0,"65,000","-65,000"
1215  ,卜蜂            ,0,"64,000","-64,000"
8464  ,億豐            ,0,"64,000","-64,000"
6526  ,達發            ,0,"61,000","-61,000"
9958  ,世紀鋼          ,0,"60,000","-60,000"
6206  ,飛捷            ,0,"55,000","-55,000"
6753  ,龍德造船        ,0,"54,000","-54,000"
1477  ,聚陽            ,0,"53,482","-53,482"
2015  ,豐興            ,0,"53,000","-53,000"
3010  ,華立            ,0,"53,000","-53,000"
6670  ,復盛應用        ,0,"50,573","-50,573"
2371  ,大同            ,0,"50,000","-50,000"
4961  ,天鈺            ,0,"50,000","-50,000"
6805  ,富世達          ,"39,000","87,000","-48,000"
2412  ,中華電          ,"18,000","65,000","-47,000"
2850  ,新產            ,0,"47,000","-47,000"
3592  ,瑞鼎            ,0,"46,567","-46,567"
3413  ,京鼎            ,"12,000","57,000","-45,000"
6197  ,佳必琪          ,0,"45,000","-45,000"
2606  ,裕民            ,0,"43,000","-43,000"
5706  ,鳳凰            ,0,"40,000","-40,000"
3617  ,碩天            ,0,"38,000","-38,000"
6605  ,帝寶            ,0,"35,000","-35,000"
3406  ,玉晶光          ,"1,000","34,000","-33,000"
1434  ,福懋            ,0,"30,000","-30,000"
6505  ,台塑化          ,"6,000","35,000","-29,000"
5269  ,祥碩            ,"1,000","29,198","-28,198"
3583  ,辛耘            ,0,"26,000","-26,000"
2542  ,興富發          ,0,"25,000","-25,000"
6770  ,力積電          ,"16,000","41,000","-25,000"
6472  ,保瑞            ,0,"20,393","-20,393"
2062  ,橋椿            ,0,"20,000","-20,000"
2645  ,長榮航太        ,0,"20,000","-20,000"
4763  ,材料*-KY        ,0,"19,000","-19,000"
2204  ,中華            ,0,"16,381","-16,381"
6799  ,來頡            ,0,"15,000","-15,000"
2882  ,國泰金          ,"280,000","294,415","-14,415"
2637  ,慧洋-KY         ,0,"13,000","-13,000"
2707  ,晶華            ,0,"13,000","-13,000"
6196  ,帆宣            ,"33,000","44,000","-11,000"
3023  ,信邦            ,0,"10,000","-10,000"
3042  ,晶技            ,0,"10,000","-10,000"
1513  ,中興電          ,0,"9,000","-9,000"
2915  ,潤泰全          ,0,"8,000","-8,000"
6768  ,志強-KY         ,0,"8,000","-8,000"
9904  ,寶成            ,0,"8,000","-8,000"
8081  ,致新            ,0,"6,000","-6,000"
1229  ,聯華            ,0,"5,000","-5,000"
2355  ,敬鵬            ,0,"5,000","-5,000"
2362  ,藍天            ,0,"5,000","-5,000"
6531  ,愛普*           ,"1,000","6,000","-5,000"
8039  ,台虹            ,0,"5,000","-5,000"
6781  ,AES-KY          ,0,"4,125","-4,125"
4766  ,南寶            ,0,"4,000","-4,000"
3209  ,全科            ,0,"3,031","-3,031"
1582  ,信錦            ,0,"3,000","-3,000"
1722  ,台肥            ,0,"3,000","-3,000"
3022  ,威強電          ,0,"3,000","-3,000"
6415  ,矽力*-KY        ,"1,000","4,000","-3,000"
8210  ,勤誠            ,"12,000","15,000","-3,000"
1522  ,堤維西          ,0,"2,773","-2,773"
1532  ,勤美            ,0,"2,733","-2,733"
2852  ,第一保          ,0,"2,307","-2,307"
1476  ,儒鴻            ,0,"2,000","-2,000"
2731  ,雄獅            ,0,"2,000","-2,000"
6789  ,采鈺            ,0,"2,000","-2,000"
9910  ,豐泰            ,0,"2,000","-2,000"
9941  ,裕融            ,0,"2,000","-2,000"
3033  ,威健            ,"7,000","8,332","-1,332"
4720  ,德淵            ,0,"1,027","-1,027"
2049  ,上銀            ,0,"1,000","-1,000"
2441  ,超豐            ,0,"1,000","-1,000"
2597  ,潤弘            ,0,"1,000","-1,000"
3035  ,智原            ,0,"1,000","-1,000"
4441  ,振大環球        ,0,"1,000","-1,000"
6409  ,旭隼            ,0,"1,000","-1,000"
6414  ,樺漢            ,0,"1,000","-1,000"
3038  ,全台            ,0,981,-981
9924  ,福興            ,0,904,-904
2527  ,宏璟            ,0,662,-662
1558  ,伸興            ,0,393,-393
6754  ,匯僑設計        ,0,142,-142
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
