單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"1,391,435,031","1,269,097,022","122,338,009"
自營商(避險),"5,067,264,265","4,482,700,170","584,564,095"
投信,"3,349,640,462","1,590,781,743","1,758,858,719"
外資及陸資(不含外資自營商),"49,624,823,246","49,625,022,104","-198,858"
外資自營商,"24,382,560","22,935,510","1,447,050"
合計,"59,433,163,004","56,967,601,039","2,465,561,965"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
