單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,675,138,744","3,713,545,163","961,593,581"
自營商(避險),"14,694,719,152","15,284,438,142","-589,718,990"
投信,"7,475,037,546","6,674,313,287","800,724,259"
外資及陸資(不含外資自營商),"132,685,102,928","139,718,341,436","-7,033,238,508"
外資自營商,0,0,0
合計,"159,529,998,370","165,390,638,028","-5,860,639,658"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
