單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,995,561,697","8,742,370,619","-3,746,808,922"
自營商(避險),"8,776,913,530","10,410,289,178","-1,633,375,648"
投信,"4,141,808,918","4,332,109,972","-190,301,054"
外資及陸資(不含外資自營商),"80,974,382,357","101,235,474,391","-20,261,092,034"
外資自營商,"55,368,880","34,113,390","21,255,490"
合計,"98,888,666,502","124,720,244,160","-25,831,577,658"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
