單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"7,695,946,381","6,351,982,961","1,343,963,420"
自營商(避險),"16,231,144,252","16,264,637,437","-33,493,185"
投信,"13,104,951,163","9,504,108,716","3,600,842,447"
外資及陸資(不含外資自營商),"157,568,396,615","155,131,586,476","2,436,810,139"
外資自營商,"391,070",0,"391,070"
合計,"194,600,438,411","187,252,315,590","7,348,122,821"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
