單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,346,842,906","3,284,328,982","1,062,513,924"
自營商(避險),"6,976,811,899","7,112,120,321","-135,308,422"
投信,"2,873,970,194","3,037,063,373","-163,093,179"
外資及陸資(不含外資自營商),"86,065,173,608","104,993,371,939","-18,928,198,331"
外資自營商,"51,474,410","14,738,510","36,735,900"
合計,"100,262,798,607","118,426,884,615","-18,164,086,008"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
