單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,219,433,379","5,272,796,225","-1,053,362,846"
自營商(避險),"6,676,795,437","11,622,107,805","-4,945,312,368"
投信,"4,610,556,718","4,430,372,634","180,184,084"
外資及陸資(不含外資自營商),"80,419,769,165","114,415,502,562","-33,995,733,397"
外資自營商,"28,535,770","29,005,280","-469,510"
合計,"95,926,554,699","135,740,779,226","-39,814,224,527"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
