單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"4,198,852,510","5,112,548,662","-913,696,152"
自營商(避險),"6,172,533,757","8,311,816,734","-2,139,282,977"
投信,"3,323,464,930","1,622,009,559","1,701,455,371"
外資及陸資(不含外資自營商),"78,824,095,334","105,176,287,276","-26,352,191,942"
外資自營商,"15,584,520","12,473,600","3,110,920"
合計,"92,518,946,531","120,222,662,231","-27,703,715,700"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
