單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,364,328,301","1,920,011,089","444,317,212"
自營商(避險),"6,833,263,636","5,815,855,819","1,017,407,817"
投信,"4,972,395,249","2,906,427,963","2,065,967,286"
外資及陸資(不含外資自營商),"75,743,608,905","59,395,487,330","16,348,121,575"
外資自營商,"31,432,180","35,809,680","-4,377,500"
合計,"89,913,596,091","70,037,782,201","19,875,813,890"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
