單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"2,033,047,735","2,202,809,070","-169,761,335"
自營商(避險),"6,035,580,551","7,435,026,692","-1,399,446,141"
投信,"4,798,234,140","5,527,140,591","-728,906,451"
外資及陸資(不含外資自營商),"73,482,140,317","79,065,840,008","-5,583,699,691"
外資自營商,"9,059,020","11,157,680","-2,098,660"
合計,"86,349,002,743","94,230,816,361","-7,881,813,618"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
